"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","482","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hamilton, Tyler","Purd","WR,FLX","Fr","483","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Hamler, KJ","PSU","WR,FLX","Fr","484","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hanaoka, Chad","NW","RB,FLX","Sr","485","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Hanks, Javis","Rut","WR,FLX","Fr","486","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","487","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Harris II, J-Shun","Ind","WR,FLX","Sr","488","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Harris, Jaylen","OHSt","WR,FLX","So","489","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Haskins, Hassan","Mich","RB,FLX","Fr","490","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Haubeil, Blake","OHSt","K","So","491","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hausmann, Jake","OHSt","TE,FLX","So","492","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayek, Hunter","Rut","WR,FLX","So","493","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayek, Tyler","Rut","WR,FLX","Fr","494","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayes, C.J.","MSU","WR,FLX","Fr","495","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hayes, Ryan","Mich","TE,FLX","Fr","496","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Hemphill, Austin","Neb","RB,FLX","Jr","497","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hendershot, Peyton","Ind","TE,FLX","Fr","498","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hewitt, Jacolby","Ind","WR,FLX","Fr","499","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hewlett, Joe","Mich","RB,FLX","Sr","500","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Heyward, Connor","MSU","RB,FLX","So","501","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hill, Kasim","MD","QB,FLX","Fr","502","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","503","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hilling, Vlad","PSU","K","Fr","504","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hintze, Zach","Wisc","K","Jr","505","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Hippenhammer, Mac","PSU","WR,FLX","Fr","506","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hockenson, T.J.","Iowa","TE,FLX","So","507","FA","NIU Sat 3:30PM","0","0","8%","384.98","5","0%"
"Hoenstine, Alex","PSU","WR,FLX","Fr","508","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hohenstein, Branden","Neb","TE,FLX","So","509","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holland, Jonathan","PSU","TE,FLX","Jr","510","FA","App Sat 3:30PM","0","0","1%","-","6","0%"
"Holm, Justin","Neb","WR,FLX","Fr","511","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holman, Berkeley","NW","WR,FLX","Fr","512","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Holman, Zac","Ill","WR,FLX,DB","Sr","513","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Holmes, C.J.","PSU","RB,FLX","So","514","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Holmes, Jordan","Ill","WR,FLX","Fr","515","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Homan, Myles","Purd","K","Jr","516","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Honas, Todd","Neb","WR,FLX","So","517","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hoover, Zach","OHSt","K","So","518","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Horvath, Alexander","Purd","RB,FLX","Fr","519","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Howard, Phillip","Minn","WR,FLX","So","520","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Hunt, Andre","Neb","WR,FLX","Fr","521","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hunt, Tyler","MSU","K","Fr","522","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Ibrahim, Mohamed","Minn","RB,FLX","Fr","523","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Inzerillo, Paul","MD","K","So","524","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Ivy, TJ","Ind","TE,FLX","Fr","525","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Jabbie, Mohamed","Rut","WR,FLX","So","526","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","527","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Jacobs, Taivon","MD","WR,FLX","Sr","528","FA","Tex Sat 12:00PM","0","0","13%","268.6","5","0%"
"James, Chris","Wisc","RB,FLX","Sr","529","FA","W Ky Fri 9:00PM","0","0","0%","443.2","5","0%"
"James, Jace","NW","WR,FLX","So","530","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"James, Ryan","Purd","WR,FLX","Fr","531","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Janes, Max","Minn","TE,FLX","Fr","532","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Jarrell, MJ","MD","WR,FLX","Fr","533","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jefferson, JJ","NW","WR,FLX","Fr","534","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Jelen, Preston","Minn","RB,FLX","Fr","535","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Johnson, Hunter","NW","QB,FLX","So","536","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Johnson, Hunter","Wisc","RB,FLX","Fr","537","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Jones, Bradford","Mich","TE,FLX","Sr","538","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Jones, Brandon","Ill","RB,TE,FLX","So","539","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Chris","MD","WR,FLX","Sr","540","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Darryl","MD","WR,FLX","Fr","541","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Jeshaun","MD","WR,FLX","Fr","542","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Miles","Neb","RB,WR,FLX","Fr","543","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Jones, Shameen","Rut","WR,FLX","Fr","544","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jordan, Jalen","Rut","WR,TE,FLX","Fr","545","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jurgens, Cameron","Neb","TE,FLX","Fr","546","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Justus, Logan","Ind","K","Jr","547","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Kaiser, Brian","NW","TE,FLX","Fr","548","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Kapisak, Connor","Iowa","QB,FLX","Fr","549","WW","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kelly, Austin","Iowa","RB,FLX","Sr","550","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kelly-Martin, Ivory","Iowa","RB,FLX","So","551","FA","NIU Sat 3:30PM","0","0","15%","355.21","5","0%"
"Kieft, Ko","Minn","TE,FLX","So","552","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Kitrell, Bo","Neb","RB,TE,FLX","Sr","553","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Knox, D.J.","Purd","RB,FLX","Sr","554","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Kristan, Bryan","OHSt","K","Sr","555","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Krull, Bryson","Neb","TE,FLX","Fr","556","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Krumholz, Adam","Wisc","WR,FLX","So","557","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Krumm, Nick","MSU","WR,FLX","Jr","558","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Kuhbander, Charlie","NW","K","So","559","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Kujawa, Tommy","Iowa","TE,FLX","Fr","560","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kuntz, Zack","PSU","TE,FLX","Fr","561","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lacewell, Zihir","Rut","WR,FLX","Fr","562","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Landis, Carson","PSU","K","Fr","563","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lansbury, Will","NW","WR,FLX","Fr","564","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Larsh, Collin","Wisc","K","Fr","565","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Leake, Javon","MD","RB,FLX","So","566","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Lees, Riley","NW","WR,FLX","So","567","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Legrone, Katerian","Neb","WR,TE,FLX","Fr","568","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Levis, Will","PSU","QB,FLX","Fr","569","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lewandowski, Davis","MSU","WR,FLX","Jr","570","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Lewis, Eddie","Rut","WR,FLX","Fr","571","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Lewis, Johnathan","Rut","QB,FLX","So","572","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Liewer, Wyatt","Neb","WR,FLX","Fr","573","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Lindsey, Tyjon","Neb","WR,FLX","So","574","FA","Akr Sat 8:00PM","0","0","70%","214.55","9","0%"
"Line, Ben","MSU","RB,FLX","Sr","575","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Link, Cody","NW","TE,FLX","So","576","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Lloyd, Ahrod","Ind","RB,FLX","Fr","577","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Lloyd, Gabe","Wisc","TE,FLX","So","578","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Lockett, Calvin","Iowa","WR,FLX","Fr","579","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lombardi, Rocky","MSU","QB,FLX","Fr","580","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"London, Dominik","Minn","RB,FLX","Fr","581","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Lucas, Collin","MSU","RB,FLX","Sr","582","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Luckenbaugh, Drew","NW","K","So","583","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","584","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lutz, Isaac","PSU","WR,FLX","So","585","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"MIlton, Joe","Mich","QB,FLX","Fr","586","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Macius, Mickey","MSU","QB,FLX","Sr","587","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Mack, Austin","OHSt","WR,FLX","Jr","588","FA","OreSt Sat 12:00PM","0","0","10%","-","9","0%"
"Mack, John","Minn","K","So","589","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Major, Julian","MSU","WR,FLX","Fr","590","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Malone, Derrick","OHSt","TE,FLX","Sr","591","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Mangieri, Charlie","NW","TE,FLX","Fr","592","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Manns, Jornell","Minn","WR,FLX","Fr","593","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Mansell, Peyton","Iowa","QB,FLX","Fr","594","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marchese, Henry","Iowa","WR,FLX","Fr","595","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marshall, Miles","Ind","WR,FLX","Fr","596","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Martell, Tate","OHSt","QB,FLX","Fr","597","FA","OreSt Sat 12:00PM","0","0","0%","515.5","9","0%"
"Martin, Jake","Mich","WR,FLX","Jr","598","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Martin, Oliver","Mich","WR,FLX","So","599","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Marty, Andrew","NW","QB,FLX","Fr","600","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Masker, Matt","Neb","QB,FLX","Fr","601","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Mason, Ben","Mich","RB,FLX","So","602","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Maxwell, Colton","PSU","WR,FLX","So","603","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Mazour, Wyatt","Neb","RB,FLX","Jr","604","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McCaffrey, Dylan","Mich","QB,FLX","So","605","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McCourt, James","Ill","K","So","606","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"McCurry, Jake","Mich","WR,FLX,DB","So","607","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McFarland, Anthony","MD","RB,FLX","Fr","608","FA","Tex Sat 12:00PM","0","0","3%","500.1","5","0%"
"McGowan, Kyric","NW","WR,FLX","So","609","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"McGriff, Justin","Neb","WR,FLX","Fr","610","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McKenna, Jack","MSU","K","Fr","611","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"McMahon, Amari","OHSt","RB,FLX","Jr","612","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McQuitty, Jaevon","Neb","WR,FLX","Fr","613","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Melton, Bo","Rut","WR,FLX","So","614","FA","TxSt Sat 12:00PM","0","0","5%","-","9","0%"
"Miller, Cam","Ill","QB,FLX","So","615","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Moody, Jake","Mich","K","Fr","616","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Moore, Rondale","Purd","WR,FLX","Fr","617","WW","NW Thu 8:00PM","0","0","2%","-","6","0%"
"Morgan, Tanner","Minn","QB,FLX","Fr","618","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Morse, Matt","Minn","WR,FLX","Jr","619","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Muhammad, Mustapha","Mich","TE,FLX","Fr","620","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Murphy, Cole","Rut","WR,FLX","Jr","621","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Mustapha, Taj","Wisc","WR,FLX","Fr","622","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Myers, Brandon","Rut","RB,FLX","Fr","623","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Navarro, Donny","Ill","WR,FLX","So","624","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Nelson, Craig","Ind","RB,FLX","Fr","625","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Nelson, Laress","MSU","WR,FLX","So","626","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Nelson, Sean","MD","WR,FLX","Fr","627","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Niro III, Raymond","NW","WR,FLX","Fr","628","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Nittolo, Rob","Rut","QB,FLX","Sr","629","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Nordin, Quinn","Mich","K","Jr","630","FA","@ND Sat 7:30PM","0","0","96%","176.46","9","0%"
"Norwood, Jakari","Ill","RB,FLX","Fr","631","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"O'Connell, Aidan","Purd","QB,FLX","Fr","632","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Oelsner, Alex","NW","TE,FLX","Fr","633","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Ogwuegbu, Ikechukwu","MD","RB,FLX","Jr","634","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Okonkwo, Chigoziem","MD","TE,FLX","Fr","635","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Olave, Chris","OHSt","WR,FLX","Fr","636","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Otte, Simon","Neb","WR,FLX,LB,DB","Fr","637","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Pabst, Johnny","Ind","QB,FLX","Fr","638","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Pacheco, Isaih","Rut","RB,FLX","Fr","639","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Pallissard, Turner","Iowa","RB,FLX","Fr","640","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Palmer, Griffin","Ill","TE,FLX","So","641","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Park, Andrew","MD","TE,FLX","Fr","642","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Paulson, Jake","Minn","TE,FLX","Fr","643","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Pechac, Kristian","Ind","RB,FLX","Fr","644","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Penix Jr., Michael","Ind","QB,FLX","Fr","645","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Peoples-Jones, Donovan","Mich","WR,FLX","So","646","FA","@ND Sat 7:30PM","0","0","86%","151.46","9","0%"
"Perry, Emmet","Wisc","WR,FLX","Fr","647","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Peters, Brandon","Mich","QB,FLX","Jr","648","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Petras, Spencer","Iowa","QB,FLX","Fr","649","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Petrino, Joseph","MD","K","Fr","650","WW","Tex Sat 12:00PM","0","0","2%","335.9","5","0%"
"Philyor, Whop","Ind","WR,FLX","So","651","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Pickerign, Samuel","Minn","QB,FLX","Fr","652","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Pickering, Barret","Neb","K","Fr","653","FA","Akr Sat 8:00PM","0","0","17%","338.73","9","0%"
"Pihlstrom, Alex","Ill","TE,FLX","Fr","654","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Pimentel, Jonathan","Rut","TE,FLX","Fr","655","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Pinegar, Jake","PSU","K","Fr","656","FA","App Sat 3:30PM","0","0","11%","355.8","6","0%"
"Pittman, Darius","Purd","TE,FLX","So","657","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Plocki, Tyler","Mich","RB,FLX","So","658","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Plummer, Jack","Purd","QB,FLX","Fr","659","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Pottebaum, Monte","Iowa","RB,FLX,LB","Fr","660","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Prater, Garyn","OHSt","WR,FLX","So","661","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Prather, James","NW","TE,FLX","Sr","662","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Pryor, Kendric","Wisc","WR,FLX","So","663","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Pugh, Aslan","Rut","RB,FLX","So","664","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Pugh, Trey","NW","TE,FLX","So","665","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Rafdal, Kurt","Neb","TE,FLX","Fr","666","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Ragaini, Nico","Iowa","WR,FLX","Fr","667","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Ramsey, Peyton","Ind","QB,FLX","So","668","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Reams, Caleb","Ill","WR,TE,FLX","Jr","669","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Reese, Steven","NW","WR,FLX","Jr","670","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Rivers II, M.J.","Ill","QB,FLX","Fr","671","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Robbins, Brandon","Neb","WR,FLX","Fr","672","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Roberts, Austin","Ill","RB,TE,FLX","Sr","673","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Roberts, Jelani","NW","WR,FLX","Sr","674","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Robinson, Daevon","Rut","WR,FLX","Fr","675","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Robinson, Matt","Ill","QB,FLX","Fr","676","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Rose, Austin","Neb","RB,FLX","Sr","677","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Rosenthal, Max","MSU","RB,FLX","Fr","678","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Roski, Zack","MD","TE,FLX","So","679","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Rosowski, P.J.","Wisc","K","Sr","680","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Rossi, Mitch","OHSt","RB,FLX","So","681","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Ruckert, Jeremy","OHSt","TE,FLX","Fr","682","FA","OreSt Sat 12:00PM","0","0","3%","399.9","9","0%"
"Ruth, Connor","Neb","RB,FLX","Fr","683","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Ryerse, Grant","Minn","K","Fr","684","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Saari, Mark","Wisc","RB,FLX","Sr","685","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Sampson, Cormac","Wisc","TE,FLX","Fr","686","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Samuels, O'Maury","Mich","RB,FLX","So","687","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Sandy, Carlos","Ill","WR,FLX","Fr","688","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Santaga, Jon","Minn","QB,FLX,DB","Fr","689","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Sargent, Mekhi","Iowa","RB,FLX","So","690","WW","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Sargent, Noah","MSU","RB,FLX","So","691","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Saunders, C.J.","OHSt","WR,FLX","Sr","692","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Schipper, Brady","Wisc","WR,FLX","Fr","693","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Schmidt, Ryan","Iowa","QB,FLX","Jr","694","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Schoenle, Nate","Mich","WR,FLX","Jr","695","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Schoonmaker, Luke","Mich","TE,FLX","Fr","696","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Schulte, Bryce","Iowa","TE,FLX","Fr","697","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Schwob, Robert","MD","TE,FLX","So","698","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Scott, Stevie","Ind","RB,FLX","Fr","699","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Selzer, Alan","Mich","K","Jr","700","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Selzer, Carter","Mich","TE,FLX","So","701","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Sessa, Michael","Mich","QB,FLX","Jr","702","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Seybert, Matt","MSU","TE,FLX,DL","Jr","703","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Shayotovich, Luke","Ind","WR,FLX","Fr","704","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Shoop, Tyler","PSU","WR,FLX","Jr","705","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Shorter, Justin","PSU","WR,FLX","Fr","706","FA","App Sat 3:30PM","0","0","90%","185.39","6","0%"
"Shudak, Caleb","Iowa","K","So","707","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Shuster, Michael","PSU","QB,FLX","So","708","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Sims, Kenyon","Ill","RB,FLX","Fr","709","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Sipe, Nick","Purd","QB,FLX","Fr","710","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Sitkowski, Artur","Rut","QB,FLX","Fr","711","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Slade, Ricky","PSU","RB,FLX","Fr","712","FA","App Sat 3:30PM","0","0","2%","498.6","6","0%"
"Smalling, Ricky","Ill","WR,FLX","So","713","FA","Kent Sat 12:00PM","0","0","1%","407.2","5","0%"
"Smith, Aidan","NW","QB,FLX","So","714","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Smith, Brandon","Iowa","WR,FLX","So","715","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Smith, Kendall","Ill","WR,FLX,DB","So","716","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Smith, L'Christian","OHSt","WR,FLX","Fr","717","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Smith-Marsette, Ihmir","Iowa","WR,FLX","So","718","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Smolar, Jared","Ind","K","So","719","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
