"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Hale, Donavan","Ind","WR,FLX","Jr","240","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","241","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hamilton, Tyler","Purd","WR,FLX","Fr","242","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Hamler, KJ","PSU","WR,FLX","Fr","243","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hanaoka, Chad","NW","RB,FLX","Sr","244","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Hanks, Javis","Rut","WR,FLX","Fr","245","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","246","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Harris II, J-Shun","Ind","WR,FLX","Sr","247","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Harris, Jaylen","OHSt","WR,FLX","So","248","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Harrison III, Lorenzo","MD","RB,FLX","Jr","249","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Haskins, Hassan","Mich","RB,FLX","Fr","250","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Haubeil, Blake","OHSt","K","So","251","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hausmann, Jake","OHSt","TE,FLX","So","252","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayek, Hunter","Rut","WR,FLX","So","253","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayek, Tyler","Rut","WR,FLX","Fr","254","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayes, C.J.","MSU","WR,FLX","Fr","255","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hayes, Ryan","Mich","TE,FLX","Fr","256","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Hemphill, Austin","Neb","RB,FLX","Jr","257","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hendershot, Peyton","Ind","TE,FLX","Fr","258","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Herdman, Cole","Purd","TE,FLX","Sr","259","FA","NW Thu 8:00PM","0","0","1%","-","6","0%"
"Hewitt, Jacolby","Ind","WR,FLX","Fr","260","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hewlett, Joe","Mich","RB,FLX","Sr","261","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Heyward, Connor","MSU","RB,FLX","So","262","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hill, K.J.","OHSt","WR,FLX","Jr","263","FA","OreSt Sat 12:00PM","0","0","77%","93.43","9","0%"
"Hill, Kasim","MD","QB,FLX","Fr","264","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","265","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hilliman, Jonathan","Rut","RB,FLX","Sr","266","FA","TxSt Sat 12:00PM","0","0","62%","-","9","0%"
"Hilling, Vlad","PSU","K","Fr","267","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hintze, Zach","Wisc","K","Jr","268","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Hippenhammer, Mac","PSU","WR,FLX","Fr","269","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hockenson, T.J.","Iowa","TE,FLX","So","270","FA","NIU Sat 3:30PM","0","0","8%","384.98","5","0%"
"Hoenstine, Alex","PSU","WR,FLX","Fr","271","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hohenstein, Branden","Neb","TE,FLX","So","272","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holland, Jonathan","PSU","TE,FLX","Jr","273","FA","App Sat 3:30PM","0","0","1%","-","6","0%"
"Holm, Justin","Neb","WR,FLX","Fr","274","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holman, Berkeley","NW","WR,FLX","Fr","275","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Holman, Zac","Ill","WR,FLX,DB","Sr","276","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Holmes, C.J.","PSU","RB,FLX","So","277","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Holmes, Jordan","Ill","WR,FLX","Fr","278","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Homan, Myles","Purd","K","Jr","279","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Honas, Todd","Neb","WR,FLX","So","280","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hoover, Zach","OHSt","K","So","281","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hopkins, Brycen","Purd","TE,FLX","Jr","282","FA","NW Thu 8:00PM","0","0","100%","189.07","6","0%"
"Hornibrook, Alex","Wisc","QB,FLX","Jr","283","FA","W Ky Fri 9:00PM","0","0","100%","49.71","5","0%"
"Horvath, Alexander","Purd","RB,FLX","Fr","284","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Howard, Phillip","Minn","WR,FLX","So","285","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Hunt, Andre","Neb","WR,FLX","Fr","286","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hunt, Tyler","MSU","K","Fr","287","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Ibrahim, Mohamed","Minn","RB,FLX","Fr","288","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Ingold, Alec","Wisc","RB,FLX","Sr","289","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Inzerillo, Paul","MD","K","So","290","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Ivy, TJ","Ind","TE,FLX","Fr","291","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Jabbie, Mohamed","Rut","WR,FLX","So","292","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","293","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Jacobs, Taivon","MD","WR,FLX","Sr","294","FA","Tex Sat 12:00PM","0","0","13%","268.6","5","0%"
"James, Chris","Wisc","RB,FLX","Sr","295","FA","W Ky Fri 9:00PM","0","0","0%","443.2","5","0%"
"James, Jace","NW","WR,FLX","So","296","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"James, Ryan","Purd","WR,FLX","Fr","297","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Janes, Max","Minn","TE,FLX","Fr","298","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Jarrell, MJ","MD","WR,FLX","Fr","299","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jefferson, JJ","NW","WR,FLX","Fr","300","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Jelen, Preston","Minn","RB,FLX","Fr","301","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Johnson, Hunter","NW","QB,FLX","So","302","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Johnson, Hunter","Wisc","RB,FLX","Fr","303","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Johnson, Juwan","PSU","WR,FLX","Jr","304","FA","App Sat 3:30PM","0","0","100%","103.77","6","0%"
"Johnson, Ty","MD","RB,FLX","Sr","305","FA","Tex Sat 12:00PM","0","0","100%","136.08","5","0%"
"Johnson, Tyler","Minn","WR,FLX","Jr","306","FA","NMSt Thu 7:00PM","0","0","100%","198.21","5","0%"
"Jones, Bradford","Mich","TE,FLX","Sr","307","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Jones, Brandon","Ill","RB,TE,FLX","So","308","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Chris","MD","WR,FLX","Sr","309","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Darryl","MD","WR,FLX","Fr","310","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Jeshaun","MD","WR,FLX","Fr","311","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Markell","Purd","RB,FLX","Sr","312","FA","NW Thu 8:00PM","0","0","7%","-","6","0%"
"Jones, Miles","Neb","RB,WR,FLX","Fr","313","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Jones, Shameen","Rut","WR,FLX","Fr","314","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jordan, Jalen","Rut","WR,TE,FLX","Fr","315","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jurgens, Cameron","Neb","TE,FLX","Fr","316","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Justus, Logan","Ind","K","Jr","317","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Kaiser, Brian","NW","TE,FLX","Fr","318","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Kapisak, Connor","Iowa","QB,FLX","Fr","319","WW","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kelly, Austin","Iowa","RB,FLX","Sr","320","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kelly-Martin, Ivory","Iowa","RB,FLX","So","321","FA","NIU Sat 3:30PM","0","0","15%","355.21","5","0%"
"Kieft, Ko","Minn","TE,FLX","So","322","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Kitrell, Bo","Neb","RB,TE,FLX","Sr","323","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Knox, D.J.","Purd","RB,FLX","Sr","324","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Kristan, Bryan","OHSt","K","Sr","325","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Krull, Bryson","Neb","TE,FLX","Fr","326","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Krumholz, Adam","Wisc","WR,FLX","So","327","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Krumm, Nick","MSU","WR,FLX","Jr","328","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Kuhbander, Charlie","NW","K","So","329","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Kujawa, Tommy","Iowa","TE,FLX","Fr","330","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kuntz, Zack","PSU","TE,FLX","Fr","331","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lacewell, Zihir","Rut","WR,FLX","Fr","332","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Landis, Carson","PSU","K","Fr","333","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lansbury, Will","NW","WR,FLX","Fr","334","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Larsh, Collin","Wisc","K","Fr","335","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Leake, Javon","MD","RB,FLX","So","336","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Lees, Riley","NW","WR,FLX","So","337","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Legrone, Katerian","Neb","WR,TE,FLX","Fr","338","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Levis, Will","PSU","QB,FLX","Fr","339","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lewandowski, Davis","MSU","WR,FLX","Jr","340","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Lewis, Eddie","Rut","WR,FLX","Fr","341","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Lewis, Johnathan","Rut","QB,FLX","So","342","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Lewis, Rayshad","MD","WR,FLX,DB","So","343","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Liewer, Wyatt","Neb","WR,FLX","Fr","344","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Lindsey, Tyjon","Neb","WR,FLX","So","345","FA","Akr Sat 8:00PM","0","0","70%","214.55","9","0%"
"Line, Ben","MSU","RB,FLX","Sr","346","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Link, Cody","NW","TE,FLX","So","347","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Lloyd, Ahrod","Ind","RB,FLX","Fr","348","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Lloyd, Gabe","Wisc","TE,FLX","So","349","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Lockett, Calvin","Iowa","WR,FLX","Fr","350","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lombardi, Rocky","MSU","QB,FLX","Fr","351","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"London, Dominik","Minn","RB,FLX","Fr","352","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Lucas, Collin","MSU","RB,FLX","Sr","353","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Luckenbaugh, Drew","NW","K","So","354","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","355","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lutz, Isaac","PSU","WR,FLX","So","356","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"MIlton, Joe","Mich","QB,FLX","Fr","357","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Macius, Mickey","MSU","QB,FLX","Sr","358","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Mack, Austin","OHSt","WR,FLX","Jr","359","FA","OreSt Sat 12:00PM","0","0","10%","-","9","0%"
"Mack, John","Minn","K","So","360","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Majette, Mike","Ind","RB,FLX","Sr","361","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Major, Julian","MSU","WR,FLX","Fr","362","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Malone, Derrick","OHSt","TE,FLX","Sr","363","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Mangieri, Charlie","NW","TE,FLX","Fr","364","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Manns, Jornell","Minn","WR,FLX","Fr","365","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Mansell, Peyton","Iowa","QB,FLX","Fr","366","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marchese, Henry","Iowa","WR,FLX","Fr","367","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marshall, Miles","Ind","WR,FLX","Fr","368","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Martell, Tate","OHSt","QB,FLX","Fr","369","FA","OreSt Sat 12:00PM","0","0","0%","515.5","9","0%"
"Martin, Jake","Mich","WR,FLX","Jr","370","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Martin, Oliver","Mich","WR,FLX","So","371","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Marty, Andrew","NW","QB,FLX","Fr","372","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Masker, Matt","Neb","QB,FLX","Fr","373","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Mason, Ben","Mich","RB,FLX","So","374","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Maxwell, Colton","PSU","WR,FLX","So","375","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Mays, Sam","Ill","WR,FLX","Sr","376","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Mazour, Wyatt","Neb","RB,FLX","Jr","377","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McCaffrey, Dylan","Mich","QB,FLX","So","378","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McCall, Demario","OHSt","RB,WR,FLX","So","379","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McCourt, James","Ill","K","So","380","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"McCurry, Jake","Mich","WR,FLX,DB","So","381","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McFarland, Anthony","MD","RB,FLX","Fr","382","FA","Tex Sat 12:00PM","0","0","3%","500.1","5","0%"
"McGowan, Kyric","NW","WR,FLX","So","383","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"McGriff, Justin","Neb","WR,FLX","Fr","384","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McKenna, Jack","MSU","K","Fr","385","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"McKeon, Sean","Mich","TE,FLX","Jr","386","FA","@ND Sat 7:30PM","0","0","76%","-","9","0%"
"McLaughlin, Chase","Ill","K","Sr","387","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"McLaurin, Terry","OHSt","WR,FLX","Sr","388","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McMahon, Amari","OHSt","RB,FLX","Jr","389","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McQuitty, Jaevon","Neb","WR,FLX","Fr","390","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Melton, Bo","Rut","WR,FLX","So","391","FA","TxSt Sat 12:00PM","0","0","5%","-","9","0%"
"Miller, Cam","Ill","QB,FLX","So","392","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Moody, Jake","Mich","K","Fr","393","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Moore, Rondale","Purd","WR,FLX","Fr","394","WW","NW Thu 8:00PM","0","0","2%","-","6","0%"
"Morgan, Tanner","Minn","QB,FLX","Fr","395","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Morgan, Teldrick","MD","WR,FLX","Sr","396","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Morse, Matt","Minn","WR,FLX","Jr","397","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Moten IV, John","NW","RB,FLX","Jr","398","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Muhammad, Mustapha","Mich","TE,FLX","Fr","399","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Murphy, Cole","Rut","WR,FLX","Jr","400","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Mustapha, Taj","Wisc","WR,FLX","Fr","401","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Myers, Brandon","Rut","RB,FLX","Fr","402","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Nagel, Flynn","NW","WR,FLX","Sr","403","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Navarro, Donny","Ill","WR,FLX","So","404","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Nelson, Craig","Ind","RB,FLX","Fr","405","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Nelson, Laress","MSU","WR,FLX","So","406","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Nelson, Sean","MD","WR,FLX","Fr","407","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Neuville, Zander","Wisc","TE,FLX","Sr","408","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Niro III, Raymond","NW","WR,FLX","Fr","409","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Nittolo, Rob","Rut","QB,FLX","Sr","410","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Nordin, Quinn","Mich","K","Jr","411","FA","@ND Sat 7:30PM","0","0","96%","176.46","9","0%"
"Norwood, Jakari","Ill","RB,FLX","Fr","412","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"O'Connell, Aidan","Purd","QB,FLX","Fr","413","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Oelsner, Alex","NW","TE,FLX","Fr","414","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Ogwuegbu, Ikechukwu","MD","RB,FLX","Jr","415","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Okonkwo, Chigoziem","MD","TE,FLX","Fr","416","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Olave, Chris","OHSt","WR,FLX","Fr","417","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Otte, Simon","Neb","WR,FLX,LB,DB","Fr","418","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Ozigbo, Devine","Neb","RB,FLX","Sr","419","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Pabst, Johnny","Ind","QB,FLX","Fr","420","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Pacheco, Isaih","Rut","RB,FLX","Fr","421","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Pallissard, Turner","Iowa","RB,FLX","Fr","422","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Palmer, Griffin","Ill","TE,FLX","So","423","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Park, Andrew","MD","TE,FLX","Fr","424","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Paulson, Jake","Minn","TE,FLX","Fr","425","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Pechac, Kristian","Ind","RB,FLX","Fr","426","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Penix Jr., Michael","Ind","QB,FLX","Fr","427","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Penniston, Kyle","Wisc","TE,FLX","Jr","428","FA","W Ky Fri 9:00PM","0","0","3%","331.9","5","0%"
"Peoples-Jones, Donovan","Mich","WR,FLX","So","429","FA","@ND Sat 7:30PM","0","0","86%","151.46","9","0%"
"Perry, Emmet","Wisc","WR,FLX","Fr","430","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Perry, Grant","Mich","WR,FLX","Sr","431","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Peters, Brandon","Mich","QB,FLX","Jr","432","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Petras, Spencer","Iowa","QB,FLX","Fr","433","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Petrino, Joseph","MD","K","Fr","434","WW","Tex Sat 12:00PM","0","0","2%","335.9","5","0%"
"Philyor, Whop","Ind","WR,FLX","So","435","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Pickerign, Samuel","Minn","QB,FLX","Fr","436","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Pickering, Barret","Neb","K","Fr","437","FA","Akr Sat 8:00PM","0","0","17%","338.73","9","0%"
"Pigrome, Tyrrell","MD","QB,FLX","So","438","FA","Tex Sat 12:00PM","0","0","68%","234","5","0%"
"Pihlstrom, Alex","Ill","TE,FLX","Fr","439","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Pimentel, Jonathan","Rut","TE,FLX","Fr","440","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Pinegar, Jake","PSU","K","Fr","441","FA","App Sat 3:30PM","0","0","11%","355.8","6","0%"
"Pittman, Darius","Purd","TE,FLX","So","442","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Plocki, Tyler","Mich","RB,FLX","So","443","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Plummer, Jack","Purd","QB,FLX","Fr","444","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Polk, Brandon","PSU","WR,FLX","Jr","445","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Pottebaum, Monte","Iowa","RB,FLX,LB","Fr","446","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Prater, Garyn","OHSt","WR,FLX","So","447","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Prather, James","NW","TE,FLX","Sr","448","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Pryor, Kendric","Wisc","WR,FLX","So","449","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Pugh, Aslan","Rut","RB,FLX","So","450","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Pugh, Trey","NW","TE,FLX","So","451","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Rafdal, Kurt","Neb","TE,FLX","Fr","452","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Ragaini, Nico","Iowa","WR,FLX","Fr","453","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Ramsey, Peyton","Ind","QB,FLX","So","454","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Reams, Caleb","Ill","WR,TE,FLX","Jr","455","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Recinos, Miguel","Iowa","K","Sr","456","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Reese, Steven","NW","WR,FLX","Jr","457","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Reimers, Bryan","Neb","WR,FLX","Sr","458","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Rescigno, Giovanni","Rut","QB,FLX","Sr","459","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Rivers II, M.J.","Ill","QB,FLX","Fr","460","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Robbins, Brandon","Neb","WR,FLX","Fr","461","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Roberts, Austin","Ill","RB,TE,FLX","Sr","462","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Roberts, Jelani","NW","WR,FLX","Sr","463","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Robinson, Daevon","Rut","WR,FLX","Fr","464","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Robinson, Matt","Ill","QB,FLX","Fr","465","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Rose, Austin","Neb","RB,FLX","Sr","466","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Rosenthal, Max","MSU","RB,FLX","Fr","467","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Roski, Zack","MD","TE,FLX","So","468","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Rosowski, P.J.","Wisc","K","Sr","469","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Ross, Brady","Iowa","RB,FLX","Jr","470","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Rossi, Mitch","OHSt","RB,FLX","So","471","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Ruckert, Jeremy","OHSt","TE,FLX","Fr","472","FA","OreSt Sat 12:00PM","0","0","3%","399.9","9","0%"
"Ruth, Connor","Neb","RB,FLX","Fr","473","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Ryerse, Grant","Minn","K","Fr","474","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Saari, Mark","Wisc","RB,FLX","Sr","475","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Sampson, Cormac","Wisc","TE,FLX","Fr","476","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Samuels, O'Maury","Mich","RB,FLX","So","477","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
