"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Catlett, Keyron","Purd","WR,FLX","So","118","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Cephus, Quintez","Wisc","WR,FLX","Jr","119","FA","W Ky Fri 9:00PM","0","0","9%","259.28","5","0%"
"Chaffin, Ty","Neb","WR,FLX","So","120","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Chambers, Cam","MSU","WR,FLX","So","121","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Char, Jared","Mich","RB,FLX","Jr","122","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Chatman, Jalen","Rut","QB,FLX","Fr","123","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Checa, Rafael","PSU","K","Fr","124","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Chenal, John","Wisc","RB,FLX","Fr","125","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Chiaokhiao-Bowman, Ramaud","NW","WR,FLX","So","126","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Chisena, Dan","PSU","WR,FLX","Jr","127","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Clarkin, Brian","MD","QB,FLX","Fr","128","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Clifford, Sean","PSU","QB,FLX","Fr","129","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Coan, Jack","Wisc","QB,FLX","So","130","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Cobbs, Brian","MD","WR,FLX","Fr","131","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Coghlin, Matt","MSU","K","So","132","FA","UtSt Fri 7:00PM","0","0","11%","-","3","0%"
"Collins, Nico","Mich","WR,FLX","So","133","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Collins, Zac","Purd","K","Fr","134","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","135","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Comma, Jayden","MD","WR,FLX","Fr","136","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cook, Drew","Iowa","TE,FLX","Jr","137","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Cooper, Max","Iowa","WR,FLX","So","138","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Corbin, Reggie","Ill","RB,FLX","Jr","139","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Cornwell, Michael","MD","WR,TE,FLX","Sr","140","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cromer, Alec","Neb","QB,FLX","So","141","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Cruickshank, Aron","Wisc","WR,FLX","Fr","142","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Culp, Adam","Mich","K","Fr","143","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Curtis, Kory","OHSt","QB,FLX","So","144","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dafney, Dominique","Iowa","WR,FLX","Jr","145","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dalton, Danny","PSU","TE,FLX","So","146","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","147","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Davenport, Jahrvis","MD","WR,FLX","Sr","148","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Davidovicz, Justin","Rut","K","So","149","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davin, Brock","OHSt","TE,FLX","Jr","150","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davis III, Danny","Wisc","WR,FLX","So","151","FA","W Ky Fri 9:00PM","0","0","3%","305.1","5","0%"
"Davis, Drake","Ill","QB,FLX","Fr","152","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Davis, Noah","MSU","TE,FLX","So","153","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Davis, Trenard","Ill","WR,FLX","Jr","154","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Dawkins, Brandon","Ind","QB,FLX","Sr","155","FA","@FLInt Sat 7:00PM","0","0","13%","239.01","10","0%"
"Day, Theo","MSU","QB,FLX","Fr","156","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"DeSue, Tyler","MD","QB,FLX","Fr","157","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Deal, Taiwan","Wisc","RB,FLX","Sr","158","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Deland, Ethan","Mich","WR,FLX","Fr","159","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Dellinger, J.D.","Purd","K","Jr","160","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Demus, Dontay","MD","WR,FLX","Fr","161","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"DiMaccio, Dominic","OHSt","K","Fr","162","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dixon, Johnnie","OHSt","WR,FLX","Sr","163","FA","OreSt Sat 12:00PM","0","0","3%","350.91","9","0%"
"Dorris, Austin","Ind","TE,FLX","Jr","164","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Dorsey, Lou","Ill","TE,FLX","So","165","FA","Kent Sat 12:00PM","0","0","100%","151.72","5","0%"
"Dotson, Jahan","PSU","WR,FLX","Fr","166","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Dotson, Malcolm","Purd","WR,FLX","Jr","167","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Dotson, Matt","MSU","TE,FLX","So","168","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Douglas, Demetrius","Minn","WR,FLX","So","169","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Downer, Ryan","Rut","WR,FLX","Fr","170","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Duarte, Tate","OHSt","TE,FLX","Sr","171","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dudek, Mike","Ill","WR,FLX","Sr","172","FA","Kent Sat 12:00PM","0","0","14%","193.95","5","0%"
"Duncan, Keith","Iowa","K","So","173","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dunn, Jack","Wisc","WR,FLX","So","174","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Durham, Payne","Purd","TE,FLX","Fr","175","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Easley, Nick","Iowa","WR,FLX","Sr","176","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Edmonds, Nolan","Minn","RB,FLX","Fr","177","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Edwards, Avery","MD","TE,FLX","Sr","178","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Edwards, Berkley","Mich","RB,FLX","Sr","179","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Ellis, Bradley","Ind","WR,FLX","Fr","180","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Ellison, Morgan","Ind","RB,FLX","So","181","FA","@FLInt Sat 7:00PM","0","0","68%","270","10","0%"
"Ellison, Noah","Purd","WR,FLX","Fr","182","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Enoli, Madu","OHSt","RB,FLX","So","183","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Epstein, Mike","Ill","RB,FLX","So","184","FA","Kent Sat 12:00PM","0","0","100%","139.79","5","0%"
"Eschenbach, Jack","Wisc","TE,FLX","Fr","185","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Eshoo, Eric","NW","TE,FLX","So","186","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Eubanks, Nick","Mich","TE,FLX","Jr","187","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Eury, Nick","PSU","RB,FLX","So","188","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Evans, Chris","Mich","RB,FLX","Jr","189","FA","@ND Sat 7:30PM","0","0","100%","169.99","9","0%"
"Evans, Samson","Iowa","WR,FLX","Fr","190","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Evans, Spencer","Purd","K","Sr","191","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Farrell, Luke","OHSt","TE,FLX","So","192","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Faulkner, Bentley","MD","K","Fr","193","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Feldman, Noah","Iowa","TE,FLX","Fr","194","FA","NIU Sat 3:30PM","0","0","0%","308.1","5","0%"
"Felton, David","Ind","WR,FLX","Fr","195","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Femi-Cole, Jonathan","Minn","RB,FLX","Jr","196","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Ferguson, Jake","Wisc","TE,FLX","Fr","197","FA","W Ky Fri 9:00PM","0","0","5%","-","5","0%"
"Ferris, Kenneth","Mich","TE,FLX","Sr","198","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fessler, Charlie","NW","WR,FLX","Jr","199","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Files, Joseph","Mich","TE,FLX","Sr","200","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fleet-Davis, Tayon","MD","RB,FLX","So","201","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","202","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Folkers, Bennett","Neb","WR,FLX","Fr","203","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Frahm, Cole","Neb","K","Fr","204","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Franklin, Benaiah","Purd","WR,FLX","So","205","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Freiermuth, Pat","PSU","TE,FLX","Fr","206","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Fryfogle, Ty","Ind","WR,FLX","So","207","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Fuller, Tario","Purd","RB,FLX","Jr","208","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Funk, Jake","MD","RB,FLX","Jr","209","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Gaglianone, Rafael","Wisc","K","Sr","210","FA","W Ky Fri 9:00PM","0","0","100%","172.66","5","0%"
"Gajcak, Chris","Ind","WR,FLX","Jr","211","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Gardiner, Ellijah","OHSt","WR,FLX","Fr","212","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Garrett, Julian","Mich","RB,FLX","Fr","213","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Geary, Clay","Minn","WR,FLX","So","214","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gebbia, Tristan","Neb","QB,FLX","Fr","215","FA","Akr Sat 8:00PM","0","0","6%","367.4","9","0%"
"Geil, Henry","Iowa","RB,FLX","Fr","216","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Gentry, Zach","Mich","TE,FLX","Sr","217","FA","@ND Sat 7:30PM","0","0","76%","-","9","0%"
"George, Daniel","PSU","WR,FLX","Fr","218","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"George, Jeff","Mich","QB,FLX","Sr","219","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Gest, Cole","Ind","RB,FLX","So","220","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Gianacakos, Chase","MSU","TE,FLX","Sr","221","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Gibson, Erik","Minn","WR,FLX","Fr","222","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gill, Jaelen","OHSt","RB,FLX","Fr","223","FA","OreSt Sat 12:00PM","0","0","11%","-","9","0%"
"Gossage, Paul","Minn","WR,FLX","Jr","224","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Grady, Kyle","Mich","QB,FLX","Fr","225","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Green, Cade","Wisc","WR,FLX","Fr","226","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Green, Cameron","NW","TE,FLX","Jr","227","FA","@Purd Thu 8:00PM","0","0","1%","-","4","0%"
"Green, Carmoni","Ill","WR,FLX","So","228","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Green, Seth","Minn","QB,TE,FLX","So","229","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Green, TJ","NW","QB,FLX","Jr","230","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Gregoire, Mike","Wisc","WR,FLX","Fr","231","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Griffin, Caleb","Ill","K","Fr","232","WW","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Griffin-Stewart, Nakia","Rut","TE,FLX","Jr","233","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Groeneweg, Kyle","Iowa","WR,FLX","Sr","234","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Groshek, Garrett","Wisc","RB,FLX","So","235","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Grosz, Tyler","Mich","WR,FLX","Sr","236","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Guerendo, Isaac","Wisc","RB,FLX","Fr","237","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Haggerty, Gavin","Rut","K","Jr","238","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hahn, Cole","MSU","K","Fr","239","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
