"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Bican, Gage","OHSt","WR,FLX","Jr","238","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bican, Luciano","OHSt","WR,FLX","Jr","239","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bjorson, Matt","Ind","TE,FLX","Fr","240","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Blackmon, Antonio","Purd","DB","Sr","241","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Blake, Wyatt","NW","DL","Fr","242","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Blaylock, Travian","Wisc","DB","Fr","243","WW","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Bobak, Christian","Ill","RB,FLX,DB","So","244","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bondoc, Evan","Wisc","DB","Sr","245","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Bonner, Jordan","Purd","WR,FLX","Fr","246","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bonner, Shaun","Ind","TE,FLX","So","247","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Booker, Dante","OHSt","LB","Sr","248","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Boone, Raymond","MD","DB","Fr","249","WW","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Bootle, Dicaprio","Neb","DB","So","250","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Bordner, Brendan","Rut","DL","Fr","251","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Borland, Tuf","OHSt","LB","So","252","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Bortenschlager, Max","MD","QB,FLX","Jr","253","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Bosa, Nick","OHSt","DL","Jr","254","FA","OreSt Sat 12:00PM","0","0","100%","127","9","-"
"Bousky, Alex","NW","RB,WR,FLX","Sr","255","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bowen, Ja'merez","Ind","DL","Sr","256","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Bowen, Manny","PSU","LB","Sr","257","WW","App Sat 3:30PM","0","0","0%","-","6","-"
"Bowers, Nick","PSU","TE,FLX","Jr","258","FA","App Sat 3:30PM","0","0","9%","285.76","6","0%"
"Bowser, Isaiah","NW","RB,FLX","Fr","259","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bradley, Jaylin","Neb","RB,FLX","So","260","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Brand, Bryce","MD","DL","So","261","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Bravo, Brian","Purd","K","Sr","262","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Brents, Julius","Iowa","DB","Fr","263","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Brincks, Sam","Iowa","DL","Sr","264","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Brookins, Ricky","Ind","RB,FLX","Sr","265","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Brooks, Blair","Iowa","WR,FLX","Fr","266","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Brooks, Ellis","PSU","LB","Fr","267","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Brooks, Jr., Antoine","MD","DB","Jr","268","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Brooks, Shannon","Minn","RB,FLX","Sr","269","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Brown IV, Earnest","NW","DL","So","270","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Brown Jr., Andre","Ind","DB","Jr","271","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Brown, Cam","PSU","LB","Jr","272","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Brown, Cameron","OHSt","WR,FLX","Fr","273","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Brown, DJ","PSU","DB","Fr","274","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Brown, Jalen","NW","WR,FLX","Sr","275","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Brown, Journey","PSU","RB,FLX","Fr","276","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Brown, Justin","MD","WR,FLX","Fr","277","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Brown, Matt","Mich","RB,FLX","So","278","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Brown, Shakur","MSU","DB","Fr","279","FA","UtSt Fri 7:00PM","0","0","0%","-","3","-"
"Brown, Sydney","Ill","DB","Fr","280","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Brown, Torrence","PSU","DL","Sr","281","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Brown, Verdis","Ill","DL","Fr","282","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Browning, Baron","OHSt","LB","So","283","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Brownlee, David","MD","LB","Fr","284","WW","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Brumbaugh, Legend","MD","QB,FLX","So","285","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Bryan, Kyshaun","Iowa","RB,FLX","Fr","286","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Bryant, Alfred","Ind","DL","Fr","287","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Bryant, Khalil","Ind","DB","Jr","288","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","289","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Buchholz, Ryan","PSU","DL","Jr","290","WW","App Sat 3:30PM","0","0","0%","-","6","-"
"Buckman, Luke","Mich","TE,FLX","Fr","291","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Bullock, Brian","NW","DB","So","292","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Bullock, Izaia","Rut","LB","Jr","293","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Bullough, Byron","MSU","LB","Sr","294","FA","UtSt Fri 7:00PM","0","0","0%","-","3","-"
"Bunch, Andrew","Neb","QB,FLX","So","295","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Bunner, Bradley","Neb","DB","Fr","296","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Burgess, Jarrett","Purd","WR,FLX","Sr","297","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Burgess, Juwan","Ind","DB","Fr","298","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Burks, Noah","Wisc","LB","So","299","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Burnam, Mo","Ind","LB","Fr","300","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Burrell, Eric","Wisc","DB","So","301","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Bursch, Nathan","Minn","TE,FLX","Fr","302","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Burton, Donte","Wisc","DB","Fr","303","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Burton, Reid","MSU","RB,FLX","So","304","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Bush, AJ","Ill","QB,FLX","Sr","305","WW","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bush, Devin","Mich","LB","Jr","306","FA","@ND Sat 7:30PM","0","0","100%","184","9","-"
"Bush, Peter","Mich","RB,FLX","Jr","307","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Butler, Jabari","PSU","DB","Jr","308","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Butler, Josh","MSU","DB","Jr","309","FA","UtSt Fri 7:00PM","0","0","0%","-","3","-"
"Butler, Tony","Neb","DB","So","310","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Cage, Jerron","OHSt","DL","Fr","311","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Campbell, Chance","MD","LB","Fr","312","WW","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Campbell, Roderick","NW","DB","Jr","313","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Camper, Jack","MSU","TE,FLX,DL","Fr","314","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Campos, Ben","Iowa","LB","Fr","315","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Capehart, Tahj","MD","WR,FLX","So","316","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Caratan, George","Mich","K","Fr","317","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Cardillo, Jack","Ind","K","Fr","318","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Carlson, John","Iowa","LB","Fr","319","WW","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Carney Jr., Owen","Ill","DL","So","320","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Carnifax, Tommy","NW","DL","So","321","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Carollo, Danny","Purd","QB,FLX","So","322","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Carriere, Carlos","MD","WR,FLX","Fr","323","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Carriere-Williams, Dontye","Wisc","DB","So","324","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Carter, Edwin","Ill","WR,FLX","Fr","325","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Carter, Nate","Wisc","QB,FLX","Fr","326","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Casey, Aaron","Ind","LB","Fr","327","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Cashman, Blake","Minn","LB","Sr","328","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Cason, Tim","Purd","DB","Sr","329","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Cassidy, Chris","Neb","LB","Fr","330","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Castro-Fields, Tariq","PSU","DB","So","331","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Catlett, Keyron","Purd","WR,FLX","So","332","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Cesarz, Ethan","Wisc","LB","Fr","333","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Chaffin, Ty","Neb","WR,FLX","So","334","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Chamberlain, Bryce","Mich","LB","Fr","335","WW","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Char, Jared","Mich","RB,FLX","Jr","336","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Chatman, Jalen","Rut","QB,FLX","Fr","337","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Checa, Rafael","PSU","K","Fr","338","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Chenal, John","Wisc","RB,FLX","Fr","339","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Chiaokhiao-Bowman, Ramaud","NW","WR,FLX","So","340","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Chisena, Dan","PSU","WR,FLX","Jr","341","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Chizmar, Max","PSU","LB","Fr","342","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Clark, Braxton","Neb","DB","Fr","343","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Clarkin, Brian","MD","QB,FLX","Fr","344","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Clifford, Sean","PSU","QB,FLX","Fr","345","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Coan, Jack","Wisc","QB,FLX","So","346","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Cobbs, Brian","MD","WR,FLX","Fr","347","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cochran, Tyler","Mich","DB","Jr","348","FA","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Coghlan, Sean","Ill","LB","Fr","349","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Colbert, Djimon","Iowa","LB,DB","Fr","350","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Collins, Nico","Mich","WR,FLX","So","351","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Collins, Zac","Purd","K","Fr","352","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","353","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Comma, Jayden","MD","WR,FLX","Fr","354","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cone, Madison","Wisc","DB","So","355","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Connelly, Ryan","Wisc","LB","Sr","356","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Cook, Drew","Iowa","TE,FLX","Jr","357","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Cook, Wyatt","MD","LB","Sr","358","WW","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Cooper, Jake","PSU","LB","Sr","359","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Cooper, Jonathon","OHSt","DL","Jr","360","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Cooper, Max","Iowa","WR,FLX","So","361","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Cornell, Jashon","OHSt","DL","Jr","362","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Cornwell, Michael","MD","WR,TE,FLX","Sr","363","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Coughlin, Carter","Minn","LB","Jr","364","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Cowart, Byron","MD","DL","Jr","365","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Cox, Aaron","OHSt","DL","So","366","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Cox, Ethan","Neb","DB","Fr","367","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Craddieth, Dallas","Iowa","DB","Fr","368","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Cravaack, Jack","Purd","DL","Fr","369","WW","NW Thu 8:00PM","0","0","0%","-","6","-"
"Crawford, Jonathan","Ind","DB","Sr","370","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Creamer, Trey","Iowa","DB","Fr","371","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Criddle, Alex","Purd","DL","Jr","372","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Cromer, Alec","Neb","QB,FLX","So","373","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Cruickshank, Aron","Wisc","WR,FLX","Fr","374","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Culp, Adam","Mich","K","Fr","375","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Culpepper, Judge","PSU","DL","Fr","376","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Currens, Seth","Wisc","DB","So","377","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Curtis, Kory","OHSt","QB,FLX","So","378","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dafney, Dominique","Iowa","WR,FLX","Jr","379","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dalton, Danny","PSU","TE,FLX","So","380","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Daniel II, PC","Ill","DB","Fr","381","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Daniels, Allen","Purd","DL","Fr","382","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Daniels, Damion","Neb","DL","Fr","383","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Daniels, Joseph","Ind","DB","Fr","384","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","385","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Davin, Brock","OHSt","TE,FLX","Jr","386","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davis, Alex","Neb","LB","Jr","387","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Davis, Carlos","Neb","DL","Jr","388","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Davis, Drake","Ill","QB,FLX","Fr","389","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Davis, Isaiah","MD","LB","Jr","390","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Davis, Jared","Mich","DB","So","391","FA","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Davis, Khalil","Neb","DL","Jr","392","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Davis, Noah","MSU","TE,FLX","So","393","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Davis, RaVon","MD","DB","Sr","394","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Davis, Trenard","Ill","WR,FLX","Jr","395","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Day, David","Purd","DB","Jr","396","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Day, Parker","Rut","DB","Fr","397","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Day, Theo","MSU","QB,FLX","Fr","398","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Deal, Taiwan","Wisc","RB,FLX","Sr","399","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Deen, Branson","Purd","DL","Fr","400","WW","NW Thu 8:00PM","0","0","0%","-","6","-"
"DeGroot, Dawson","Ill","DB","So","401","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Deland, Ethan","Mich","WR,FLX","Fr","402","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"DeLattiboudere, Winston","Minn","DL","Jr","403","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Demus, Dontay","MD","WR,FLX","Fr","404","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"DeSue, Tyler","MD","QB,FLX","Fr","405","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Dever, Kevin","OHSt","DB","So","406","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Devers, Tai'yon","Minn","DL","Jr","407","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Di Leo, Frank","PSU","LB","Jr","408","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Dicerbo, Antonio","MD","DL","So","409","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Dietzen, Boyd","Wisc","DL","Fr","410","WW","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"DiMaccio, Dominic","OHSt","K","Fr","411","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dinsdale, Colton","Iowa","DB","Jr","412","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Dismuke, Marquel","Neb","DB","So","413","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Dix, Donnell","PSU","DL","Sr","414","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Dixon, Breon","Neb","LB,DB","So","415","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Dixon, D'Cota","Wisc","DB","Sr","416","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Domann, JoJo","Neb","DB","So","417","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Donald, Noah","OHSt","DL","Jr","418","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Dorris, Austin","Ind","TE,FLX","Jr","419","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Dotson, Jahan","PSU","WR,FLX","Fr","420","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Dotson, Malcolm","Purd","WR,FLX","Jr","421","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Dotson, Matt","MSU","TE,FLX","So","422","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Dowell, Andrew","MSU","LB","Sr","423","FA","UtSt Fri 7:00PM","0","0","0%","-","3","-"
"Dowell, David","MSU","DB","Jr","424","FA","UtSt Fri 7:00PM","0","0","0%","-","3","-"
"Downer, Ryan","Rut","WR,FLX","Fr","425","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Doyle, Dillon","Iowa","LB","Fr","426","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Drobocky, Dane","Mich","DL","Jr","427","FA","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Duarte, Tate","OHSt","TE,FLX","Sr","428","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Duggan, Jaohne","Rut","DL","Fr","429","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"DuMond, Joe","PSU","DL,LB","Jr","430","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Dunaway, Jack","Mich","LB","Sr","431","FA","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Duncan, Keith","Iowa","K","So","432","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dunn, Jack","Wisc","WR,FLX","So","433","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Durham, Payne","Purd","TE,FLX","Fr","434","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Durr, Coney","Minn","DB","Jr","435","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Duwa, Levi","Iowa","DL","Fr","436","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Dvorak, Wes","Iowa","DB","Jr","437","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Dwumfour, Michael","Mich","DL","Jr","438","FA","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Edwards, Avery","MD","TE,FLX","Sr","439","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Edwards, Berkley","Mich","RB,FLX","Sr","440","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Edwards, T.J.","Wisc","LB","Sr","441","FA","W Ky Fri 9:00PM","0","0","100%","131","5","-"
"Egbuaba, Nnamdi","MD","LB","Sr","442","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Eifler, Milo","Ill","LB","So","443","WW","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Eley, Ayinde","MD","LB","Fr","444","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Ellis, Bradley","Ind","WR,FLX","Fr","445","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Ellis, Ray","Purd","DL","Sr","446","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Ellis, Tino","MD","DB","Jr","447","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Ellison, Noah","Purd","WR,FLX","Fr","448","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Enoli, Madu","OHSt","RB,FLX","So","449","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Epenesa, A.J.","Iowa","DL","So","450","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Eschenbach, Jack","Wisc","TE,FLX","Fr","451","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Eshoo, Eric","NW","TE,FLX","So","452","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Estes, Rey","Minn","DB","Fr","453","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Eubanks, Nick","Mich","TE,FLX","Jr","454","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Eury, Nick","PSU","RB,FLX","So","455","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Evans, Joe","Iowa","LB","Fr","456","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Evans, Samson","Iowa","WR,FLX","Fr","457","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Evans, Spencer","Purd","K","Sr","458","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Everett, Gavin","Ind","DL","Jr","459","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Faison-Walden, Brelin","PSU","LB","Fr","460","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Fakasiieiki, Semisi","Purd","DL,LB","So","461","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Fakih, Adam","Mich","LB","So","462","FA","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Fankhauser, Owen","OHSt","DB","Jr","463","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Farmer, Koa","PSU","LB","Sr","464","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Farrar, Arrington","Wisc","LB","Sr","465","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Farrell, Luke","OHSt","TE,FLX","So","466","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Fatukasi, Olakunle","Rut","LB","So","467","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Faulkner, Bentley","MD","K","Fr","468","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Faustin, Sammy","Mich","DB","Fr","469","WW","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Feist, Colton","Neb","DL","Fr","470","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Feldman, Noah","Iowa","TE,FLX","Fr","471","FA","NIU Sat 3:30PM","0","0","0%","308.1","5","0%"
"Felton, David","Ind","WR,FLX","Fr","472","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Femi-Cole, Jonathan","Minn","RB,FLX","Jr","473","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Ferguson, Tyrin","Neb","LB","Jr","474","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Ferris, Kenneth","Mich","TE,FLX","Sr","475","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Files, Joseph","Mich","TE,FLX","Sr","476","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fisher, Paddy","NW","LB","So","477","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Fitzgerald, Bryant","Ind","DB","Fr","478","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Fleet-Davis, Tayon","MD","RB,FLX","So","479","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","480","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Flythe, Vincent","MD","DB","Fr","481","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Fogg, Tyshon","Rut","LB","So","482","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Folkers, Bennett","Neb","WR,FLX","Fr","483","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Fontaine, Austin","MD","DL","Fr","484","WW","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Fox, Nathan","NW","LB","Jr","485","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Frahm, Cole","Neb","K","Fr","486","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Franklin, Benaiah","Purd","WR,FLX","So","487","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Franklin, Jaylan","Wisc","LB","Fr","488","WW","W Ky Fri 9:00PM","0","0","0%","-","5","-"
