"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Recinos, Miguel","Iowa","K","Sr","67","FA","NIU Sat 3:30PM","73","6.08","0%","-","5","0%"
"Anthrop, Jackson","Purd","WR,FLX","So","68","FA","NW Thu 8:00PM","72","6","10%","-","6","0%"
"Harrison III, Lorenzo","MD","RB,FLX","Jr","69","FA","Tex Sat 12:00PM","72","6","0%","-","5","0%"
"Hill, K.J.","OHSt","WR,FLX","Jr","70","FA","OreSt Sat 12:00PM","72","6","77%","93.43","9","0%"
"Hill, Kasim","MD","QB,FLX","Fr","71","FA","Tex Sat 12:00PM","72","12","0%","-","5","0%"
"Smalling, Ricky","Ill","WR,FLX","So","72","FA","Kent Sat 12:00PM","72","6","1%","407.2","5","0%"
"Stewart Jr., Darrell","MSU","WR,FLX","Jr","73","FA","UtSt Fri 7:00PM","72","6","6%","386.1","3","0%"
"White, Cody","MSU","WR,FLX","So","74","FA","UtSt Fri 7:00PM","72","6","0%","-","3","0%"
"Davenport, Jahrvis","MD","WR,FLX","Sr","75","FA","Tex Sat 12:00PM","66","5.5","0%","-","5","0%"
"Mack, Austin","OHSt","WR,FLX","Jr","76","FA","OreSt Sat 12:00PM","66","5.5","10%","-","9","0%"
"Nagel, Flynn","NW","WR,FLX","Sr","77","FA","@Purd Thu 8:00PM","66","5.5","0%","-","4","0%"
"Taylor, A.J.","Wisc","WR,FLX","Jr","78","FA","W Ky Fri 9:00PM","66","5.5","0%","-","5","0%"
"Timian, Luke","Ind","WR,FLX","Sr","79","FA","@FLInt Sat 7:00PM","66","5.5","59%","-","10","0%"
"Davidovicz, Justin","Rut","K","So","80","FA","TxSt Sat 12:00PM","62","5.17","0%","-","9","0%"
"Davis III, Danny","Wisc","WR,FLX","So","81","FA","W Ky Fri 9:00PM","60","5","3%","305.1","5","0%"
"Dorsey, Lou","Ill","TE,FLX","So","82","FA","Kent Sat 12:00PM","60","5","100%","151.72","5","0%"
"Gest, Cole","Ind","RB,FLX","So","83","FA","@FLInt Sat 7:00PM","60","5","0%","-","10","0%"
"Lees, Riley","NW","WR,FLX","So","84","FA","@Purd Thu 8:00PM","60","5","0%","-","4","0%"
"Shorter, Justin","PSU","WR,FLX","Fr","85","FA","App Sat 3:30PM","60","5","90%","185.39","6","0%"
"Smith-Marsette, Ihmir","Iowa","WR,FLX","So","86","FA","NIU Sat 3:30PM","60","5","0%","-","5","0%"
"Wilson, Tru","Mich","RB,FLX","Jr","87","FA","@ND Sat 7:30PM","60","5","0%","-","9","0%"
"Dellinger, J.D.","Purd","K","Jr","88","FA","NW Thu 8:00PM","55","4.58","0%","-","6","0%"
"Brown, Jesse","NW","RB,FLX","So","89","FA","@Purd Thu 8:00PM","54","4.5","0%","-","4","0%"
"Dixon, Johnnie","OHSt","WR,FLX","Sr","90","FA","OreSt Sat 12:00PM","54","6.75","3%","350.91","9","0%"
"Fuller, Tario","Purd","RB,FLX","Jr","91","FA","NW Thu 8:00PM","54","5.4","0%","-","6","0%"
"Hale, Donavan","Ind","WR,FLX","Jr","92","FA","@FLInt Sat 7:00PM","54","6","0%","-","10","0%"
"Lindsey, Tyjon","Neb","WR,FLX","So","93","FA","Akr Sat 8:00PM","54","4.5","70%","214.55","9","0%"
"Polk, Brandon","PSU","WR,FLX","Jr","94","FA","App Sat 3:30PM","54","4.5","0%","-","6","0%"
"Turner, DJ","MD","WR,FLX","Jr","95","FA","Tex Sat 12:00PM","54","4.5","0%","-","5","0%"
"Victor, Binjimen","OHSt","WR,FLX","Jr","96","FA","OreSt Sat 12:00PM","54","4.5","10%","-","9","0%"
"Washington, Jerome","Rut","TE,FLX","Sr","97","FA","TxSt Sat 12:00PM","54","4.5","3%","455.9","9","0%"
"Wright, Terry","Purd","WR,FLX","Sr","98","FA","NW Thu 8:00PM","54","4.5","0%","-","6","0%"
"Bonner, Ra'Von","Ill","RB,FLX","So","99","FA","Kent Sat 12:00PM","48","4","0%","-","5","0%"
"Chambers, Cam","MSU","WR,FLX","So","100","FA","UtSt Fri 7:00PM","48","4","0%","-","3","0%"
"Hockenson, T.J.","Iowa","TE,FLX","So","101","FA","NIU Sat 3:30PM","48","4","8%","384.98","5","0%"
"Wilbon, Mikale","Neb","RB,FLX","Sr","102","FA","Akr Sat 8:00PM","48","4","0%","-","9","0%"
"Annexstad, Zack","Minn","QB,FLX","Fr","103","FA","NMSt Thu 7:00PM","46","7.67","0%","-","5","0%"
"Edmonds, Nolan","Minn","RB,FLX","Fr","104","FA","NMSt Thu 7:00PM","42","4.67","0%","-","5","0%"
"Ferguson, Jake","Wisc","TE,FLX","Fr","105","FA","W Ky Fri 9:00PM","42","3.5","5%","-","5","0%"
"Green, Cameron","NW","TE,FLX","Jr","106","FA","@Purd Thu 8:00PM","42","3.5","1%","-","4","0%"
"Herdman, Cole","Purd","TE,FLX","Sr","107","FA","NW Thu 8:00PM","42","3.5","1%","-","6","0%"
"Hopkins, Brycen","Purd","TE,FLX","Jr","108","FA","NW Thu 8:00PM","42","3.5","100%","189.07","6","0%"
"Jones, Shameen","Rut","WR,FLX","Fr","109","FA","TxSt Sat 12:00PM","42","3.5","0%","-","9","0%"
"Ozigbo, Devine","Neb","RB,FLX","Sr","110","FA","Akr Sat 8:00PM","42","3.5","5%","-","9","0%"
"Pacheco, Isaih","Rut","RB,FLX","Fr","111","FA","TxSt Sat 12:00PM","42","3.5","0%","-","9","0%"
"Shaw, Bradrick","Wisc","RB,FLX","Jr","112","FA","W Ky Fri 9:00PM","42","4.67","0%","-","5","0%"
"Dudek, Mike","Ill","WR,FLX","Sr","113","FA","Kent Sat 12:00PM","36","3","14%","193.95","5","0%"
"James, Chris","Wisc","RB,FLX","Sr","114","FA","W Ky Fri 9:00PM","36","3.6","0%","443.2","5","0%"
"James, Jace","NW","WR,FLX","So","115","FA","@Purd Thu 8:00PM","36","3","0%","-","4","0%"
"Vokolek, Travis","Rut","TE,FLX","So","116","FA","TxSt Sat 12:00PM","36","3","1%","427.8","9","0%"
"Watson, Nakia","Wisc","RB,FLX","Fr","117","WW","W Ky Fri 9:00PM","36","4.5","0%","-","5","0%"
"Worship, Richie","Purd","RB,FLX","Jr","118","FA","NW Thu 8:00PM","36","3.6","0%","-","6","0%"
"Martell, Tate","OHSt","QB,FLX","Fr","119","FA","OreSt Sat 12:00PM","34","6.8","0%","515.5","9","0%"
"Douglas, Demetrius","Minn","WR,FLX","So","120","FA","NMSt Thu 7:00PM","30","2.5","0%","-","5","0%"
"Howard, Phillip","Minn","WR,FLX","So","121","FA","NMSt Thu 7:00PM","30","3.33","0%","-","5","0%"
"Pryor, Kendric","Wisc","WR,FLX","So","122","FA","W Ky Fri 9:00PM","30","2.5","0%","-","5","0%"
"Teague, Master","OHSt","RB,FLX","Fr","123","FA","OreSt Sat 12:00PM","30","7.5","0%","-","9","0%"
"Holmes, C.J.","PSU","RB,FLX","So","124","WW","App Sat 3:30PM","26","8.67","0%","-","6","0%"
"Allen, Mark","PSU","RB,FLX","Sr","125","FA","App Sat 3:30PM","24","2","100%","-","6","0%"
"Fessler, Charlie","NW","WR,FLX","Jr","126","FA","@Purd Thu 8:00PM","24","2","0%","-","4","0%"
"Groshek, Garrett","Wisc","RB,FLX","So","127","FA","W Ky Fri 9:00PM","24","2","0%","-","5","0%"
"Smith, Brandon","Iowa","WR,FLX","So","128","FA","NIU Sat 3:30PM","24","2","0%","-","5","0%"
"Sokol, Matt","MSU","TE,FLX","Sr","129","FA","UtSt Fri 7:00PM","24","2","0%","-","3","0%"
"Williams, Bryce","Minn","RB,FLX","Fr","130","FA","NMSt Thu 7:00PM","24","3.43","0%","-","5","0%"
"Lewis, Johnathan","Rut","QB,FLX","So","131","FA","TxSt Sat 12:00PM","22","5.5","0%","-","9","0%"
"Brown, Dre","Ill","RB,FLX","Jr","132","FA","Kent Sat 12:00PM","18","1.5","0%","-","5","0%"
"Corbin, Reggie","Ill","RB,FLX","Jr","133","FA","Kent Sat 12:00PM","18","1.5","0%","-","5","0%"
"Hayek, Tyler","Rut","WR,FLX","Fr","134","FA","TxSt Sat 12:00PM","18","1.5","0%","-","9","0%"
"McQuitty, Jaevon","Neb","WR,FLX","Fr","135","FA","Akr Sat 8:00PM","18","1.5","5%","-","9","0%"
"Moten IV, John","NW","RB,FLX","Jr","136","FA","@Purd Thu 8:00PM","18","1.5","0%","-","4","0%"
"Slade, Ricky","PSU","RB,FLX","Fr","137","FA","App Sat 3:30PM","18","1.5","2%","498.6","6","0%"
"Stoll, Jack","Neb","TE,FLX","So","138","FA","Akr Sat 8:00PM","18","1.5","6%","389.1","9","0%"
"Wormley, Everett","Rut","WR,FLX","So","139","FA","TxSt Sat 12:00PM","18","1.5","0%","-","9","0%"
"Autman-Bell, Chris","Minn","WR,FLX","Fr","140","FA","NMSt Thu 7:00PM","12","1","0%","-","5","0%"
"Lewis, Rayshad","MD","WR,FLX,DB","So","141","FA","Tex Sat 12:00PM","12","1","0%","-","5","0%"
"Penix Jr., Michael","Ind","QB,FLX","Fr","142","FA","@FLInt Sat 7:00PM","12","3","0%","-","10","0%"
"Bateman, Rashod","Minn","WR,FLX","Fr","143","FA","NMSt Thu 7:00PM","6","0.75","0%","-","5","0%"
"Bridges, Weston","MSU","RB,FLX","Fr","144","FA","UtSt Fri 7:00PM","6","1.5","0%","-","3","0%"
"Penniston, Kyle","Wisc","TE,FLX","Jr","145","FA","W Ky Fri 9:00PM","6","0.5","3%","331.9","5","0%"
"Lombardi, Rocky","MSU","QB,FLX","Fr","146","FA","UtSt Fri 7:00PM","4","0.33","0%","-","3","0%"
"Rescigno, Giovanni","Rut","QB,FLX","Sr","147","FA","TxSt Sat 12:00PM","4","0.8","0%","-","9","0%"
"Abbott, A.J.","Wisc","WR,FLX","Fr","148","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Abdulaziz, Rani","Rut","DB","Fr","149","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Abraham, Kessawn","Rut","DB","Fr","150","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Abrams, Jacob","Purd","DB","Fr","151","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Adams, Tony","Ill","DB","So","152","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Ahanotu, Mayan","Minn","DL","Fr","153","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Akinmoladun, Freedom","Neb","DL","Sr","154","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Albericci, Austin","Rut","QB,FLX","Fr","155","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Alexander, Dillon","MSU","DL","Sr","156","FA","UtSt Fri 7:00PM","0","0","0%","-","3","-"
"Alexander, Jalen","MD","DL","Fr","157","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Alexander, Javez","MSU","WR,FLX","Fr","158","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Alexander, Jaylan","Purd","LB","Fr","159","WW","NW Thu 8:00PM","0","0","0%","-","6","-"
"Alexander, Justice","MSU","DL","Jr","160","FA","UtSt Fri 7:00PM","0","0","0%","-","3","-"
"Alexander, Quayshon","Neb","LB","So","161","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Alioth Jr., Chad","Neb","WR,FLX","Fr","162","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Allen, Austin","Neb","TE,FLX","Fr","163","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Allen, Thomas","Ind","LB","Fr","164","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Alston, David","Neb","LB","Fr","165","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Anderson Jr., Amad","Purd","WR,FLX","Fr","166","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Anderson, Avery","Neb","DB","Jr","167","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Anderson, Danny","Minn","LB","Fr","168","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Anderson, Drake","NW","RB,FLX","Fr","169","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Anderson, Evan","Purd","RB,FLX","Fr","170","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Anderson, Fyn","Neb","DL","Jr","171","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Anderson, Nick","Iowa","LB","Jr","172","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Anderson, Nihym","MD","LB","Fr","173","WW","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Andrea, Alec","Ill","DB","Fr","174","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Andrews, Austin","MSU","RB,FLX,DB","So","175","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Andrighetto, Lucas","Mich","DB","Fr","176","WW","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Aniebonam, Jesse","MD","DL","Sr","177","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Annexstad, Brock","Minn","WR,FLX","Fr","178","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Anthony, Jordan","Mich","LB","So","179","FA","@ND Sat 7:30PM","0","0","0%","-","9","-"
"Anthony, Max","Rut","RB,FLX","Jr","180","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Anyanwu, Chee","NW","LB","Fr","181","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Arcangelo, Joe","PSU","TE,FLX","Jr","182","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Archer, Jake","Neb","LB","Fr","183","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Armour, Alfred","Purd","RB,FLX","Fr","184","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Arnette, Damon","OHSt","DB","Jr","185","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Asher, Jones","Purd","LB","Fr","186","WW","NW Thu 8:00PM","0","0","0%","-","6","-"
"Aune, Josh","Minn","DB","Fr","187","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Austin, Blessuan","Rut","DB","Sr","188","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Avery, Calvin","Ill","DL","Fr","189","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Avery, Tre","Rut","DB","So","190","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Babb, Kamryn","OHSt","WR,FLX","Fr","191","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Baca, Steve","MD","LB","Jr","192","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Bachie, Joe","MSU","LB","Jr","193","FA","UtSt Fri 7:00PM","0","0","100%","248","3","-"
"Bailey, Markus","Purd","LB","Jr","194","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Baldwin, Matthew","OHSt","QB,FLX","Fr","195","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Balistreri, Michael","Wisc","DL","Fr","196","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Ball, Elijah","Purd","DB","Fr","197","WW","NW Thu 8:00PM","0","0","0%","-","6","-"
"Ball, Marcelino","Ind","DB","So","198","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Banderas, Anthony","Neb","LB","Fr","199","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Banker, Christian","Neb","WR,FLX","Fr","200","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Banks, Aaron","Purd","QB,FLX","Sr","201","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Banks, Sevyn","OHSt","DB","Fr","202","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Barber, Damion","PSU","DL","Fr","203","FA","App Sat 3:30PM","0","0","0%","-","6","-"
"Barber, Matt","MD","K","Sr","204","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Barber, Thomas","Minn","LB","Jr","205","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Barker, Daniel","Ill","TE,FLX","Fr","206","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Barnes, Derrick","Purd","LB","So","207","FA","NW Thu 8:00PM","0","0","0%","-","6","-"
"Barnes, Noah","MD","TE,FLX","So","208","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","209","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Barrett, Michael","Mich","RB,FLX","Fr","210","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Barron, Ty","Minn","LB","Fr","211","FA","NMSt Thu 7:00PM","0","0","0%","-","5","-"
"Barrow, Malik","OHSt","DL","So","212","FA","OreSt Sat 12:00PM","0","0","0%","-","9","-"
"Barrow, Tim","Rut","DB","Fr","213","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Barry, Mohamed","Neb","LB","Jr","214","FA","Akr Sat 8:00PM","0","0","0%","-","9","-"
"Barton, Khylin","MSU","WR,FLX","So","215","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Barwick, Mike","Ind","DL","Sr","216","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Bateky, Jon","Rut","DL","Sr","217","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Battle, Rashawn","Rut","LB","So","218","FA","TxSt Sat 12:00PM","0","0","0%","-","9","-"
"Baty, Ramsey","Mich","TE,FLX","Fr","219","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Baun, Zack","Wisc","LB","Jr","220","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Baylor, Tyler","MD","DL","Fr","221","WW","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Bazzie, Fofie","MD","DB","Fr","222","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Beebe, Colton","Minn","TE,FLX","Jr","223","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Beery, Britt","Ind","DL","Fr","224","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","-"
"Beesley, Drew","MSU","DL","So","225","FA","UtSt Fri 7:00PM","0","0","0%","-","3","-"
"Bell, Christian","Wisc","LB","So","226","FA","W Ky Fri 9:00PM","0","0","0%","-","5","-"
"Bell, Ronnie","Mich","WR,FLX","Fr","227","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Belt, Brody","Neb","RB,FLX","Fr","228","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Bennett, Kenny","MD","DB","Fr","229","FA","Tex Sat 12:00PM","0","0","0%","-","5","-"
"Benson, Seth","Iowa","LB","Fr","230","FA","NIU Sat 3:30PM","0","0","0%","-","5","-"
"Benzschawel, Luke","Wisc","TE,FLX","So","231","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Bergin, Chris","NW","LB","So","232","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Bergin, Joe","NW","DB","Jr","233","FA","@Purd Thu 8:00PM","0","0","0%","-","4","-"
"Bernat, Nolan","Ill","DB","Jr","234","FA","Kent Sat 12:00PM","0","0","0%","-","5","-"
"Berry, Justin","Ind","WR,FLX","So","235","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Berry, Rashod","OHSt","TE,FLX","Jr","236","FA","OreSt Sat 12:00PM","0","0","20%","185.11","9","0%"
"Beyer, Shaun","Iowa","TE,FLX","So","237","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
