"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","Yds","TD","Int","2Pa","Yds","TD","2Rc","Yds","TD","2Ru","FL","RtY","RtT"
"Morgan Jr., Stanley","Neb","WR,FLX","Sr","33","FA","Akr Sat 8:00PM","52","4","9","100%","0%","13","0","0","0","0","453","2","0","0","0","0","0","0","0"
"Thompkins, DeAndre","PSU","WR,FLX","Sr","34","FA","App Sat 3:30PM","50.5","5.05","6","0%","0%","10","0","0","0","0","440","1","0","0","0","0","0","7","0"
"Herdman, Cole","Purd","TE,FLX","Sr","35","FA","NW Thu 8:00PM","48.5","4.04","6","0%","0%","12","0","0","0","0","344","3","0","0","0","0","0","0","0"
"Lewerke, Brian","MSU","QB,FLX","Jr","36","FA","UtSt Fri 7:00PM","46","11.5","3","100%","0%","4","381","2","1","0","0","0","0","149","0","0","0","0","0"
"Hopkins, Brycen","Purd","TE,FLX","Jr","37","FA","NW Thu 8:00PM","42.5","7.08","6","0%","0%","6","0","0","0","0","183","4","0","0","0","0","0","0","0"
"George, Jeff","Mich","QB,FLX","Sr","38","WW","@ND Sat 7:30PM","40.5","10.12","9","0%","0%","4","470","4","5","1","0","0","0","-50","0","0","2","0","0"
"Gossage, Paul","Minn","WR,FLX","Jr","39","FA","NMSt Thu 7:00PM","35","4.38","5","0%","0%","8","0","0","0","0","295","1","0","10","0","0","0","0","0"
"Stevens, Tommy","PSU","QB,FLX","Jr","40","FA","App Sat 3:30PM","33.5","5.58","6","0%","0%","6","36","0","0","0","0","0","0","198","2","0","0","0","0"
"Ingold, Alec","Wisc","RB,FLX","Sr","41","FA","W Ky Fri 9:00PM","32","3.2","5","0%","0%","10","0","0","0","0","55","2","0","44","2","1","0","31","0"
"Funk, Jake","MD","RB,FLX","Jr","42","FA","Tex Sat 12:00PM","30","2.73","5","0%","0%","11","0","0","0","0","42","1","0","136","1","0","0","49","0"
"Hill, K.J.","OHSt","WR,FLX","Jr","43","FA","OreSt Sat 12:00PM","29","3.62","9","0%","0%","8","0","0","0","0","262","1","0","0","0","0","0","6","0"
"Timian, Luke","Ind","WR,FLX","Sr","44","FA","@FLInt Sat 7:00PM","29","2.64","10","0%","0%","11","0","0","0","0","277","1","0","0","0","0","0","0","0"
"Perry, Grant","Mich","WR,FLX","Sr","45","FA","@ND Sat 7:30PM","28","3.11","9","0%","0%","9","0","0","0","0","183","1","0","0","0","0","0","6","1"
"Worship, Richie","Purd","RB,FLX","Jr","46","FA","NW Thu 8:00PM","26.5","3.31","6","0%","0%","8","0","0","0","0","49","0","0","133","2","0","0","0","0"
"Hale, Donavan","Ind","WR,FLX","Jr","47","FA","@FLInt Sat 7:00PM","26","2.6","10","0%","0%","10","0","0","0","0","210","1","0","0","0","0","0","40","0"
"Allen, Mark","PSU","RB,FLX","Sr","48","FA","App Sat 3:30PM","23","2.56","6","0%","0%","9","0","0","0","0","24","1","0","115","1","0","0","0","0"
"Bortenschlager, Max","MD","QB,FLX","Jr","49","FA","Tex Sat 12:00PM","22","11","5","0%","0%","2","209","1","0","0","0","0","0","-27","0","0","0","0","0"
"Majette, Mike","Ind","RB,FLX","Sr","50","FA","@FLInt Sat 7:00PM","22","2.75","10","0%","0%","8","0","0","0","0","87","0","0","180","0","0","0","0","0"
"Davis III, Felton","MSU","WR,FLX","Sr","51","FA","UtSt Fri 7:00PM","20","4","3","100%","0%","5","0","0","0","0","150","1","0","14","0","0","0","0","0"
"Penniston, Kyle","Wisc","TE,FLX","Jr","52","FA","W Ky Fri 9:00PM","20","5","5","0%","0%","4","0","0","0","0","102","2","0","0","0","0","0","0","0"
"Mays, Sam","Ill","WR,FLX","Sr","53","FA","Kent Sat 12:00PM","18","3","5","0%","0%","6","0","0","0","0","158","1","0","0","0","0","0","0","0"
"McLaurin, Terry","OHSt","WR,FLX","Sr","54","FA","OreSt Sat 12:00PM","18","1.38","9","0%","0%","13","0","0","0","0","114","2","0","0","0","0","0","0","0"
"Johnson, Tyler","Minn","WR,FLX","Jr","55","FA","NMSt Thu 7:00PM","17","2.43","5","0%","0%","7","0","0","0","0","141","1","0","0","0","0","0","0","0"
"Deal, Taiwan","Wisc","RB,FLX","Sr","56","FA","W Ky Fri 9:00PM","14","2","5","0%","0%","7","0","0","0","0","0","0","0","164","0","0","0","0","0"
"Gest, Cole","Ind","RB,FLX","So","57","FA","@FLInt Sat 7:00PM","13.5","4.5","10","0%","0%","3","0","0","0","0","2","0","0","47","0","0","0","110","0"
"Brookins, Ricky","Ind","RB,FLX","Sr","58","FA","@FLInt Sat 7:00PM","12","2.4","10","0%","0%","5","0","0","0","0","16","0","0","82","0","0","0","63","0"
"Cephus, Quintez","Wisc","WR,FLX","Jr","59","FA","W Ky Fri 9:00PM","12","2","5","0%","0%","6","0","0","0","0","94","0","0","41","0","0","0","0","0"
"Reimers, Bryan","Neb","WR,FLX","Sr","60","FA","Akr Sat 8:00PM","12","3","9","0%","0%","4","0","0","0","0","75","1","0","0","0","0","0","0","0"
"Fant, Noah","Iowa","TE,FLX","Jr","61","FA","NIU Sat 3:30PM","11","1.83","5","100%","0%","6","0","0","0","0","70","1","0","0","0","0","0","0","0"
"Victor, Binjimen","OHSt","WR,FLX","Jr","62","FA","OreSt Sat 12:00PM","11","3.67","9","0%","0%","3","0","0","0","0","64","1","0","0","0","0","0","0","0"
"Johnson, Juwan","PSU","WR,FLX","Jr","63","FA","App Sat 3:30PM","8","0.89","6","0%","0%","9","0","0","0","0","70","0","0","0","0","0","0","20","0"
"Sowards, Brandon","MSU","WR,FLX","Sr","64","FA","UtSt Fri 7:00PM","8","1","3","0%","0%","8","0","0","0","0","0","0","0","0","0","0","0","94","0"
"Stewart Jr., Darrell","MSU","WR,FLX","Jr","65","FA","UtSt Fri 7:00PM","8","1.6","3","0%","0%","5","0","0","0","0","29","0","0","3","0","0","1","107","0"
"Dixon, Johnnie","OHSt","WR,FLX","Sr","66","FA","OreSt Sat 12:00PM","7","2.33","9","0%","0%","3","0","0","0","0","26","0","0","5","1","0","0","0","0"
"Wilbon, Mikale","Neb","RB,FLX","Sr","67","FA","Akr Sat 8:00PM","7","0.88","9","0%","0%","8","0","0","0","0","34","0","0","89","0","0","1","0","0"
"Fuller, Tario","Purd","RB,FLX","Jr","68","FA","NW Thu 8:00PM","6","1.5","6","0%","0%","4","0","0","0","0","51","0","0","30","0","0","0","0","0"
"Sneed, Trey","Rut","RB,FLX","So","69","FA","TxSt Sat 12:00PM","6","0.6","9","0%","0%","10","0","0","0","0","2","0","0","53","0","0","0","49","0"
"Taylor, A.J.","Wisc","WR,FLX","Jr","70","FA","W Ky Fri 9:00PM","6","1.2","5","0%","0%","5","0","0","0","0","53","0","0","19","0","0","0","0","0"
"Beebe, Colton","Minn","TE,FLX","Jr","71","FA","NMSt Thu 7:00PM","5","1","5","0%","0%","5","0","0","0","0","48","0","0","0","0","0","0","12","0"
"Polk, Brandon","PSU","WR,FLX","Jr","72","FA","App Sat 3:30PM","4","2","6","0%","0%","2","0","0","0","0","18","0","0","0","0","0","0","35","0"
"Skowronek, Bennett","NW","WR,FLX","Jr","73","FA","@Purd Thu 8:00PM","4","0.67","4","0%","0%","6","0","0","0","0","70","0","0","0","0","0","0","0","0"
"Edwards, Avery","MD","TE,FLX","Sr","74","FA","Tex Sat 12:00PM","2","2","5","0%","0%","1","0","0","0","0","23","0","0","0","0","0","0","0","0"
"Green, Cameron","NW","TE,FLX","Jr","75","FA","@Purd Thu 8:00PM","2","0.5","4","0%","0%","4","0","0","0","0","31","0","0","0","0","0","0","0","0"
"Sindelar, Elijah","Purd","QB,FLX","Jr","76","FA","NW Thu 8:00PM","2","0.4","6","0%","0%","5","165","0","3","0","0","0","0","9","0","0","0","0","0"
"Sokol, Matt","MSU","TE,FLX","Sr","77","FA","UtSt Fri 7:00PM","2","0.5","3","0%","0%","4","0","0","0","0","26","0","0","0","0","0","0","0","0"
"Stanley, Nate","Iowa","QB,FLX","Jr","78","FA","NIU Sat 3:30PM","2","0.4","5","0%","0%","5","62","0","0","0","0","0","0","0","0","0","0","0","0"
"McKeon, Sean","Mich","TE,FLX","Jr","79","FA","@ND Sat 7:30PM","1","1","9","0%","0%","1","0","0","0","0","10","0","0","0","0","0","0","0","0"
"Neuville, Zander","Wisc","TE,FLX","Sr","80","FA","W Ky Fri 9:00PM","1","1","5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","13","0"
"Ross, Brady","Iowa","RB,FLX","Jr","81","FA","NIU Sat 3:30PM","1","0.12","5","0%","0%","8","0","0","0","0","6","0","0","2","0","0","0","14","0"
"Turner, DJ","MD","WR,FLX","Jr","82","FA","Tex Sat 12:00PM","1","0.33","5","0%","0%","3","0","0","0","0","19","0","0","4","0","0","0","0","0"
"Dobbins, J.K.","OHSt","RB,FLX","So","83","FA","OreSt Sat 12:00PM","0","0","9","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Haskins, Dwayne","OHSt","QB,FLX","So","84","FA","OreSt Sat 12:00PM","0","0","9","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Larkin, Jeremy","NW","RB,FLX","So","85","FA","@Purd Thu 8:00PM","0","0","4","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martinez, Adrian","Neb","QB,FLX","Fr","86","FA","Akr Sat 8:00PM","0","0","9","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Jonathan","Wisc","RB,FLX","So","87","FA","W Ky Fri 9:00PM","0","0","5","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abbott, A.J.","Wisc","WR,FLX","Fr","88","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Albericci, Austin","Rut","QB,FLX","Fr","89","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Javez","MSU","WR,FLX","Fr","90","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alioth Jr., Chad","Neb","WR,FLX","Fr","91","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Allen, Austin","Neb","TE,FLX","Fr","92","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Jr., Amad","Purd","WR,FLX","Fr","93","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Drake","NW","RB,FLX","Fr","94","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Evan","Purd","RB,FLX","Fr","95","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrews, Austin","MSU","RB,FLX,DB","So","96","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Annexstad, Brock","Minn","WR,FLX","Fr","97","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Annexstad, Zack","Minn","QB,FLX","Fr","98","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony, Max","Rut","RB,FLX","Jr","99","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthrop, Jackson","Purd","WR,FLX","So","100","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arcangelo, Joe","PSU","TE,FLX","Jr","101","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Armour, Alfred","Purd","RB,FLX","Fr","102","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Autman-Bell, Chris","Minn","WR,FLX","Fr","103","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Babb, Kamryn","OHSt","WR,FLX","Fr","104","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Baldwin, Matthew","OHSt","QB,FLX","Fr","105","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banker, Christian","Neb","WR,FLX","Fr","106","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banks, Aaron","Purd","QB,FLX","Sr","107","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barker, Daniel","Ill","TE,FLX","Fr","108","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barnes, Noah","MD","TE,FLX","So","109","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","110","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barrett, Michael","Mich","RB,FLX","Fr","111","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barton, Khylin","MSU","WR,FLX","So","112","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bateman, Rashod","Minn","WR,FLX","Fr","113","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Baty, Ramsey","Mich","TE,FLX","Fr","114","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bell, Greg","Neb","RB,FLX","Jr","115","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bell, Ronnie","Mich","WR,FLX","Fr","116","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belt, Brody","Neb","RB,FLX","Fr","117","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benzschawel, Luke","Wisc","TE,FLX","So","118","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Berry, Justin","Ind","WR,FLX","So","119","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Berry, Rashod","OHSt","TE,FLX","Jr","120","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beyer, Shaun","Iowa","TE,FLX","So","121","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bican, Gage","OHSt","WR,FLX","Jr","122","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bican, Luciano","OHSt","WR,FLX","Jr","123","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bjorson, Matt","Ind","TE,FLX","Fr","124","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Black, Tarik","Mich","WR,FLX","So","125","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blackshear, Raheem","Rut","RB,FLX","So","126","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bobak, Christian","Ill","RB,FLX,DB","So","127","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bonner, Jordan","Purd","WR,FLX","Fr","128","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bonner, Ra'Von","Ill","RB,FLX","So","129","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bonner, Shaun","Ind","TE,FLX","So","130","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bousky, Alex","NW","RB,WR,FLX","Sr","131","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bowers, Nick","PSU","TE,FLX","Jr","132","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bowser, Isaiah","NW","RB,FLX","Fr","133","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bradley, Jaylin","Neb","RB,FLX","So","134","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bridges, Weston","MSU","RB,FLX","Fr","135","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brooks, Blair","Iowa","WR,FLX","Fr","136","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Cameron","OHSt","WR,FLX","Fr","137","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Dre","Ill","RB,FLX","Jr","138","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Jesse","NW","RB,FLX","So","139","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Journey","PSU","RB,FLX","Fr","140","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Justin","MD","WR,FLX","Fr","141","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Matt","Mich","RB,FLX","So","142","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brumbaugh, Legend","MD","QB,FLX","So","143","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan, Kyshaun","Iowa","RB,FLX","Fr","144","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","145","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Buckman, Luke","Mich","TE,FLX","Fr","146","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bunch, Andrew","Neb","QB,FLX","So","147","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burgess, Jarrett","Purd","WR,FLX","Sr","148","FA","NW Thu 8:00PM","0","0","6","0%","0%","4","0","0","0","0","7","0","0","0","0","0","0","0","0"
"Bursch, Nathan","Minn","TE,FLX","Fr","149","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burton, Reid","MSU","RB,FLX","So","150","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bush, AJ","Ill","QB,FLX","Sr","151","WW","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bush, Peter","Mich","RB,FLX","Jr","152","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camper, Jack","MSU","TE,FLX,DL","Fr","153","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Capehart, Tahj","MD","WR,FLX","So","154","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carollo, Danny","Purd","QB,FLX","So","155","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carriere, Carlos","MD","WR,FLX","Fr","156","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carter, Edwin","Ill","WR,FLX","Fr","157","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carter, Nate","Wisc","QB,FLX","Fr","158","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Catlett, Keyron","Purd","WR,FLX","So","159","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chaffin, Ty","Neb","WR,FLX","So","160","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
