"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","Yds","TD","Int","2Pa","Yds","TD","2Rc","Yds","TD","2Ru","FL","RtY","RtT"
"Chambers, Cam","MSU","WR,FLX","So","161","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Char, Jared","Mich","RB,FLX","Jr","162","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chatman, Jalen","Rut","QB,FLX","Fr","163","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chenal, John","Wisc","RB,FLX","Fr","164","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chiaokhiao-Bowman, Ramaud","NW","WR,FLX","So","165","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chisena, Dan","PSU","WR,FLX","Jr","166","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clarkin, Brian","MD","QB,FLX","Fr","167","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clifford, Sean","PSU","QB,FLX","Fr","168","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coan, Jack","Wisc","QB,FLX","So","169","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cobbs, Brian","MD","WR,FLX","Fr","170","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Collins, Nico","Mich","WR,FLX","So","171","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","172","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Comma, Jayden","MD","WR,FLX","Fr","173","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cook, Drew","Iowa","TE,FLX","Jr","174","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cooper, Max","Iowa","WR,FLX","So","175","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cornwell, Michael","MD","WR,TE,FLX","Sr","176","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cromer, Alec","Neb","QB,FLX","So","177","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cruickshank, Aron","Wisc","WR,FLX","Fr","178","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Curtis, Kory","OHSt","QB,FLX","So","179","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dafney, Dominique","Iowa","WR,FLX","Jr","180","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton, Danny","PSU","TE,FLX","So","181","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","182","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davenport, Jahrvis","MD","WR,FLX","Sr","183","FA","Tex Sat 12:00PM","0","0","5","0%","0%","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"Davin, Brock","OHSt","TE,FLX","Jr","184","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis III, Danny","Wisc","WR,FLX","So","185","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis, Drake","Ill","QB,FLX","Fr","186","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis, Noah","MSU","TE,FLX","So","187","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis, Trenard","Ill","WR,FLX","Jr","188","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Day, Theo","MSU","QB,FLX","Fr","189","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeSue, Tyler","MD","QB,FLX","Fr","190","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deland, Ethan","Mich","WR,FLX","Fr","191","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Demus, Dontay","MD","WR,FLX","Fr","192","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dorris, Austin","Ind","TE,FLX","Jr","193","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dorsey, Lou","Ill","TE,FLX","So","194","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dotson, Jahan","PSU","WR,FLX","Fr","195","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dotson, Malcolm","Purd","WR,FLX","Jr","196","FA","NW Thu 8:00PM","0","0","6","0%","0%","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dotson, Matt","MSU","TE,FLX","So","197","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Douglas, Demetrius","Minn","WR,FLX","So","198","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Downer, Ryan","Rut","WR,FLX","Fr","199","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Duarte, Tate","OHSt","TE,FLX","Sr","200","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dudek, Mike","Ill","WR,FLX","Sr","201","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dunn, Jack","Wisc","WR,FLX","So","202","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Durham, Payne","Purd","TE,FLX","Fr","203","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Easley, Nick","Iowa","WR,FLX","Sr","204","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edmonds, Nolan","Minn","RB,FLX","Fr","205","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwards, Berkley","Mich","RB,FLX","Sr","206","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ellis, Bradley","Ind","WR,FLX","Fr","207","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ellison, Morgan","Ind","RB,FLX","So","208","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ellison, Noah","Purd","WR,FLX","Fr","209","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Enoli, Madu","OHSt","RB,FLX","So","210","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Epstein, Mike","Ill","RB,FLX","So","211","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eschenbach, Jack","Wisc","TE,FLX","Fr","212","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eshoo, Eric","NW","TE,FLX","So","213","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eubanks, Nick","Mich","TE,FLX","Jr","214","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eury, Nick","PSU","RB,FLX","So","215","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evans, Samson","Iowa","WR,FLX","Fr","216","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farrell, Luke","OHSt","TE,FLX","So","217","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Feldman, Noah","Iowa","TE,FLX","Fr","218","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felton, David","Ind","WR,FLX","Fr","219","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Femi-Cole, Jonathan","Minn","RB,FLX","Jr","220","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ferguson, Jake","Wisc","TE,FLX","Fr","221","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ferris, Kenneth","Mich","TE,FLX","Sr","222","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fessler, Charlie","NW","WR,FLX","Jr","223","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","2","0","0","0","0","7","0","0","0","0","0","0","0","0"
"Files, Joseph","Mich","TE,FLX","Sr","224","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fleet-Davis, Tayon","MD","RB,FLX","So","225","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","226","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Folkers, Bennett","Neb","WR,FLX","Fr","227","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franklin, Benaiah","Purd","WR,FLX","So","228","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Freiermuth, Pat","PSU","TE,FLX","Fr","229","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fryfogle, Ty","Ind","WR,FLX","So","230","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gajcak, Chris","Ind","WR,FLX","Jr","231","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gardiner, Ellijah","OHSt","WR,FLX","Fr","232","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett, Julian","Mich","RB,FLX","Fr","233","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geary, Clay","Minn","WR,FLX","So","234","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gebbia, Tristan","Neb","QB,FLX","Fr","235","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geil, Henry","Iowa","RB,FLX","Fr","236","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gentry, Zach","Mich","TE,FLX","Sr","237","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"George, Daniel","PSU","WR,FLX","Fr","238","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gianacakos, Chase","MSU","TE,FLX","Sr","239","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gibson, Erik","Minn","WR,FLX","Fr","240","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gill, Jaelen","OHSt","RB,FLX","Fr","241","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gillison, Trenton","MSU","TE,FLX","Fr","242","WW","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grady, Kyle","Mich","QB,FLX","Fr","243","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Cade","Wisc","WR,FLX","Fr","244","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Carmoni","Ill","WR,FLX","So","245","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Seth","Minn","QB,TE,FLX","So","246","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, TJ","NW","QB,FLX","Jr","247","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gregoire, Mike","Wisc","WR,FLX","Fr","248","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Griffin-Stewart, Nakia","Rut","TE,FLX","Jr","249","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Groeneweg, Kyle","Iowa","WR,FLX","Sr","250","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Groshek, Garrett","Wisc","RB,FLX","So","251","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grosz, Tyler","Mich","WR,FLX","Sr","252","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guerendo, Isaac","Wisc","RB,FLX","Fr","253","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","254","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamilton, Tyler","Purd","WR,FLX","Fr","255","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamler, KJ","PSU","WR,FLX","Fr","256","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hanaoka, Chad","NW","RB,FLX","Sr","257","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hanks, Javis","Rut","WR,FLX","Fr","258","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","259","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harris II, J-Shun","Ind","WR,FLX","Sr","260","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harris, Jaylen","OHSt","WR,FLX","So","261","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Haskins, Hassan","Mich","RB,FLX","Fr","262","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hausmann, Jake","OHSt","TE,FLX","So","263","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayek, Hunter","Rut","WR,FLX","So","264","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayek, Tyler","Rut","WR,FLX","Fr","265","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayes, C.J.","MSU","WR,FLX","Fr","266","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayes, Ryan","Mich","TE,FLX","Fr","267","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Heald, Braeden","NW","WR,FLX","Fr","268","WW","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hemphill, Austin","Neb","RB,FLX","Jr","269","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hendershot, Peyton","Ind","TE,FLX","Fr","270","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hewitt, Jacolby","Ind","WR,FLX","Fr","271","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hewlett, Joe","Mich","RB,FLX","Sr","272","FA","@ND Sat 7:30PM","0","0","9","0%","0%","3","0","0","0","0","0","0","0","-1","0","0","0","0","0"
"Heyward, Connor","MSU","RB,FLX","So","273","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill, Kasim","MD","QB,FLX","Fr","274","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","275","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hippenhammer, Mac","PSU","WR,FLX","Fr","276","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hockenson, T.J.","Iowa","TE,FLX","So","277","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hoenstine, Alex","PSU","WR,FLX","Fr","278","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hohenstein, Branden","Neb","TE,FLX","So","279","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holland, Jonathan","PSU","TE,FLX","Jr","280","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holm, Justin","Neb","WR,FLX","Fr","281","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holman, Berkeley","NW","WR,FLX","Fr","282","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holman, Zac","Ill","WR,FLX,DB","Sr","283","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holmes, C.J.","PSU","RB,FLX","So","284","WW","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holmes, Jordan","Ill","WR,FLX","Fr","285","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honas, Todd","Neb","WR,FLX","So","286","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Horvath, Alexander","Purd","RB,FLX","Fr","287","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Howard, Phillip","Minn","WR,FLX","So","288","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunt, Andre","Neb","WR,FLX","Fr","289","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ibrahim, Mohamed","Minn","RB,FLX","Fr","290","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivy, TJ","Ind","TE,FLX","Fr","291","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jabbie, Mohamed","Rut","WR,FLX","So","292","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","293","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacobs, Taivon","MD","WR,FLX","Sr","294","FA","Tex Sat 12:00PM","0","0","5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James, Chris","Wisc","RB,FLX","Sr","295","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James, Jace","NW","WR,FLX","So","296","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James, Ryan","Purd","WR,FLX","Fr","297","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Janes, Max","Minn","TE,FLX","Fr","298","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrell, MJ","MD","WR,FLX","Fr","299","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson, JJ","NW","WR,FLX","Fr","300","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson, La'Darius","MSU","RB,FLX","Fr","301","WW","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jelen, Preston","Minn","RB,FLX","Fr","302","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnson, Hunter","NW","QB,FLX","So","303","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnson, Hunter","Wisc","RB,FLX","Fr","304","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Bradford","Mich","TE,FLX","Sr","305","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Brandon","Ill","RB,TE,FLX","So","306","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Chris","MD","WR,FLX","Sr","307","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Darryl","MD","WR,FLX","Fr","308","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Jeshaun","MD","WR,FLX","Fr","309","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Miles","Neb","RB,WR,FLX","Fr","310","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Shameen","Rut","WR,FLX","Fr","311","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan, Jalen","Rut","WR,TE,FLX","Fr","312","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jurgens, Cameron","Neb","TE,FLX","Fr","313","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kaiser, Brian","NW","TE,FLX","Fr","314","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kapisak, Connor","Iowa","QB,FLX","Fr","315","WW","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelly, Austin","Iowa","RB,FLX","Sr","316","FA","NIU Sat 3:30PM","0","0","5","0%","0%","2","0","0","0","0","5","0","0","0","0","0","0","0","0"
"Kelly-Martin, Ivory","Iowa","RB,FLX","So","317","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kieft, Ko","Minn","TE,FLX","So","318","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kitrell, Bo","Neb","RB,TE,FLX","Sr","319","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Knox, D.J.","Purd","RB,FLX","Sr","320","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krull, Bryson","Neb","TE,FLX","Fr","321","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krumholz, Adam","Wisc","WR,FLX","So","322","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krumm, Nick","MSU","WR,FLX","Jr","323","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
