"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","FRTDY","Int","IntYd","Sk","SkY","Tk","Stf","StY","Sft","RtTY","BFGTDY","TD"
"Brown, Shakur","MSU","DB","Fr","172","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Sydney","Ill","DB","Fr","173","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Verdis","Ill","DL","Fr","174","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Browning, Baron","OHSt","LB","So","175","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brownlee, David","MD","LB","Fr","176","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryant, Alfred","Ind","DL","Fr","177","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryant, Khalil","Ind","DB","Jr","178","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Buchholz, Ryan","PSU","DL","Jr","179","WW","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bullock, Brian","NW","DB","So","180","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bullock, Izaia","Rut","LB","Jr","181","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bullough, Byron","MSU","LB","Sr","182","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bunner, Bradley","Neb","DB","Fr","183","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burgess, Juwan","Ind","DB","Fr","184","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burks, Noah","Wisc","LB","So","185","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burnam, Mo","Ind","LB","Fr","186","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burrell, Eric","Wisc","DB","So","187","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burton, Donte","Wisc","DB","Fr","188","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bush, Devin","Mich","LB","Jr","189","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Butler, Josh","MSU","DB","Jr","190","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Butler, Tony","Neb","DB","So","191","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cage, Jerron","OHSt","DL","Fr","192","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Campbell, Chance","MD","LB","Fr","193","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Campbell, Roderick","NW","DB","Jr","194","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Campos, Ben","Iowa","LB","Fr","195","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlson, John","Iowa","LB","Fr","196","WW","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carney Jr., Owen","Ill","DL","So","197","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carnifax, Tommy","NW","DL","So","198","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carriere-Williams, Dontye","Wisc","DB","So","199","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Casey, Aaron","Ind","LB","Fr","200","WW","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cassidy, Chris","Neb","LB","Fr","201","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Castro-Fields, Tariq","PSU","DB","So","202","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cesarz, Ethan","Wisc","LB","Fr","203","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chamberlain, Bryce","Mich","LB","Fr","204","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chizmar, Max","PSU","LB","Fr","205","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clark, Braxton","Neb","DB","Fr","206","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cochran, Tyler","Mich","DB","Jr","207","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coghlan, Sean","Ill","LB","Fr","208","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colbert, Djimon","Iowa","LB,DB","Fr","209","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cone, Madison","Wisc","DB","So","210","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cook, Wyatt","MD","LB","Sr","211","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Cooper, Jonathon","OHSt","DL","Jr","212","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cornell, Jashon","OHSt","DL","Jr","213","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Coughlin, Carter","Minn","LB","Jr","214","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cox, Aaron","OHSt","DL","So","215","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cox, Ethan","Neb","DB","Fr","216","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Craddieth, Dallas","Iowa","DB","Fr","217","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cravaack, Jack","Purd","DL","Fr","218","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Creamer, Trey","Iowa","DB","Fr","219","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Criddle, Alex","Purd","DL","Jr","220","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Culpepper, Judge","PSU","DL","Fr","221","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Currens, Seth","Wisc","DB","So","222","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel II, PC","Ill","DB","Fr","223","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniels, Allen","Purd","DL","Fr","224","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniels, Damion","Neb","DL","Fr","225","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniels, Joseph","Ind","DB","Fr","226","WW","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis, Alex","Neb","LB","Jr","227","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Davis, Carlos","Neb","DL","Jr","228","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Davis, Isaiah","MD","LB","Jr","229","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Davis, Jared","Mich","DB","So","230","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis, Khalil","Neb","DL","Jr","231","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Davis, RaVon","MD","DB","Sr","232","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Day, David","Purd","DB","Jr","233","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Day, Parker","Rut","DB","Fr","234","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeGroot, Dawson","Ill","DB","So","235","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeLattiboudere, Winston","Minn","DL","Jr","236","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Deen, Branson","Purd","DL","Fr","237","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dever, Kevin","OHSt","DB","So","238","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devers, Tai'yon","Minn","DL","Jr","239","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Di Leo, Frank","PSU","LB","Jr","240","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dicerbo, Antonio","MD","DL","So","241","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dietzen, Boyd","Wisc","DL","Fr","242","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dinsdale, Colton","Iowa","DB","Jr","243","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dismuke, Marquel","Neb","DB","So","244","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dix, Donnell","PSU","DL","Sr","245","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dixon, Breon","Neb","LB,DB","So","246","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domann, JoJo","Neb","DB","So","247","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donald, Noah","OHSt","DL","Jr","248","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dowell, David","MSU","DB","Jr","249","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Doyle, Dillon","Iowa","LB","Fr","250","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drobocky, Dane","Mich","DL","Jr","251","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DuMond, Joe","PSU","DL,LB","Jr","252","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Duggan, Jaohne","Rut","DL","Fr","253","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dunaway, Jack","Mich","LB","Sr","254","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Durr, Coney","Minn","DB","Jr","255","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Duwa, Levi","Iowa","DL","Fr","256","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dvorak, Wes","Iowa","DB","Jr","257","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dwumfour, Michael","Mich","DL","Jr","258","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eifler, Milo","Ill","LB","So","259","WW","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eley, Ayinde","MD","LB","Fr","260","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ellis, Ray","Purd","DL","Sr","261","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ellis, Tino","MD","DB","Jr","262","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Epenesa, A.J.","Iowa","DL","So","263","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Estes, Rey","Minn","DB","Fr","264","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evans, Joe","Iowa","LB","Fr","265","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Everett, Gavin","Ind","DL","Jr","266","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Faison-Walden, Brelin","PSU","LB","Fr","267","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fakasiieiki, Semisi","Purd","DL,LB","So","268","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fakih, Adam","Mich","LB","So","269","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fankhauser, Owen","OHSt","DB","Jr","270","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farmer, Koa","PSU","LB","Sr","271","FA","App Sat 3:30PM","0","0","6","-","-","7","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Fatukasi, Olakunle","Rut","LB","So","272","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Faustin, Sammy","Mich","DB","Fr","273","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Feist, Colton","Neb","DL","Fr","274","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fisher, Paddy","NW","LB","So","275","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fitzgerald, Bryant","Ind","DB","Fr","276","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Flythe, Vincent","MD","DB","Fr","277","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fogg, Tyshon","Rut","LB","So","278","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fontaine, Austin","MD","DL","Fr","279","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fox, Nathan","NW","LB","Jr","280","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Franklin, Jaylan","Wisc","LB","Fr","281","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frederick, Corbin","Neb","DB","Fr","282","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Friday, Tyler","OHSt","DL","Fr","283","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fuller, Jordan","OHSt","DB","Jr","284","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gaddy, Brandon","MD","DL","Fr","285","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gaddy, Breyon","MD","DL","Fr","286","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gallagher, Blake","NW","LB","So","287","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gant, Dallas","OHSt","LB","Fr","288","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett, Haskell","OHSt","DL","So","289","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garvin, Jelani Ray","Rut","DB","Jr","290","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gary, Rashan","Mich","DL","Jr","291","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gay, Isaiah","Ill","DL","So","292","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gaziano, Joe","NW","DL","Jr","293","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"George, Joey","Mich","DL","Fr","294","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gervin, Kalon","MSU","DB","Fr","295","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gibson, Jerry","Minn","DL","Sr","296","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Gil, Devin","Mich","LB","Jr","297","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Givens, Kevin","PSU","DL","Jr","298","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Glackin, Jango","NW","LB","So","299","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Glasgow, Cherokee","MD","DL","Fr","300","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Glasgow, Jordan","Mich","LB,DB","Sr","301","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Goens, Trent","NW","DL","Jr","302","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Goetz, C.J.","Wisc","LB","Fr","303","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Goldsberry, Owen","Mich","DB","Fr","304","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Golston, Chauncey","Iowa","DL","So","305","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gooden, Mark","NW","DL","So","306","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gordon, Trent","PSU","DB","Fr","307","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gotay, Fa'Najae","MD","LB","Fr","308","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grady, Griffin","Wisc","LB","So","309","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gray, Vincent","Mich","DB","Fr","310","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Gemon","Mich","DB","Fr","311","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, German","Mich","DB","Fr","312","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Kendrick","Ill","DL","Fr","313","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Stanley","Ill","DB","Jr","314","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green-May, Izayah","Wisc","LB","Fr","315","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Griggs, Jason","Rut","DL","So","316","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grodman, Louis","Mich","DB","Sr","317","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gross-Matos, Yetur","PSU","DL","So","318","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guthrie, Trenton","Minn","LB","Fr","319","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamdan, Zaid","OHSt","DL","Fr","320","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamilton, Davon","OHSt","DL","Jr","321","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hampton, A.J.","NW","DB","Fr","322","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hankins, Matt","Iowa","DB","So","323","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hansard, Fred","PSU","DL","Fr","324","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hansen, Jake","Ill","LB","So","325","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hardge III, Ron","Ill","DB","Fr","326","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harding, Dele","Ill","LB","Jr","327","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hardy, Kamal","Purd","DB","Sr","328","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harris, Justus","Minn","DB","So","329","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison, Malik","OHSt","LB","Jr","330","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hartlaub, Drew","PSU","DB","Fr","331","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harvey, Noah","MSU","LB","Fr","332","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hawkins, Aeneas","PSU","DL","Fr","333","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hawkins, Brad","Mich","DB","So","334","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayes, Damon","Rut","DB","Jr","335","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Head Jr., James","Ind","DL","Fr","336","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Henderson, Xavier","MSU","DB","Fr","337","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Henningsen, Matt","Wisc","DL","Fr","338","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Heyroth, Jacob","Wisc","LB","Fr","339","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hickcox, Noah","Minn","DL","Fr","340","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hicks, Faion","Wisc","DB","Fr","341","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Higgins, Kai","Purd","DL","Jr","342","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill, Lavert","Mich","DB","Jr","343","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill, Ronnie","Purd","DB","Jr","344","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hiller, Austin","NW","DB","Fr","345","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hilliard, Justin","OHSt","LB","Jr","346","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hittle, Logan","OHSt","LB","Jr","347","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hobbs, Nate","Ill","DB","So","348","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hollins, Jacob","Ill","LB","Fr","349","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holmes, Ezekiel","Ill","DL","Fr","350","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honas, Will","Neb","LB","Jr","351","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
