"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","FRTDY","Int","IntYd","Sk","SkY","Tk","Stf","StY","Sft","RtTY","BFGTDY","TD"
"Shenault, Antonio","Minn","DB","Sr","32","FA","NMSt Thu 7:00PM","30","6","5","-","-","5","0","0","0","0.0","0","15","0","0","0","0","0","0"
"Scott, Nick","PSU","DB","Sr","33","FA","App Sat 3:30PM","28","2.55","6","-","-","11","0","0","0","0.0","0","8","0","0","0","0","0","2"
"Willis Jr., Dameon","Ind","LB","Jr","34","FA","@FLInt Sat 7:00PM","28","4","10","-","-","7","0","0","0","0.0","0","14","0","0","0","0","0","0"
"Savage, Jr., Darnell","MD","DB","Sr","35","FA","Tex Sat 12:00PM","24","4.8","5","-","-","5","0","0","0","0.0","0","12","0","0","0","0","0","0"
"Roberts, Deonte","Rut","LB","Sr","36","FA","TxSt Sat 12:00PM","22","3.67","9","-","-","6","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Willis, Khari","MSU","DB","Sr","37","FA","UtSt Fri 7:00PM","22","3.67","3","-","-","6","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Reed, Antonio","Neb","DB","Sr","38","FA","Akr Sat 8:00PM","20","2.86","9","-","-","7","0","0","0","0.0","0","10","0","0","0","0","0","0"
"Bailey, Markus","Purd","LB","Jr","39","FA","NW Thu 8:00PM","18","9","6","-","-","2","0","0","0","0.0","0","9","0","0","0","0","0","0"
"Sagapolu, Olive","Wisc","DL","Sr","40","FA","W Ky Fri 9:00PM","18","6","5","-","-","3","0","0","0","0.0","0","7","1","4","0","0","0","0"
"Gifford, Luke","Neb","LB","Sr","41","FA","Akr Sat 8:00PM","17.5","5.83","9","-","-","3","0","0","0","0.0","0","7","1","3","0","0","0","0"
"Stoltenberg, Mick","Neb","DL","Sr","42","FA","Akr Sat 8:00PM","16","8","9","-","-","2","0","0","0","1.0","6","2","1","6","0","0","0","0"
"Watson, Brandon","Mich","DB","Sr","43","FA","@ND Sat 7:30PM","16","2.67","9","-","-","6","0","0","0","0.0","0","8","0","0","0","0","0","0"
"Mends, Aaron","Iowa","LB","Sr","44","FA","NIU Sat 3:30PM","15","3","5","-","-","5","0","0","0","1.0","2","4","0.5","2","0","0","0","0"
"Cowart, Byron","MD","DL","Jr","45","FA","Tex Sat 12:00PM","12","1.5","5","-","-","7","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Farrar, Arrington","Wisc","LB","Sr","46","FA","W Ky Fri 9:00PM","12","2.4","5","-","-","5","0","0","0","0.0","0","6","0","0","0","0","0","0"
"McGee, Jared","NW","DB","Sr","47","FA","@Purd Thu 8:00PM","12","6","4","-","-","2","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Morris, Trevor","Rut","LB","Sr","48","FA","TxSt Sat 12:00PM","12","2.4","9","-","-","5","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Bateky, Jon","Rut","DL","Sr","49","FA","TxSt Sat 12:00PM","10.5","3.5","9","-","-","3","0","0","0","0.0","0","4","1","1","0","0","0","0"
"Kulka, Brett","MD","DL","Sr","50","FA","Tex Sat 12:00PM","10.5","3.5","5","-","-","3","0","0","0","0.0","0","4","1","1","0","0","0","0"
"Ferguson, Tyrin","Neb","LB","Jr","51","FA","Akr Sat 8:00PM","10","2","9","-","-","5","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Morrissey, Matt","MSU","DB","Sr","52","FA","UtSt Fri 7:00PM","10","2.5","3","-","-","4","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Oruwariye, Amani","PSU","DB","Sr","53","FA","App Sat 3:30PM","10","2.5","6","-","-","4","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Smith, Tyson","MSU","DB","Sr","54","FA","UtSt Fri 7:00PM","10","2.5","3","-","-","4","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Cashman, Blake","Minn","LB","Sr","55","FA","NMSt Thu 7:00PM","9.5","3.17","5","-","-","3","0","0","0","0.0","0","4","0.5","1","0","0","0","0"
"Cason, Tim","Purd","DB","Sr","56","FA","NW Thu 8:00PM","8","2.67","6","-","-","3","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Furbush, Noah","Mich","LB","Sr","57","FA","@ND Sat 7:30PM","8","1.6","9","-","-","5","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Hartage, Montre","NW","DB","Sr","58","FA","@Purd Thu 8:00PM","8","2.67","4","-","-","3","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Robinson, Jacob","Ind","DL","Sr","59","FA","@FLInt Sat 7:00PM","8","2.67","10","-","-","3","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Tanyi, Mbi","MD","DL","Sr","60","FA","Tex Sat 12:00PM","8","4","5","-","-","2","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Oxley, Ben","NW","DL","Sr","61","FA","@Purd Thu 8:00PM","6","2","4","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Sykes, Nile","Ind","DL","Sr","62","FA","@FLInt Sat 7:00PM","6","2","10","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Van Ginkel, Andrew","Wisc","LB","Sr","63","FA","W Ky Fri 9:00PM","6","6","5","-","-","1","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Gervase, Jake","Iowa","DB","Sr","64","FA","NIU Sat 3:30PM","4","2","5","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Hockaday, Jack","Iowa","LB","Sr","65","FA","NIU Sat 3:30PM","4","2","5","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Kinnel, Tyree","Mich","DB","Sr","66","FA","@ND Sat 7:30PM","4","2","9","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Winovich, Chase","Mich","DL","Sr","67","FA","@ND Sat 7:30PM","4","2","9","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Marshall, Lawrence","Mich","DL","Sr","68","FA","@ND Sat 7:30PM","3.5","3.5","9","-","-","1","0","0","0","0.0","0","1","0.5","1","0","0","0","0"
"Egbuaba, Nnamdi","MD","LB","Sr","69","FA","Tex Sat 12:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Huff, Jacob","Minn","DB","Sr","70","FA","NMSt Thu 7:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Hughes, Casey","Mich","DB","Sr","71","WW","@ND Sat 7:30PM","2","2","9","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Andrews, Austin","MSU","RB,FLX,DB","So","72","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","73","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bobak, Christian","Ill","RB,FLX,DB","So","74","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","75","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camper, Jack","MSU","TE,FLX,DL","Fr","76","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","77","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","78","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","79","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","80","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","81","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","82","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holman, Zac","Ill","WR,FLX,DB","Sr","83","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","84","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewis, Rayshad","MD","WR,FLX,DB","So","85","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","86","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McCurry, Jake","Mich","WR,FLX,DB","So","87","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Otte, Simon","Neb","WR,FLX,LB,DB","Fr","88","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pottebaum, Monte","Iowa","RB,FLX,LB","Fr","89","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Santaga, Jon","Minn","QB,FLX,DB","Fr","90","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seybert, Matt","MSU","TE,FLX,DL","Jr","91","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Smith, Kendall","Ill","WR,FLX,DB","So","92","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Reese","Ind","WR,FLX,DB","Fr","93","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Veingrad, Ryan","Mich","TE,FLX,DL","So","94","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wainwright, Muhammad","Rut","TE,FLX,DL","Sr","95","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Welde, Christopher","PSU","RB,WR,FLX,DB","Jr","96","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"West, Jacob","Mich","QB,FLX,DB","Sr","97","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"White, Brendon","OHSt","WR,FLX,DB","So","98","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Williams, Justice","Ill","WR,FLX,LB","Jr","99","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Abdulaziz, Rani","Rut","DB","Fr","100","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abraham, Kessawn","Rut","DB","Fr","101","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abrams, Jacob","Purd","DB","Fr","102","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adams, Tony","Ill","DB","So","103","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ahanotu, Mayan","Minn","DL","Fr","104","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Dillon","MSU","DL","Sr","105","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Alexander, Jalen","MD","DL","Fr","106","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Jaylan","Purd","LB","Fr","107","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Justice","MSU","DL","Jr","108","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Alexander, Quayshon","Neb","LB","So","109","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Allen, Thomas","Ind","LB","Fr","110","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alston, David","Neb","LB","Fr","111","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Avery","Neb","DB","Jr","112","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Anderson, Danny","Minn","LB","Fr","113","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Fyn","Neb","DL","Jr","114","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Anderson, Nick","Iowa","LB","Jr","115","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Nihym","MD","LB","Fr","116","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrea, Alec","Ill","DB","Fr","117","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrighetto, Lucas","Mich","DB","Fr","118","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony, Jordan","Mich","LB","So","119","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anyanwu, Chee","NW","LB","Fr","120","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Archer, Jake","Neb","LB","Fr","121","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arnette, Damon","OHSt","DB","Jr","122","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Asher, Jones","Purd","LB","Fr","123","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aune, Josh","Minn","DB","Fr","124","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Avery, Calvin","Ill","DL","Fr","125","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Avery, Tre","Rut","DB","So","126","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Baca, Steve","MD","LB","Jr","127","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bachie, Joe","MSU","LB","Jr","128","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Balistreri, Michael","Wisc","DL","Fr","129","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ball, Elijah","Purd","DB","Fr","130","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ball, Marcelino","Ind","DB","So","131","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banderas, Anthony","Neb","LB","Fr","132","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banks, Sevyn","OHSt","DB","Fr","133","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barber, Damion","PSU","DL","Fr","134","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barber, Thomas","Minn","LB","Jr","135","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barnes, Derrick","Purd","LB","So","136","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barron, Ty","Minn","LB","Fr","137","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barrow, Malik","OHSt","DL","So","138","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barrow, Tim","Rut","DB","Fr","139","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barry, Mohamed","Neb","LB","Jr","140","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Barwick, Mike","Ind","DL","Sr","141","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Battle, Rashawn","Rut","LB","So","142","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Baun, Zack","Wisc","LB","Jr","143","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Baylor, Tyler","MD","DL","Fr","144","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bazzie, Fofie","MD","DB","Fr","145","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beery, Britt","Ind","DL","Fr","146","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beesley, Drew","MSU","DL","So","147","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bell, Christian","Wisc","LB","So","148","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bennett, Kenny","MD","DB","Fr","149","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benson, Seth","Iowa","LB","Fr","150","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bergin, Chris","NW","LB","So","151","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bergin, Joe","NW","DB","Jr","152","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bernat, Nolan","Ill","DB","Jr","153","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blackmon, Antonio","Purd","DB","Sr","154","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Blake, Wyatt","NW","DL","Fr","155","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blaylock, Travian","Wisc","DB","Fr","156","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bondoc, Evan","Wisc","DB","Sr","157","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Boone, Raymond","MD","DB","Fr","158","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bootle, Dicaprio","Neb","DB","So","159","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bordner, Brendan","Rut","DL","Fr","160","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Borland, Tuf","OHSt","LB","So","161","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bosa, Nick","OHSt","DL","Jr","162","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bowen, Ja'merez","Ind","DL","Sr","163","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brand, Bryce","MD","DL","So","164","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brents, Julius","Iowa","DB","Fr","165","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brincks, Sam","Iowa","DL","Sr","166","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Brooks, Ellis","PSU","LB","Fr","167","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brooks, Jr., Antoine","MD","DB","Jr","168","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown IV, Earnest","NW","DL","So","169","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Cam","PSU","LB","Jr","170","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, DJ","PSU","DB","Fr","171","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
