"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Fant, Noah","Iowa","TE,FLX","Jr","29","FA","NIU Sat 3:30PM","0","0","100%","57.4","5","100%"
"Haskins, Dwayne","OHSt","QB,FLX","So","30","FA","OreSt Sat 12:00PM","0","0","100%","35.07","9","100%"
"Higdon, Karan","Mich","RB,FLX","Sr","31","FA","@ND Sat 7:30PM","0","0","100%","91.65","9","100%"
"Larkin, Jeremy","NW","RB,FLX","So","32","FA","@Purd Thu 8:00PM","0","0","100%","66.6","4","100%"
"Lewerke, Brian","MSU","QB,FLX","Jr","33","FA","UtSt Fri 7:00PM","0","0","100%","105.69","3","100%"
"Martinez, Adrian","Neb","QB,FLX","Fr","34","FA","Akr Sat 8:00PM","0","0","100%","143.75","9","100%"
"McSorley, Trace","PSU","QB,FLX","Sr","35","FA","App Sat 3:30PM","0","0","100%","21.55","6","100%"
"Morgan Jr., Stanley","Neb","WR,FLX","Sr","36","FA","Akr Sat 8:00PM","0","0","100%","61.13","9","100%"
"Patterson, Shea","Mich","QB,FLX","Jr","37","FA","@ND Sat 7:30PM","0","0","100%","128.46","9","100%"
"Sanders, Miles","PSU","RB,FLX","Jr","38","FA","App Sat 3:30PM","0","0","100%","56.81","6","100%"
"Smith, Rodney","Minn","RB,FLX","Sr","39","FA","NMSt Thu 7:00PM","0","0","100%","70.77","5","100%"
"Taylor, Jonathan","Wisc","RB,FLX","So","40","FA","W Ky Fri 9:00PM","0","0","100%","7.23","5","100%"
"Weber, Mike","OHSt","RB,FLX","Jr","41","FA","OreSt Sat 12:00PM","0","0","100%","108.41","9","100%"
"Westbrook, Nick","Ind","WR,FLX","Jr","42","FA","@FLInt Sat 7:00PM","0","0","100%","82.28","10","100%"
"Abbott, A.J.","Wisc","WR,FLX","Fr","43","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Albericci, Austin","Rut","QB,FLX","Fr","44","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Alexander, Javez","MSU","WR,FLX","Fr","45","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Alioth Jr., Chad","Neb","WR,FLX","Fr","46","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Allen, Austin","Neb","TE,FLX","Fr","47","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Allen, Mark","PSU","RB,FLX","Sr","48","FA","App Sat 3:30PM","0","0","100%","-","6","0%"
"Anderson Jr., Amad","Purd","WR,FLX","Fr","49","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Anderson, Drake","NW","RB,FLX","Fr","50","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Anderson, Evan","Purd","RB,FLX","Fr","51","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Andrews, Austin","MSU","RB,FLX,DB","So","52","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Annexstad, Brock","Minn","WR,FLX","Fr","53","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Annexstad, Zack","Minn","QB,FLX","Fr","54","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Anthony, Max","Rut","RB,FLX","Jr","55","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Anthrop, Jackson","Purd","WR,FLX","So","56","FA","NW Thu 8:00PM","0","0","10%","-","6","0%"
"Arcangelo, Joe","PSU","TE,FLX","Jr","57","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Armour, Alfred","Purd","RB,FLX","Fr","58","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Autman-Bell, Chris","Minn","WR,FLX","Fr","59","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Babb, Kamryn","OHSt","WR,FLX","Fr","60","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Baldwin, Matthew","OHSt","QB,FLX","Fr","61","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Banker, Christian","Neb","WR,FLX","Fr","62","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Banks, Aaron","Purd","QB,FLX","Sr","63","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Barber, Matt","MD","K","Sr","64","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Barker, Daniel","Ill","TE,FLX","Fr","65","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Barnes, Noah","MD","TE,FLX","So","66","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","67","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Barrett, Michael","Mich","RB,FLX","Fr","68","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Barton, Khylin","MSU","WR,FLX","So","69","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Bateman, Rashod","Minn","WR,FLX","Fr","70","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Baty, Ramsey","Mich","TE,FLX","Fr","71","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Beebe, Colton","Minn","TE,FLX","Jr","72","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Bell, Greg","Neb","RB,FLX","Jr","73","FA","Akr Sat 8:00PM","0","0","100%","199.94","9","0%"
"Bell, Ronnie","Mich","WR,FLX","Fr","74","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Belt, Brody","Neb","RB,FLX","Fr","75","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Benzschawel, Luke","Wisc","TE,FLX","So","76","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Berry, Justin","Ind","WR,FLX","So","77","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Berry, Rashod","OHSt","TE,FLX","Jr","78","FA","OreSt Sat 12:00PM","0","0","20%","185.11","9","0%"
"Beyer, Shaun","Iowa","TE,FLX","So","79","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Bican, Gage","OHSt","WR,FLX","Jr","80","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bican, Luciano","OHSt","WR,FLX","Jr","81","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Bjorson, Matt","Ind","TE,FLX","Fr","82","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Black, Tarik","Mich","WR,FLX","So","83","FA","@ND Sat 7:30PM","0","0","100%","158.6","9","0%"
"Blackshear, Raheem","Rut","RB,FLX","So","84","FA","TxSt Sat 12:00PM","0","0","7%","344.2","9","0%"
"Blough, David","Purd","QB,FLX","Sr","85","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bobak, Christian","Ill","RB,FLX,DB","So","86","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bonner, Jordan","Purd","WR,FLX","Fr","87","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bonner, Ra'Von","Ill","RB,FLX","So","88","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bonner, Shaun","Ind","TE,FLX","So","89","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Bortenschlager, Max","MD","QB,FLX","Jr","90","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Bousky, Alex","NW","RB,WR,FLX","Sr","91","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bowers, Nick","PSU","TE,FLX","Jr","92","FA","App Sat 3:30PM","0","0","9%","285.76","6","0%"
"Bowser, Isaiah","NW","RB,FLX","Fr","93","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Bradley, Jaylin","Neb","RB,FLX","So","94","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Bravo, Brian","Purd","K","Sr","95","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bridges, Weston","MSU","RB,FLX","Fr","96","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Brookins, Ricky","Ind","RB,FLX","Sr","97","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Brooks, Blair","Iowa","WR,FLX","Fr","98","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Brooks, Shannon","Minn","RB,FLX","Sr","99","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Brown, Cameron","OHSt","WR,FLX","Fr","100","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Brown, Dre","Ill","RB,FLX","Jr","101","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Brown, Jalen","NW","WR,FLX","Sr","102","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Brown, Jesse","NW","RB,FLX","So","103","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Brown, Journey","PSU","RB,FLX","Fr","104","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Brown, Justin","MD","WR,FLX","Fr","105","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Brown, Matt","Mich","RB,FLX","So","106","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Brumbaugh, Legend","MD","QB,FLX","So","107","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Bryan, Kyshaun","Iowa","RB,FLX","Fr","108","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","109","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Bryant, Tre","Neb","RB,FLX","Jr","110","FA","Akr Sat 8:00PM","0","0","100%","158.38","9","0%"
"Buckman, Luke","Mich","TE,FLX","Fr","111","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Bunch, Andrew","Neb","QB,FLX","So","112","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Burgess, Jarrett","Purd","WR,FLX","Sr","113","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Bursch, Nathan","Minn","TE,FLX","Fr","114","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Burton, Reid","MSU","RB,FLX","So","115","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Bush, AJ","Ill","QB,FLX","Sr","116","WW","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Bush, Peter","Mich","RB,FLX","Jr","117","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Campbell, Charles","Ind","K","Fr","118","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Campbell, Parris","OHSt","WR,FLX","Sr","119","FA","OreSt Sat 12:00PM","0","0","100%","119.56","9","0%"
"Camper, Jack","MSU","TE,FLX,DL","Fr","120","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Capehart, Tahj","MD","WR,FLX","So","121","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Caratan, George","Mich","K","Fr","122","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Cardillo, Jack","Ind","K","Fr","123","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Carollo, Danny","Purd","QB,FLX","So","124","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Carpenter, Emmit","Minn","K","Sr","125","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Carriere, Carlos","MD","WR,FLX","Fr","126","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Carter, Edwin","Ill","WR,FLX","Fr","127","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Carter, Nate","Wisc","QB,FLX","Fr","128","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Catlett, Keyron","Purd","WR,FLX","So","129","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Cephus, Quintez","Wisc","WR,FLX","Jr","130","FA","W Ky Fri 9:00PM","0","0","9%","259.28","5","0%"
"Chaffin, Ty","Neb","WR,FLX","So","131","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Chambers, Cam","MSU","WR,FLX","So","132","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Char, Jared","Mich","RB,FLX","Jr","133","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Chatman, Jalen","Rut","QB,FLX","Fr","134","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Checa, Rafael","PSU","K","Fr","135","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Chenal, John","Wisc","RB,FLX","Fr","136","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Chiaokhiao-Bowman, Ramaud","NW","WR,FLX","So","137","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Chisena, Dan","PSU","WR,FLX","Jr","138","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Clarkin, Brian","MD","QB,FLX","Fr","139","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Clifford, Sean","PSU","QB,FLX","Fr","140","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Coan, Jack","Wisc","QB,FLX","So","141","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Cobbs, Brian","MD","WR,FLX","Fr","142","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Coghlin, Matt","MSU","K","So","143","FA","UtSt Fri 7:00PM","0","0","11%","-","3","0%"
"Collins, Nico","Mich","WR,FLX","So","144","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Collins, Zac","Purd","K","Fr","145","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","146","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Comma, Jayden","MD","WR,FLX","Fr","147","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cook, Drew","Iowa","TE,FLX","Jr","148","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Cooper, Max","Iowa","WR,FLX","So","149","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Corbin, Reggie","Ill","RB,FLX","Jr","150","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Cornwell, Michael","MD","WR,TE,FLX","Sr","151","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Cromer, Alec","Neb","QB,FLX","So","152","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Cruickshank, Aron","Wisc","WR,FLX","Fr","153","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Culp, Adam","Mich","K","Fr","154","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Curtis, Kory","OHSt","QB,FLX","So","155","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dafney, Dominique","Iowa","WR,FLX","Jr","156","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dalton, Danny","PSU","TE,FLX","So","157","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","158","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Davenport, Jahrvis","MD","WR,FLX","Sr","159","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Davidovicz, Justin","Rut","K","So","160","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davin, Brock","OHSt","TE,FLX","Jr","161","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Davis III, Danny","Wisc","WR,FLX","So","162","FA","W Ky Fri 9:00PM","0","0","3%","305.1","5","0%"
"Davis, Drake","Ill","QB,FLX","Fr","163","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Davis, Noah","MSU","TE,FLX","So","164","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Davis, Trenard","Ill","WR,FLX","Jr","165","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Dawkins, Brandon","Ind","QB,FLX","Sr","166","FA","@FLInt Sat 7:00PM","0","0","13%","239.01","10","0%"
"Day, Theo","MSU","QB,FLX","Fr","167","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"DeSue, Tyler","MD","QB,FLX","Fr","168","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Deal, Taiwan","Wisc","RB,FLX","Sr","169","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Deland, Ethan","Mich","WR,FLX","Fr","170","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Dellinger, J.D.","Purd","K","Jr","171","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Demus, Dontay","MD","WR,FLX","Fr","172","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"DiMaccio, Dominic","OHSt","K","Fr","173","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Dorris, Austin","Ind","TE,FLX","Jr","174","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Dorsey, Lou","Ill","TE,FLX","So","175","FA","Kent Sat 12:00PM","0","0","100%","151.72","5","0%"
"Dotson, Jahan","PSU","WR,FLX","Fr","176","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Dotson, Malcolm","Purd","WR,FLX","Jr","177","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Dotson, Matt","MSU","TE,FLX","So","178","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Douglas, Demetrius","Minn","WR,FLX","So","179","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Downer, Ryan","Rut","WR,FLX","Fr","180","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Duarte, Tate","OHSt","TE,FLX","Sr","181","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Duncan, Keith","Iowa","K","So","182","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Dunn, Jack","Wisc","WR,FLX","So","183","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Durham, Payne","Purd","TE,FLX","Fr","184","WW","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Easley, Nick","Iowa","WR,FLX","Sr","185","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Edmonds, Nolan","Minn","RB,FLX","Fr","186","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Edwards, Avery","MD","TE,FLX","Sr","187","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Ellis, Bradley","Ind","WR,FLX","Fr","188","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Ellison, Morgan","Ind","RB,FLX","So","189","FA","@FLInt Sat 7:00PM","0","0","68%","270","10","0%"
"Ellison, Noah","Purd","WR,FLX","Fr","190","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Enoli, Madu","OHSt","RB,FLX","So","191","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Epstein, Mike","Ill","RB,FLX","So","192","FA","Kent Sat 12:00PM","0","0","100%","139.79","5","0%"
"Eschenbach, Jack","Wisc","TE,FLX","Fr","193","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Eshoo, Eric","NW","TE,FLX","So","194","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Eubanks, Nick","Mich","TE,FLX","Jr","195","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Eury, Nick","PSU","RB,FLX","So","196","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Evans, Chris","Mich","RB,FLX","Jr","197","FA","@ND Sat 7:30PM","0","0","100%","169.99","9","0%"
"Evans, Samson","Iowa","WR,FLX","Fr","198","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Evans, Spencer","Purd","K","Sr","199","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Farrell, Luke","OHSt","TE,FLX","So","200","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Faulkner, Bentley","MD","K","Fr","201","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Feldman, Noah","Iowa","TE,FLX","Fr","202","FA","NIU Sat 3:30PM","0","0","0%","308.1","5","0%"
"Felton, David","Ind","WR,FLX","Fr","203","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Femi-Cole, Jonathan","Minn","RB,FLX","Jr","204","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Ferguson, Jake","Wisc","TE,FLX","Fr","205","FA","W Ky Fri 9:00PM","0","0","5%","-","5","0%"
"Ferris, Kenneth","Mich","TE,FLX","Sr","206","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fessler, Charlie","NW","WR,FLX","Jr","207","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Files, Joseph","Mich","TE,FLX","Sr","208","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Fleet-Davis, Tayon","MD","RB,FLX","So","209","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","210","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Folkers, Bennett","Neb","WR,FLX","Fr","211","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Frahm, Cole","Neb","K","Fr","212","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Franklin, Benaiah","Purd","WR,FLX","So","213","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Freiermuth, Pat","PSU","TE,FLX","Fr","214","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Fryfogle, Ty","Ind","WR,FLX","So","215","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Fuller, Tario","Purd","RB,FLX","Jr","216","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Funk, Jake","MD","RB,FLX","Jr","217","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Gajcak, Chris","Ind","WR,FLX","Jr","218","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Gardiner, Ellijah","OHSt","WR,FLX","Fr","219","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Garrett, Julian","Mich","RB,FLX","Fr","220","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Geary, Clay","Minn","WR,FLX","So","221","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gebbia, Tristan","Neb","QB,FLX","Fr","222","FA","Akr Sat 8:00PM","0","0","6%","367.4","9","0%"
"Geil, Henry","Iowa","RB,FLX","Fr","223","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Gentry, Zach","Mich","TE,FLX","Sr","224","FA","@ND Sat 7:30PM","0","0","76%","-","9","0%"
"George, Daniel","PSU","WR,FLX","Fr","225","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"George, Jeff","Mich","QB,FLX","Sr","226","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Gest, Cole","Ind","RB,FLX","So","227","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Gianacakos, Chase","MSU","TE,FLX","Sr","228","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Gibson, Erik","Minn","WR,FLX","Fr","229","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Gill, Jaelen","OHSt","RB,FLX","Fr","230","FA","OreSt Sat 12:00PM","0","0","11%","-","9","0%"
"Gossage, Paul","Minn","WR,FLX","Jr","231","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Grady, Kyle","Mich","QB,FLX","Fr","232","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Green, Cade","Wisc","WR,FLX","Fr","233","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Green, Cameron","NW","TE,FLX","Jr","234","FA","@Purd Thu 8:00PM","0","0","1%","-","4","0%"
"Green, Carmoni","Ill","WR,FLX","So","235","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Green, Seth","Minn","QB,TE,FLX","So","236","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Green, TJ","NW","QB,FLX","Jr","237","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Gregoire, Mike","Wisc","WR,FLX","Fr","238","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
