"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Griffin, Caleb","Ill","K","Fr","239","WW","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Griffin-Stewart, Nakia","Rut","TE,FLX","Jr","240","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Groeneweg, Kyle","Iowa","WR,FLX","Sr","241","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Groshek, Garrett","Wisc","RB,FLX","So","242","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Grosz, Tyler","Mich","WR,FLX","Sr","243","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Guerendo, Isaac","Wisc","RB,FLX","Fr","244","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Haggerty, Gavin","Rut","K","Jr","245","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hahn, Cole","MSU","K","Fr","246","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hale, Donavan","Ind","WR,FLX","Jr","247","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","248","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hamilton, Tyler","Purd","WR,FLX","Fr","249","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Hamler, KJ","PSU","WR,FLX","Fr","250","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hanaoka, Chad","NW","RB,FLX","Sr","251","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Hanks, Javis","Rut","WR,FLX","Fr","252","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","253","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Harris, Jaylen","OHSt","WR,FLX","So","254","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Harrison III, Lorenzo","MD","RB,FLX","Jr","255","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Haskins, Hassan","Mich","RB,FLX","Fr","256","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Haubeil, Blake","OHSt","K","So","257","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hausmann, Jake","OHSt","TE,FLX","So","258","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayek, Hunter","Rut","WR,FLX","So","259","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayek, Tyler","Rut","WR,FLX","Fr","260","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hayes, C.J.","MSU","WR,FLX","Fr","261","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hayes, Ryan","Mich","TE,FLX","Fr","262","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Hemphill, Austin","Neb","RB,FLX","Jr","263","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hendershot, Peyton","Ind","TE,FLX","Fr","264","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Herdman, Cole","Purd","TE,FLX","Sr","265","FA","NW Thu 8:00PM","0","0","1%","-","6","0%"
"Hewitt, Jacolby","Ind","WR,FLX","Fr","266","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Hewlett, Joe","Mich","RB,FLX","Sr","267","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Heyward, Connor","MSU","RB,FLX","So","268","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hill, K.J.","OHSt","WR,FLX","Jr","269","FA","OreSt Sat 12:00PM","0","0","77%","93.43","9","0%"
"Hill, Kasim","MD","QB,FLX","Fr","270","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","271","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Hilling, Vlad","PSU","K","Fr","272","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hintze, Zach","Wisc","K","Jr","273","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Hippenhammer, Mac","PSU","WR,FLX","Fr","274","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hockenson, T.J.","Iowa","TE,FLX","So","275","FA","NIU Sat 3:30PM","0","0","8%","384.98","5","0%"
"Hoenstine, Alex","PSU","WR,FLX","Fr","276","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Hohenstein, Branden","Neb","TE,FLX","So","277","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holland, Jonathan","PSU","TE,FLX","Jr","278","FA","App Sat 3:30PM","0","0","1%","-","6","0%"
"Holm, Justin","Neb","WR,FLX","Fr","279","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Holman, Berkeley","NW","WR,FLX","Fr","280","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Holman, Zac","Ill","WR,FLX,DB","Sr","281","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Holmes, C.J.","PSU","RB,FLX","So","282","WW","App Sat 3:30PM","0","0","0%","-","6","0%"
"Holmes, Jordan","Ill","WR,FLX","Fr","283","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Homan, Myles","Purd","K","Jr","284","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Honas, Todd","Neb","WR,FLX","So","285","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hoover, Zach","OHSt","K","So","286","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Hopkins, Brycen","Purd","TE,FLX","Jr","287","FA","NW Thu 8:00PM","0","0","100%","189.07","6","0%"
"Hornibrook, Alex","Wisc","QB,FLX","Jr","288","FA","W Ky Fri 9:00PM","0","0","100%","49.71","5","0%"
"Horvath, Alexander","Purd","RB,FLX","Fr","289","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Howard, Phillip","Minn","WR,FLX","So","290","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Hunt, Andre","Neb","WR,FLX","Fr","291","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Hunt, Tyler","MSU","K","Fr","292","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Ibrahim, Mohamed","Minn","RB,FLX","Fr","293","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Ingold, Alec","Wisc","RB,FLX","Sr","294","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Inzerillo, Paul","MD","K","So","295","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Ivy, TJ","Ind","TE,FLX","Fr","296","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Jabbie, Mohamed","Rut","WR,FLX","So","297","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","298","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Jacobs, Taivon","MD","WR,FLX","Sr","299","FA","Tex Sat 12:00PM","0","0","13%","268.6","5","0%"
"James, Jace","NW","WR,FLX","So","300","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"James, Ryan","Purd","WR,FLX","Fr","301","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Janes, Max","Minn","TE,FLX","Fr","302","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Jarrell, MJ","MD","WR,FLX","Fr","303","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jefferson, JJ","NW","WR,FLX","Fr","304","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Jelen, Preston","Minn","RB,FLX","Fr","305","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Johnson, Hunter","NW","QB,FLX","So","306","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Johnson, Hunter","Wisc","RB,FLX","Fr","307","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Johnson, Juwan","PSU","WR,FLX","Jr","308","FA","App Sat 3:30PM","0","0","100%","103.77","6","0%"
"Johnson, Ty","MD","RB,FLX","Sr","309","FA","Tex Sat 12:00PM","0","0","100%","136.08","5","0%"
"Johnson, Tyler","Minn","WR,FLX","Jr","310","FA","NMSt Thu 7:00PM","0","0","100%","198.21","5","0%"
"Jones, Bradford","Mich","TE,FLX","Sr","311","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Jones, Brandon","Ill","RB,TE,FLX","So","312","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Chris","MD","WR,FLX","Sr","313","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Darryl","MD","WR,FLX","Fr","314","WW","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Jeshaun","MD","WR,FLX","Fr","315","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Jones, Markell","Purd","RB,FLX","Sr","316","FA","NW Thu 8:00PM","0","0","7%","-","6","0%"
"Jones, Miles","Neb","RB,WR,FLX","Fr","317","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Jones, Shameen","Rut","WR,FLX","Fr","318","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jordan, Jalen","Rut","WR,TE,FLX","Fr","319","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Jurgens, Cameron","Neb","TE,FLX","Fr","320","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Justus, Logan","Ind","K","Jr","321","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Kaiser, Brian","NW","TE,FLX","Fr","322","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Kapisak, Connor","Iowa","QB,FLX","Fr","323","WW","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kelly, Austin","Iowa","RB,FLX","Sr","324","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kelly-Martin, Ivory","Iowa","RB,FLX","So","325","FA","NIU Sat 3:30PM","0","0","15%","355.21","5","0%"
"Kieft, Ko","Minn","TE,FLX","So","326","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Kitrell, Bo","Neb","RB,TE,FLX","Sr","327","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Knox, D.J.","Purd","RB,FLX","Sr","328","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Kristan, Bryan","OHSt","K","Sr","329","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Krull, Bryson","Neb","TE,FLX","Fr","330","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Krumholz, Adam","Wisc","WR,FLX","So","331","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Krumm, Nick","MSU","WR,FLX","Jr","332","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Kuhbander, Charlie","NW","K","So","333","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Kujawa, Tommy","Iowa","TE,FLX","Fr","334","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Kuntz, Zack","PSU","TE,FLX","Fr","335","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lacewell, Zihir","Rut","WR,FLX","Fr","336","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Landis, Carson","PSU","K","Fr","337","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lansbury, Will","NW","WR,FLX","Fr","338","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Larsh, Collin","Wisc","K","Fr","339","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Leake, Javon","MD","RB,FLX","So","340","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Lees, Riley","NW","WR,FLX","So","341","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Legrone, Katerian","Neb","WR,TE,FLX","Fr","342","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Levis, Will","PSU","QB,FLX","Fr","343","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Lewandowski, Davis","MSU","WR,FLX","Jr","344","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Lewis, Eddie","Rut","WR,FLX","Fr","345","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Lewis, Johnathan","Rut","QB,FLX","So","346","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Lewis, Rayshad","MD","WR,FLX,DB","So","347","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Liewer, Wyatt","Neb","WR,FLX","Fr","348","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Lindsey, Tyjon","Neb","WR,FLX","So","349","FA","Akr Sat 8:00PM","0","0","70%","214.55","9","0%"
"Link, Cody","NW","TE,FLX","So","350","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Lloyd, Ahrod","Ind","RB,FLX","Fr","351","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Lloyd, Gabe","Wisc","TE,FLX","So","352","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Lockett, Calvin","Iowa","WR,FLX","Fr","353","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lombardi, Rocky","MSU","QB,FLX","Fr","354","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"London, Dominik","Minn","RB,FLX","Fr","355","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Lucas, Collin","MSU","RB,FLX","Sr","356","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Luckenbaugh, Drew","NW","K","So","357","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","358","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Lutz, Isaac","PSU","WR,FLX","So","359","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"MIlton, Joe","Mich","QB,FLX","Fr","360","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Mack, Austin","OHSt","WR,FLX","Jr","361","FA","OreSt Sat 12:00PM","0","0","10%","-","9","0%"
"Mack, John","Minn","K","So","362","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Majette, Mike","Ind","RB,FLX","Sr","363","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Major, Julian","MSU","WR,FLX","Fr","364","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Malone, Derrick","OHSt","TE,FLX","Sr","365","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Mangieri, Charlie","NW","TE,FLX","Fr","366","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Manns, Jornell","Minn","WR,FLX","Fr","367","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Mansell, Peyton","Iowa","QB,FLX","Fr","368","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marchese, Henry","Iowa","WR,FLX","Fr","369","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Marshall, Miles","Ind","WR,FLX","Fr","370","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Martell, Tate","OHSt","QB,FLX","Fr","371","FA","OreSt Sat 12:00PM","0","0","0%","515.5","9","0%"
"Martin, Jake","Mich","WR,FLX","Jr","372","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Martin, Oliver","Mich","WR,FLX","So","373","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Marty, Andrew","NW","QB,FLX","Fr","374","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Masker, Matt","Neb","QB,FLX","Fr","375","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Mason, Ben","Mich","RB,FLX","So","376","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Maxwell, Colton","PSU","WR,FLX","So","377","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Mays, Sam","Ill","WR,FLX","Sr","378","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Mazour, Wyatt","Neb","RB,FLX","Jr","379","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McCaffrey, Dylan","Mich","QB,FLX","So","380","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McCall, Demario","OHSt","RB,WR,FLX","So","381","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McCourt, James","Ill","K","So","382","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"McCurry, Jake","Mich","WR,FLX,DB","So","383","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"McFarland, Anthony","MD","RB,FLX","Fr","384","FA","Tex Sat 12:00PM","0","0","3%","500.1","5","0%"
"McGowan, Kyric","NW","WR,FLX","So","385","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"McGriff, Justin","Neb","WR,FLX","Fr","386","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"McKenna, Jack","MSU","K","Fr","387","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"McKeon, Sean","Mich","TE,FLX","Jr","388","FA","@ND Sat 7:30PM","0","0","76%","-","9","0%"
"McLaughlin, Chase","Ill","K","Sr","389","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"McLaurin, Terry","OHSt","WR,FLX","Sr","390","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McMahon, Amari","OHSt","RB,FLX","Jr","391","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"McQuitty, Jaevon","Neb","WR,FLX","Fr","392","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Melton, Bo","Rut","WR,FLX","So","393","FA","TxSt Sat 12:00PM","0","0","5%","-","9","0%"
"Miller, Cam","Ill","QB,FLX","So","394","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Moody, Jake","Mich","K","Fr","395","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Moore, Rondale","Purd","WR,FLX","Fr","396","WW","NW Thu 8:00PM","0","0","2%","-","6","0%"
"Morgan, Tanner","Minn","QB,FLX","Fr","397","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Morse, Matt","Minn","WR,FLX","Jr","398","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Moten IV, John","NW","RB,FLX","Jr","399","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Muhammad, Mustapha","Mich","TE,FLX","Fr","400","WW","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Murphy, Cole","Rut","WR,FLX","Jr","401","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Mustapha, Taj","Wisc","WR,FLX","Fr","402","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Myers, Brandon","Rut","RB,FLX","Fr","403","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Nagel, Flynn","NW","WR,FLX","Sr","404","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Navarro, Donny","Ill","WR,FLX","So","405","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Nelson, Craig","Ind","RB,FLX","Fr","406","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Nelson, Laress","MSU","WR,FLX","So","407","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Nelson, Sean","MD","WR,FLX","Fr","408","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Neuville, Zander","Wisc","TE,FLX","Sr","409","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Niro III, Raymond","NW","WR,FLX","Fr","410","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Nittolo, Rob","Rut","QB,FLX","Sr","411","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Nordin, Quinn","Mich","K","Jr","412","FA","@ND Sat 7:30PM","0","0","96%","176.46","9","0%"
"Norwood, Jakari","Ill","RB,FLX","Fr","413","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"O'Connell, Aidan","Purd","QB,FLX","Fr","414","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Oelsner, Alex","NW","TE,FLX","Fr","415","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Ogwuegbu, Ikechukwu","MD","RB,FLX","Jr","416","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Okonkwo, Chigoziem","MD","TE,FLX","Fr","417","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Olave, Chris","OHSt","WR,FLX","Fr","418","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Otte, Simon","Neb","WR,FLX,LB,DB","Fr","419","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Ozigbo, Devine","Neb","RB,FLX","Sr","420","FA","Akr Sat 8:00PM","0","0","5%","-","9","0%"
"Pabst, Johnny","Ind","QB,FLX","Fr","421","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Pacheco, Isaih","Rut","RB,FLX","Fr","422","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Pallissard, Turner","Iowa","RB,FLX","Fr","423","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Palmer, Griffin","Ill","TE,FLX","So","424","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Park, Andrew","MD","TE,FLX","Fr","425","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Paulson, Jake","Minn","TE,FLX","Fr","426","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Pechac, Kristian","Ind","RB,FLX","Fr","427","WW","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Penix Jr., Michael","Ind","QB,FLX","Fr","428","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Penniston, Kyle","Wisc","TE,FLX","Jr","429","FA","W Ky Fri 9:00PM","0","0","3%","331.9","5","0%"
"Peoples-Jones, Donovan","Mich","WR,FLX","So","430","FA","@ND Sat 7:30PM","0","0","86%","151.46","9","0%"
"Perry, Emmet","Wisc","WR,FLX","Fr","431","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Perry, Grant","Mich","WR,FLX","Sr","432","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Peters, Brandon","Mich","QB,FLX","Jr","433","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Petras, Spencer","Iowa","QB,FLX","Fr","434","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Petrino, Joseph","MD","K","Fr","435","WW","Tex Sat 12:00PM","0","0","2%","335.9","5","0%"
"Philyor, Whop","Ind","WR,FLX","So","436","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Pickerign, Samuel","Minn","QB,FLX","Fr","437","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Pickering, Barret","Neb","K","Fr","438","FA","Akr Sat 8:00PM","0","0","17%","338.73","9","0%"
"Pigrome, Tyrrell","MD","QB,FLX","So","439","FA","Tex Sat 12:00PM","0","0","68%","234","5","0%"
"Pihlstrom, Alex","Ill","TE,FLX","Fr","440","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Pimentel, Jonathan","Rut","TE,FLX","Fr","441","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Pinegar, Jake","PSU","K","Fr","442","FA","App Sat 3:30PM","0","0","11%","355.8","6","0%"
"Pittman, Darius","Purd","TE,FLX","So","443","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Plocki, Tyler","Mich","RB,FLX","So","444","FA","@ND Sat 7:30PM","0","0","0%","-","9","0%"
"Plummer, Jack","Purd","QB,FLX","Fr","445","FA","NW Thu 8:00PM","0","0","0%","-","6","0%"
"Polk, Brandon","PSU","WR,FLX","Jr","446","FA","App Sat 3:30PM","0","0","0%","-","6","0%"
"Pottebaum, Monte","Iowa","RB,FLX,LB","Fr","447","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Prater, Garyn","OHSt","WR,FLX","So","448","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Prather, James","NW","TE,FLX","Sr","449","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Pryor, Kendric","Wisc","WR,FLX","So","450","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Pugh, Aslan","Rut","RB,FLX","So","451","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Pugh, Trey","NW","TE,FLX","So","452","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Rafdal, Kurt","Neb","TE,FLX","Fr","453","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Ragaini, Nico","Iowa","WR,FLX","Fr","454","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Ramsey, Peyton","Ind","QB,FLX","So","455","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0%"
"Reams, Caleb","Ill","WR,TE,FLX","Jr","456","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Recinos, Miguel","Iowa","K","Sr","457","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Reese, Steven","NW","WR,FLX","Jr","458","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Reimers, Bryan","Neb","WR,FLX","Sr","459","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Rescigno, Giovanni","Rut","QB,FLX","Sr","460","FA","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Rivers II, M.J.","Ill","QB,FLX","Fr","461","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Robbins, Brandon","Neb","WR,FLX","Fr","462","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Roberts, Austin","Ill","RB,TE,FLX","Sr","463","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Roberts, Jelani","NW","WR,FLX","Sr","464","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0%"
"Robinson, Daevon","Rut","WR,FLX","Fr","465","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0%"
"Robinson, Matt","Ill","QB,FLX","Fr","466","FA","Kent Sat 12:00PM","0","0","0%","-","5","0%"
"Rose, Austin","Neb","RB,FLX","Sr","467","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Rosenthal, Max","MSU","RB,FLX","Fr","468","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0%"
"Roski, Zack","MD","TE,FLX","So","469","FA","Tex Sat 12:00PM","0","0","0%","-","5","0%"
"Rosowski, P.J.","Wisc","K","Sr","470","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
"Ross, Brady","Iowa","RB,FLX","Jr","471","FA","NIU Sat 3:30PM","0","0","0%","-","5","0%"
"Rossi, Mitch","OHSt","RB,FLX","So","472","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0%"
"Ruckert, Jeremy","OHSt","TE,FLX","Fr","473","FA","OreSt Sat 12:00PM","0","0","3%","399.9","9","0%"
"Ruth, Connor","Neb","RB,FLX","Fr","474","FA","Akr Sat 8:00PM","0","0","0%","-","9","0%"
"Ryerse, Grant","Minn","K","Fr","475","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0%"
"Saari, Mark","Wisc","RB,FLX","Sr","476","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0%"
