"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","Yds","TD","Int","2Pa","Yds","TD","2Rc","Yds","TD","2Ru","FL","RtY","RtT"
"Felton, David","Ind","WR,FLX","Fr","164","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Femi-Cole, Jonathan","Minn","RB,FLX","Jr","165","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ferguson, Jake","Wisc","TE,FLX","Fr","166","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ferris, Kenneth","Mich","TE,FLX","Sr","167","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fessler, Charlie","NW","WR,FLX","Jr","168","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Files, Joseph","Mich","TE,FLX","Sr","169","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fleet-Davis, Tayon","MD","RB,FLX","So","170","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","171","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Folkers, Bennett","Neb","WR,FLX","Fr","172","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franklin, Benaiah","Purd","WR,FLX","So","173","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Freiermuth, Pat","PSU","TE,FLX","Fr","174","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fryfogle, Ty","Ind","WR,FLX","So","175","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fuller, Tario","Purd","RB,FLX","Jr","176","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Funk, Jake","MD","RB,FLX","Jr","177","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gajcak, Chris","Ind","WR,FLX","Jr","178","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gardiner, Ellijah","OHSt","WR,FLX","Fr","179","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett, Julian","Mich","RB,FLX","Fr","180","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geary, Clay","Minn","WR,FLX","So","181","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gebbia, Tristan","Neb","QB,FLX","Fr","182","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geil, Henry","Iowa","RB,FLX","Fr","183","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gentry, Zach","Mich","TE,FLX","Sr","184","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"George, Daniel","PSU","WR,FLX","Fr","185","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"George, Jeff","Mich","QB,FLX","Sr","186","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gest, Cole","Ind","RB,FLX","So","187","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gianacakos, Chase","MSU","TE,FLX","Sr","188","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gibson, Erik","Minn","WR,FLX","Fr","189","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gill, Jaelen","OHSt","RB,FLX","Fr","190","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gillison, Trenton","MSU","TE,FLX","Fr","191","WW","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gossage, Paul","Minn","WR,FLX","Jr","192","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grady, Kyle","Mich","QB,FLX","Fr","193","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Cade","Wisc","WR,FLX","Fr","194","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Cameron","NW","TE,FLX","Jr","195","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Carmoni","Ill","WR,FLX","So","196","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Seth","Minn","QB,TE,FLX","So","197","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, TJ","NW","QB,FLX","Jr","198","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gregoire, Mike","Wisc","WR,FLX","Fr","199","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Griffin-Stewart, Nakia","Rut","TE,FLX","Jr","200","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Groeneweg, Kyle","Iowa","WR,FLX","Sr","201","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Groshek, Garrett","Wisc","RB,FLX","So","202","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grosz, Tyler","Mich","WR,FLX","Sr","203","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guerendo, Isaac","Wisc","RB,FLX","Fr","204","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hale, Donavan","Ind","WR,FLX","Jr","205","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","206","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamilton, Tyler","Purd","WR,FLX","Fr","207","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamler, KJ","PSU","WR,FLX","Fr","208","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hanaoka, Chad","NW","RB,FLX","Sr","209","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hanks, Javis","Rut","WR,FLX","Fr","210","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","211","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harris II, J-Shun","Ind","WR,FLX","Sr","212","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harris, Jaylen","OHSt","WR,FLX","So","213","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison III, Lorenzo","MD","RB,FLX","Jr","214","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Haskins, Hassan","Mich","RB,FLX","Fr","215","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hausmann, Jake","OHSt","TE,FLX","So","216","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayek, Hunter","Rut","WR,FLX","So","217","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayek, Tyler","Rut","WR,FLX","Fr","218","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayes, C.J.","MSU","WR,FLX","Fr","219","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayes, Ryan","Mich","TE,FLX","Fr","220","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Heald, Braeden","NW","WR,FLX","Fr","221","WW","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hemphill, Austin","Neb","RB,FLX","Jr","222","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hendershot, Peyton","Ind","TE,FLX","Fr","223","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Herdman, Cole","Purd","TE,FLX","Sr","224","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hewitt, Jacolby","Ind","WR,FLX","Fr","225","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hewlett, Joe","Mich","RB,FLX","Sr","226","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Heyward, Connor","MSU","RB,FLX","So","227","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill, K.J.","OHSt","WR,FLX","Jr","228","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill, Kasim","MD","QB,FLX","Fr","229","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","230","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hilliman, Jonathan","Rut","RB,FLX","Sr","231","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hippenhammer, Mac","PSU","WR,FLX","Fr","232","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hockenson, T.J.","Iowa","TE,FLX","So","233","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hoenstine, Alex","PSU","WR,FLX","Fr","234","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hohenstein, Branden","Neb","TE,FLX","So","235","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holland, Jonathan","PSU","TE,FLX","Jr","236","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holm, Justin","Neb","WR,FLX","Fr","237","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holman, Berkeley","NW","WR,FLX","Fr","238","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holman, Zac","Ill","WR,FLX,DB","Sr","239","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holmes, C.J.","PSU","RB,FLX","So","240","WW","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holmes, Jordan","Ill","WR,FLX","Fr","241","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honas, Todd","Neb","WR,FLX","So","242","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hopkins, Brycen","Purd","TE,FLX","Jr","243","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hornibrook, Alex","Wisc","QB,FLX","Jr","244","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Horvath, Alexander","Purd","RB,FLX","Fr","245","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Howard, Phillip","Minn","WR,FLX","So","246","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunt, Andre","Neb","WR,FLX","Fr","247","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ibrahim, Mohamed","Minn","RB,FLX","Fr","248","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ingold, Alec","Wisc","RB,FLX","Sr","249","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivy, TJ","Ind","TE,FLX","Fr","250","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jabbie, Mohamed","Rut","WR,FLX","So","251","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","252","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacobs, Taivon","MD","WR,FLX","Sr","253","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James, Chris","Wisc","RB,FLX","Sr","254","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James, Jace","NW","WR,FLX","So","255","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James, Ryan","Purd","WR,FLX","Fr","256","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Janes, Max","Minn","TE,FLX","Fr","257","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrell, MJ","MD","WR,FLX","Fr","258","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson, JJ","NW","WR,FLX","Fr","259","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson, La'Darius","MSU","RB,FLX","Fr","260","WW","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jelen, Preston","Minn","RB,FLX","Fr","261","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnson, Hunter","NW","QB,FLX","So","262","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnson, Hunter","Wisc","RB,FLX","Fr","263","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnson, Juwan","PSU","WR,FLX","Jr","264","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnson, Ty","MD","RB,FLX","Sr","265","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnson, Tyler","Minn","WR,FLX","Jr","266","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Bradford","Mich","TE,FLX","Sr","267","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Brandon","Ill","RB,TE,FLX","So","268","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Chris","MD","WR,FLX","Sr","269","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Darryl","MD","WR,FLX","Fr","270","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Jeshaun","MD","WR,FLX","Fr","271","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Markell","Purd","RB,FLX","Sr","272","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Miles","Neb","RB,WR,FLX","Fr","273","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Shameen","Rut","WR,FLX","Fr","274","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan, Jalen","Rut","WR,TE,FLX","Fr","275","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jurgens, Cameron","Neb","TE,FLX","Fr","276","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kaiser, Brian","NW","TE,FLX","Fr","277","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kapisak, Connor","Iowa","QB,FLX","Fr","278","WW","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelly, Austin","Iowa","RB,FLX","Sr","279","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelly-Martin, Ivory","Iowa","RB,FLX","So","280","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kieft, Ko","Minn","TE,FLX","So","281","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kitrell, Bo","Neb","RB,TE,FLX","Sr","282","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Knox, D.J.","Purd","RB,FLX","Sr","283","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krull, Bryson","Neb","TE,FLX","Fr","284","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krumholz, Adam","Wisc","WR,FLX","So","285","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krumm, Nick","MSU","WR,FLX","Jr","286","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kujawa, Tommy","Iowa","TE,FLX","Fr","287","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kuntz, Zack","PSU","TE,FLX","Fr","288","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lacewell, Zihir","Rut","WR,FLX","Fr","289","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lansbury, Will","NW","WR,FLX","Fr","290","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leake, Javon","MD","RB,FLX","So","291","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lees, Riley","NW","WR,FLX","So","292","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Legrone, Katerian","Neb","WR,TE,FLX","Fr","293","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Levis, Will","PSU","QB,FLX","Fr","294","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewandowski, Davis","MSU","WR,FLX","Jr","295","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewis, Eddie","Rut","WR,FLX","Fr","296","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewis, Johnathan","Rut","QB,FLX","So","297","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewis, Rayshad","MD","WR,FLX,DB","So","298","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liewer, Wyatt","Neb","WR,FLX","Fr","299","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lindsey, Tyjon","Neb","WR,FLX","So","300","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Line, Ben","MSU","RB,FLX","Sr","301","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Link, Cody","NW","TE,FLX","So","302","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lloyd, Ahrod","Ind","RB,FLX","Fr","303","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lloyd, Gabe","Wisc","TE,FLX","So","304","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lockett, Calvin","Iowa","WR,FLX","Fr","305","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lombardi, Rocky","MSU","QB,FLX","Fr","306","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"London, Dominik","Minn","RB,FLX","Fr","307","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lucas, Collin","MSU","RB,FLX","Sr","308","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","309","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lutz, Isaac","PSU","WR,FLX","So","310","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MIlton, Joe","Mich","QB,FLX","Fr","311","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Macius, Mickey","MSU","QB,FLX","Sr","312","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mack, Austin","OHSt","WR,FLX","Jr","313","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Majette, Mike","Ind","RB,FLX","Sr","314","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Major, Julian","MSU","WR,FLX","Fr","315","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malone, Derrick","OHSt","TE,FLX","Sr","316","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mangieri, Charlie","NW","TE,FLX","Fr","317","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manns, Jornell","Minn","WR,FLX","Fr","318","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mansell, Peyton","Iowa","QB,FLX","Fr","319","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marchese, Henry","Iowa","WR,FLX","Fr","320","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marshall, Miles","Ind","WR,FLX","Fr","321","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martell, Tate","OHSt","QB,FLX","Fr","322","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martin, Jake","Mich","WR,FLX","Jr","323","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martin, Oliver","Mich","WR,FLX","So","324","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marty, Andrew","NW","QB,FLX","Fr","325","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Masker, Matt","Neb","QB,FLX","Fr","326","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
