"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","% Owned"
"Jones, Dre'Mont","OHSt","DL","Jr","188","FA","OreSt Sat 12:00PM","62.5","5.68","0%","-","9","-"
"Lee Jr., Eric","Neb","DB","Jr","189","FA","Akr Sat 8:00PM","62.5","7.81","0%","-","9","-"
"Peoples-Jones, Donovan","Mich","WR,FLX","So","190","FA","@ND Sat 7:30PM","62","4.77","86%","151.46","9","0%"
"Cooper, Jonathon","OHSt","DL","Jr","191","FA","OreSt Sat 12:00PM","62","6.89","0%","-","9","-"
"Roof, T.D.","Ind","LB","So","192","FA","@FLInt Sat 7:00PM","62","7.75","0%","-","10","-"
"Wade, Lamont","PSU","DB","So","193","FA","App Sat 3:30PM","62","5.64","0%","-","6","-"
"Haskins, Dwayne","OHSt","QB,FLX","So","194","FA","OreSt Sat 12:00PM","61.5","7.69","100%","35.07","9","100%"
"Akinmoladun, Freedom","Neb","DL","Sr","195","FA","Akr Sat 8:00PM","61","6.1","0%","-","9","-"
"Davis, Khalil","Neb","DL","Jr","196","FA","Akr Sat 8:00PM","60","6.67","0%","-","9","-"
"Nelson, Matt","Iowa","DL","Sr","197","FA","NIU Sat 3:30PM","60","5","0%","-","5","-"
"Shaw, Bradrick","Wisc","RB,FLX","Jr","198","FA","W Ky Fri 9:00PM","59.5","5.41","0%","-","5","0%"
"Cornell, Jashon","OHSt","DL","Jr","199","FA","OreSt Sat 12:00PM","59.5","5.95","0%","-","9","-"
"Gest, Cole","Ind","RB,FLX","So","200","FA","@FLInt Sat 7:00PM","59","5.9","0%","-","10","0%"
"Lees, Riley","NW","WR,FLX","So","201","FA","@Purd Thu 8:00PM","59","4.54","0%","-","4","0%"
"Ellis, Tino","MD","DB","Jr","202","FA","Tex Sat 12:00PM","59","7.38","0%","-","5","-"
"Mayo, Alonzo","NW","DB","Jr","203","FA","@Purd Thu 8:00PM","59","7.38","0%","-","4","-"
"Dorsey, Lou","Ill","TE,FLX","So","204","FA","Kent Sat 12:00PM","58.5","6.5","100%","151.72","5","0%"
"McLaughlin, Chase","Ill","K","Sr","205","FA","Kent Sat 12:00PM","58.5","4.88","0%","-","5","0%"
"Philyor, Whop","Ind","WR,FLX","So","206","FA","@FLInt Sat 7:00PM","58.5","5.85","0%","-","10","0%"
"Woods, Jamal","Ill","DL","So","207","FA","Kent Sat 12:00PM","58.5","7.31","0%","-","5","-"
"Ojemudia, Michael","Iowa","DB","Jr","208","FA","NIU Sat 3:30PM","58","4.83","0%","-","5","-"
"Panasiuk, Mike","MSU","DL","Jr","209","FA","UtSt Fri 7:00PM","57.5","5.75","0%","-","3","-"
"Bryant, Tre","Neb","RB,FLX","Jr","210","FA","Akr Sat 8:00PM","57","28.5","100%","158.38","9","0%"
"Johnson, Jerome","Ind","DL","So","211","FA","@FLInt Sat 7:00PM","57","5.7","0%","-","10","-"
"Willis Jr., Dameon","Ind","LB","Jr","212","FA","@FLInt Sat 7:00PM","57","6.33","0%","-","10","-"
"Heyward, Connor","MSU","RB,FLX","So","213","FA","UtSt Fri 7:00PM","56.5","6.28","0%","-","3","0%"
"Nagel, Flynn","NW","WR,FLX","Sr","214","FA","@Purd Thu 8:00PM","56.5","4.35","0%","-","4","0%"
"Funk, Jake","MD","RB,FLX","Jr","215","FA","Tex Sat 12:00PM","56","4.67","0%","-","5","0%"
"Davis, Alex","Neb","LB","Jr","216","FA","Akr Sat 8:00PM","56","6.22","0%","-","9","-"
"Moore, Gary","Minn","DL","Sr","217","FA","NMSt Thu 7:00PM","56","5.09","0%","-","5","-"
"Turner, Julius","Rut","DL","So","218","FA","TxSt Sat 12:00PM","56","6.22","0%","-","9","-"
"Rescigno, Giovanni","Rut","QB,FLX","Sr","219","FA","TxSt Sat 12:00PM","55.5","6.17","0%","-","9","0%"
"Buchholz, Ryan","PSU","DL","Jr","220","WW","App Sat 3:30PM","55.5","7.93","0%","-","6","-"
"McGee, Jared","NW","DB","Sr","221","FA","@Purd Thu 8:00PM","54","4.91","0%","-","4","-"
"Richardson, Antwaine","MD","DB","Jr","222","FA","Tex Sat 12:00PM","53.5","6.69","0%","-","5","-"
"Tanyi, Mbi","MD","DL","Sr","223","FA","Tex Sat 12:00PM","51.5","4.68","0%","-","5","-"
"Milan, Jamal","Ill","DL","Jr","224","FA","Kent Sat 12:00PM","51","5.67","0%","-","5","-"
"Joseph, Daniel","PSU","DL","So","225","FA","App Sat 3:30PM","50.5","12.62","0%","-","6","-"
"Hopkins, Brycen","Purd","TE,FLX","Jr","226","FA","NW Thu 8:00PM","49.5","4.5","100%","189.07","6","0%"
"DeLattiboudere, Winston","Minn","DL","Jr","227","FA","NMSt Thu 7:00PM","49.5","7.07","0%","-","5","-"
"Howard, Keiron","MD","DL","Jr","228","FA","Tex Sat 12:00PM","49","7","0%","-","5","-"
"Winfield Jr., Antoine","Minn","DB","Jr","229","FA","NMSt Thu 7:00PM","49","12.25","0%","-","5","-"
"Fuller, Tario","Purd","RB,FLX","Jr","230","FA","NW Thu 8:00PM","48.5","16.17","0%","-","6","0%"
"Gross-Matos, Yetur","PSU","DL","So","231","FA","App Sat 3:30PM","48","5.33","0%","-","6","-"
"Panasiuk, Jacub","MSU","DL","So","232","FA","UtSt Fri 7:00PM","48","6.86","0%","-","3","-"
"Simmons, Shane","PSU","DL","So","233","FA","App Sat 3:30PM","48","6","0%","-","6","-"
"Jackson, Kenyon","Ill","DL","Jr","234","FA","Kent Sat 12:00PM","47","5.22","0%","-","5","-"
"Loudermilk, Isaiahh","Wisc","DL","So","235","FA","W Ky Fri 9:00PM","47","7.83","0%","-","5","-"
"Williams, Trae","NW","DB","Jr","236","FA","@Purd Thu 8:00PM","47","5.88","0%","-","4","-"
"Herdman, Cole","Purd","TE,FLX","Sr","237","FA","NW Thu 8:00PM","46.5","3.88","1%","-","6","0%"
"Leake, Javon","MD","RB,FLX","So","238","FA","Tex Sat 12:00PM","46.5","6.64","0%","-","5","0%"
"Hockenson, T.J.","Iowa","TE,FLX","So","239","FA","NIU Sat 3:30PM","46","4.6","8%","384.98","5","0%"
"Watson, Brandon","Mich","DB","Sr","240","FA","@ND Sat 7:30PM","46","4.6","0%","-","9","-"
"Hamilton, Davon","OHSt","DL","Jr","241","FA","OreSt Sat 12:00PM","45.5","6.5","0%","-","9","-"
"Oluwatimi, Oluwaseun","MD","DL","Jr","242","FA","Tex Sat 12:00PM","45","5","0%","-","5","-"
"Monroe, Ayron","PSU","DB","Jr","243","FA","App Sat 3:30PM","44.5","5.56","0%","-","6","-"
"Lewis, Johnathan","Rut","QB,FLX","So","244","FA","TxSt Sat 12:00PM","44","6.29","0%","-","9","0%"
"Mack, Austin","OHSt","WR,FLX","Jr","245","FA","OreSt Sat 12:00PM","44","4","10%","-","9","0%"
"McKeon, Sean","Mich","TE,FLX","Jr","246","FA","@ND Sat 7:30PM","43.5","3.62","76%","-","9","0%"
"Evans, Spencer","Purd","K","Sr","247","FA","NW Thu 8:00PM","43","3.58","0%","-","6","0%"
"Ball, Marcelino","Ind","DB","So","248","FA","@FLInt Sat 7:00PM","43","14.33","0%","-","10","-"
"Lattimore, Cedrick","Iowa","DL","Jr","249","FA","NIU Sat 3:30PM","43","4.78","0%","-","5","-"
"Dellinger, J.D.","Purd","K","Jr","250","FA","NW Thu 8:00PM","42.5","3.54","0%","-","6","0%"
"Reiff, Brady","Iowa","DL","Jr","251","FA","NIU Sat 3:30PM","42.5","5.31","0%","-","5","-"
"Hankins, Matt","Iowa","DB","So","252","FA","NIU Sat 3:30PM","42","4.67","0%","-","5","-"
"Owens, Gerald","MSU","DL","Sr","253","FA","UtSt Fri 7:00PM","42","4.67","0%","-","3","-"
"Thomas, Kiondre","Minn","DB","So","254","FA","NMSt Thu 7:00PM","42","6","0%","-","5","-"
"Stone, Geno","Iowa","DB","So","255","FA","NIU Sat 3:30PM","41.9","5.99","0%","-","5","-"
"Harris II, J-Shun","Ind","WR,FLX","Sr","256","FA","@FLInt Sat 7:00PM","41.5","5.93","0%","-","10","0%"
"Brincks, Sam","Iowa","DL","Sr","257","FA","NIU Sat 3:30PM","41","3.73","0%","-","5","-"
"Fogg, Tyshon","Rut","LB","So","258","FA","TxSt Sat 12:00PM","41","10.25","0%","-","9","-"
"Bonner, Ra'Von","Ill","RB,FLX","So","259","FA","Kent Sat 12:00PM","40.5","6.75","0%","-","5","0%"
"Thomas, Cam","Ill","QB,FLX","So","260","FA","Kent Sat 12:00PM","40","10","0%","-","5","0%"
"Lumor, Elorm","Rut","DL","So","261","FA","TxSt Sat 12:00PM","40","6.67","0%","-","9","-"
"Gentry, Zach","Mich","TE,FLX","Sr","262","FA","@ND Sat 7:30PM","39.5","4.39","76%","-","9","0%"
"Hill, Kasim","MD","QB,FLX","Fr","263","FA","Tex Sat 12:00PM","39.5","13.17","0%","-","5","0%"
"Groshek, Garrett","Wisc","RB,FLX","So","264","FA","W Ky Fri 9:00PM","39","3","0%","-","5","0%"
"Solomon, Aubrey","Mich","DL","So","265","FA","@ND Sat 7:30PM","38.5","4.81","0%","-","9","-"
"Pryor, Kendric","Wisc","WR,FLX","So","266","FA","W Ky Fri 9:00PM","38","4.22","0%","-","5","0%"
"Marchese, Jimmy","Ill","LB","Jr","267","FA","Kent Sat 12:00PM","38","7.6","0%","-","5","-"
"Samuels, Kayton","Ind","DL","Sr","268","FA","@FLInt Sat 7:00PM","38","4.22","0%","-","10","-"
"Smith-Marsette, Ihmir","Iowa","WR,FLX","So","269","FA","NIU Sat 3:30PM","37","3.36","0%","-","5","0%"
"Dudek, Mike","Ill","WR,FLX","Sr","270","FA","Kent Sat 12:00PM","36.5","5.21","14%","193.95","5","0%"
"Landers, Robert","OHSt","DL","Jr","271","FA","OreSt Sat 12:00PM","36.5","6.08","0%","-","9","-"
"Shogbonyo, Ayo","Ill","DL,LB","So","272","FA","Kent Sat 12:00PM","36.5","5.21","0%","-","5","-"
"Pigrome, Tyrrell","MD","QB,FLX","So","273","FA","Tex Sat 12:00PM","36","36","68%","234","5","0%"
"Vedral, Noah","Neb","QB,FLX","So","274","FA","Akr Sat 8:00PM","36","6","0%","-","9","0%"
"Sparks, Jared","Purd","QB,WR,FLX","So","275","FA","NW Thu 8:00PM","35.5","3.23","10%","-","6","0%"
"Barnes, Derrick","Purd","LB","So","276","FA","NW Thu 8:00PM","35.5","4.44","0%","-","6","-"
"Hardy, Kamal","Purd","DB","Sr","277","FA","NW Thu 8:00PM","35.4","8.85","0%","-","6","-"
"Sanders, Miles","PSU","RB,FLX","Jr","278","FA","App Sat 3:30PM","35","3.5","100%","56.81","6","100%"
"Pryor, Isaiah","OHSt","DB","So","279","FA","OreSt Sat 12:00PM","35","5","0%","-","9","-"
"Brand, Bryce","MD","DL","So","280","FA","Tex Sat 12:00PM","34","4.86","0%","-","5","-"
"Castro-Fields, Tariq","PSU","DB","So","281","FA","App Sat 3:30PM","34","4.86","0%","-","6","-"
"Okudah, Jeffrey","OHSt","DB","So","282","FA","OreSt Sat 12:00PM","34","3.78","0%","-","9","-"
"Previlon, Willington","Rut","DL","Jr","283","FA","TxSt Sat 12:00PM","34","4.25","0%","-","9","-"
"Smiley, Simeon","Purd","DB","So","284","FA","NW Thu 8:00PM","34","3.78","0%","-","6","-"
"Brown, Dre","Ill","RB,FLX","Jr","285","FA","Kent Sat 12:00PM","33.5","8.38","0%","-","5","0%"
"Edwards, Berkley","Mich","RB,FLX","Sr","286","WW","@ND Sat 7:30PM","33.5","4.19","0%","-","9","0%"
"Perry, Grant","Mich","WR,FLX","Sr","287","FA","@ND Sat 7:30PM","33","3.67","0%","-","9","0%"
"Jones, Naquan","MSU","DL","So","288","FA","UtSt Fri 7:00PM","33","3.3","0%","-","3","-"
"Bootle, Dicaprio","Neb","DB","So","289","FA","Akr Sat 8:00PM","32.5","4.06","0%","-","9","-"
"Young, Toren","Iowa","RB,FLX","So","290","FA","NIU Sat 3:30PM","32","5.33","100%","136.64","5","0%"
"Farrar, Arrington","Wisc","LB","Sr","291","FA","W Ky Fri 9:00PM","32","5.33","0%","-","5","-"
"McCall, Demario","OHSt","RB,WR,FLX","So","292","FA","OreSt Sat 12:00PM","31.5","10.5","0%","-","9","0%"
"Browning, Baron","OHSt","LB","So","293","FA","OreSt Sat 12:00PM","31.5","6.3","0%","-","9","-"
"Johnson, Tyler","Wisc","LB","Jr","294","FA","W Ky Fri 9:00PM","31.5","5.25","0%","-","5","-"
"Jones, Keandre","OHSt","LB","Jr","295","FA","OreSt Sat 12:00PM","31.5","3.94","0%","-","9","-"
"King, Sedrick","Neb","LB","Sr","296","FA","Akr Sat 8:00PM","31.5","6.3","0%","-","9","-"
"Maskalunas, Mike","Wisc","LB","So","297","FA","W Ky Fri 9:00PM","31","4.43","0%","-","5","-"
"Smith, Tyson","MSU","DB","Sr","298","FA","UtSt Fri 7:00PM","30.3","6.06","0%","-","3","-"
"Austin, Blessuan","Rut","DB","Sr","299","FA","TxSt Sat 12:00PM","30","7.5","0%","-","9","-"
"Adams, Tony","Ill","DB","So","300","FA","Kent Sat 12:00PM","29","5.8","0%","-","5","-"
"Bullough, Byron","MSU","LB","Sr","301","FA","UtSt Fri 7:00PM","29","3.22","0%","-","3","-"
"Butler, Josh","MSU","DB","Jr","302","FA","UtSt Fri 7:00PM","29","4.14","0%","-","3","-"
"James, Chris","Wisc","RB,FLX","Sr","303","FA","W Ky Fri 9:00PM","28.5","3.17","0%","443.2","5","0%"
"Wyatt, Fred","NW","DL","Sr","304","FA","@Purd Thu 8:00PM","28.5","2.85","0%","-","4","-"
"Washington, Jerome","Rut","TE,FLX","Sr","305","FA","TxSt Sat 12:00PM","28","2.55","3%","455.9","9","0%"
"Hilliard, Justin","OHSt","LB","Jr","306","FA","OreSt Sat 12:00PM","28","2.55","0%","-","9","-"
"Thomas, Deontre","Neb","DL","So","307","FA","Akr Sat 8:00PM","28","4.67","0%","-","9","-"
"Bowen, Ja'merez","Ind","DL","Sr","308","FA","@FLInt Sat 7:00PM","27","4.5","0%","-","10","-"
"Miller, Jarvis","PSU","LB","Jr","309","FA","App Sat 3:30PM","27","6.75","0%","-","6","-"
"Saunders, C.J.","OHSt","WR,FLX","Sr","310","FA","OreSt Sat 12:00PM","26.5","3.31","0%","-","9","0%"
"Bergin, Chris","NW","LB","So","311","FA","@Purd Thu 8:00PM","26.5","3.79","0%","-","4","-"
"Shelton, Antonio","PSU","DL","So","312","FA","App Sat 3:30PM","26.5","8.83","0%","-","6","-"
"Ingold, Alec","Wisc","RB,FLX","Sr","313","FA","W Ky Fri 9:00PM","26","3.71","0%","-","5","0%"
"DeGroot, Dawson","Ill","DB","So","314","FA","Kent Sat 12:00PM","26","6.5","0%","-","5","-"
"Knight, Qwuantrezz","MD","DB","Jr","315","FA","Tex Sat 12:00PM","26","3.25","0%","-","5","-"
"Layne, Raheem","Ind","DB","So","316","FA","@FLInt Sat 7:00PM","26","3.71","0%","-","10","-"
"Rand, Garrett","Wisc","DL","Jr","317","FA","W Ky Fri 9:00PM","26","2.36","0%","-","5","-"
"Riggins, A'Shon","Ind","DB","Jr","318","FA","@FLInt Sat 7:00PM","26","5.2","0%","-","10","-"
"Green, Cameron","NW","TE,FLX","Jr","319","FA","@Purd Thu 8:00PM","25","3.12","1%","-","4","0%"
"Sokol, Matt","MSU","TE,FLX","Sr","320","FA","UtSt Fri 7:00PM","25","2.08","0%","-","3","0%"
"Jordan, Ellison","PSU","DL","So","321","FA","App Sat 3:30PM","25","4.17","0%","-","6","-"
"Huff, Julian","Minn","LB","Sr","322","FA","NMSt Thu 7:00PM","24.5","4.08","0%","-","5","-"
"Johnson, Jan","PSU","LB","Jr","323","FA","App Sat 3:30PM","24.5","4.9","0%","-","6","-"
"Johnson, Hunter","NW","QB,FLX","So","324","FA","@Purd Thu 8:00PM","24","3.43","0%","-","4","0%"
"Bell, Christian","Wisc","LB","So","325","FA","W Ky Fri 9:00PM","24","12","0%","-","5","-"
"Riep, Amir","OHSt","DB","So","326","FA","OreSt Sat 12:00PM","24","3.43","0%","-","9","-"
"Taylor, Garrett","PSU","DB","Jr","327","FA","App Sat 3:30PM","24","2.67","0%","-","6","-"
"Thompson, Tyriq","MSU","LB","Jr","328","FA","UtSt Fri 7:00PM","24","4","0%","-","3","-"
"Brookins, Ricky","Ind","RB,FLX","Sr","329","FA","@FLInt Sat 7:00PM","23","2.3","0%","-","10","0%"
"Bradley, Jaylin","Neb","RB,FLX","So","330","FA","Akr Sat 8:00PM","22.5","4.5","0%","-","9","0%"
"Pace, JR","NW","DB","So","331","FA","@Purd Thu 8:00PM","22.3","3.72","0%","-","4","-"
"Wright, Terry","Purd","WR,FLX","Sr","332","FA","NW Thu 8:00PM","22","2.2","0%","-","6","0%"
"Blackmon, Antonio","Purd","DB","Sr","333","FA","NW Thu 8:00PM","22","3.14","0%","-","6","-"
"Fox, Nathan","NW","LB","Jr","334","FA","@Purd Thu 8:00PM","22","5.5","0%","-","4","-"
"Glasgow, Jordan","Mich","LB,DB","Sr","335","FA","@ND Sat 7:30PM","22","3.14","0%","-","9","-"
"McLean, Adam","MD","DL","Jr","336","FA","Tex Sat 12:00PM","22","3.14","0%","-","5","-"
"Miller, Collin","Neb","LB","So","337","FA","Akr Sat 8:00PM","22","4.4","0%","-","9","-"
"Oxley, Ben","NW","DL","Sr","338","FA","@Purd Thu 8:00PM","22","2.75","0%","-","4","-"
"Paye, Kwity","Mich","DL","So","339","FA","@ND Sat 7:30PM","22","11","0%","-","9","-"
"Uche, Josh","Mich","LB","Jr","340","FA","@ND Sat 7:30PM","22","11","0%","-","9","-"
"Umlor, Nate","Minn","DL","So","341","FA","NMSt Thu 7:00PM","22","3.14","0%","-","5","-"
"Black, Tarik","Mich","WR,FLX","So","342","FA","@ND Sat 7:30PM","21.5","7.17","100%","158.6","9","0%"
"Welch, Kristian","Iowa","LB","Jr","343","FA","NIU Sat 3:30PM","21.3","7.1","0%","-","5","-"
"Bush, AJ","Ill","QB,FLX","Sr","344","WW","Kent Sat 12:00PM","21","4.2","0%","-","5","0%"
"Polk, Brandon","PSU","WR,FLX","Jr","345","FA","App Sat 3:30PM","20","2.22","0%","-","6","0%"
"Stoll, Jack","Neb","TE,FLX","So","346","FA","Akr Sat 8:00PM","20","4","6%","389.1","9","0%"
"Cooper, Jake","PSU","LB","Sr","347","FA","App Sat 3:30PM","20","3.33","0%","-","6","-"
"Everett, Gavin","Ind","DL","Jr","348","FA","@FLInt Sat 7:00PM","20","4","0%","-","10","-"
"Long, Dominique","MSU","DB","So","349","FA","UtSt Fri 7:00PM","20","2.5","0%","-","3","-"
"Randle, Brandon","MSU","LB","So","350","FA","UtSt Fri 7:00PM","20","2.5","0%","-","3","-"
"Werner, Pete","OHSt","LB","So","351","FA","OreSt Sat 12:00PM","19.5","3.9","0%","-","9","-"
"Wilson, Brandon","Ind","DL","Jr","352","FA","@FLInt Sat 7:00PM","19.5","3.25","0%","-","10","-"
"Brown, Torrence","PSU","DL","Sr","353","FA","App Sat 3:30PM","18.5","6.17","0%","-","6","-"
"Berry, Rashod","OHSt","TE,FLX","Jr","354","FA","OreSt Sat 12:00PM","18","6","20%","185.11","9","0%"
"Bergin, Joe","NW","DB","Jr","355","FA","@Purd Thu 8:00PM","18","2.25","0%","-","4","-"
"Bryant, Khalil","Ind","DB","Jr","356","FA","@FLInt Sat 7:00PM","18","4.5","0%","-","10","-"
"Devers, Tai'yon","Minn","DL","Jr","357","FA","NMSt Thu 7:00PM","18","9","0%","-","5","-"
"Moten IV, John","NW","RB,FLX","Jr","358","FA","@Purd Thu 8:00PM","17.5","2.92","0%","-","4","0%"
"Harris, Justus","Minn","DB","So","359","FA","NMSt Thu 7:00PM","17.5","5.83","0%","-","5","-"
"Neuville, Zander","Wisc","TE,FLX","Sr","360","FA","W Ky Fri 9:00PM","17","2.43","0%","-","5","0%"
"Roberts, Jelani","NW","WR,FLX","Sr","361","FA","@Purd Thu 8:00PM","17","2.83","0%","-","4","0%"
"Mone, Bryan","Mich","DL","Sr","362","FA","@ND Sat 7:30PM","17","5.67","0%","-","9","-"
"Burgess, Jarrett","Purd","WR,FLX","Sr","363","FA","NW Thu 8:00PM","16.5","4.12","0%","-","6","0%"
"Hale, Donavan","Ind","WR,FLX","Jr","364","FA","@FLInt Sat 7:00PM","16.5","8.25","0%","-","10","0%"
"Brown, Jesse","NW","RB,FLX","So","365","FA","@Purd Thu 8:00PM","16","1.78","0%","-","4","0%"
"Jones, Amani","Iowa","LB","Jr","366","FA","NIU Sat 3:30PM","16","2","0%","-","5","-"
"McPhearson, Zech","PSU","DB","So","367","FA","App Sat 3:30PM","16","3.2","0%","-","6","-"
"Thomas, Ambry","Mich","DB","So","368","FA","@ND Sat 7:30PM","15","1.36","0%","-","9","-"
"Bondoc, Evan","Wisc","DB","Sr","369","FA","W Ky Fri 9:00PM","14","2.33","0%","-","5","-"
"Ellis, Ray","Purd","DL","Sr","370","FA","NW Thu 8:00PM","14","14","0%","-","6","-"
"Fatukasi, Olakunle","Rut","LB","So","371","FA","TxSt Sat 12:00PM","14","2.8","0%","-","9","-"
"Jones, Reakwon","Ind","LB","Jr","372","FA","@FLInt Sat 7:00PM","14","2.8","0%","-","10","-"
"McGinnis, Michael","Ind","LB","Sr","373","FA","@FLInt Sat 7:00PM","14","2.8","0%","-","10","-"
"Miller, Grayson","MSU","LB,DB","Sr","374","FA","UtSt Fri 7:00PM","14","3.5","0%","-","3","-"
"Stevens, Lawrence","Rut","DB","So","375","FA","TxSt Sat 12:00PM","14","2.8","0%","-","9","-"
"Underwood, Nick","MD","LB","Jr","376","FA","Tex Sat 12:00PM","14","3.5","0%","-","5","-"
"Woods, J'Marick","Mich","DB","So","377","FA","@ND Sat 7:30PM","14","3.5","0%","-","9","-"
"Davis, Trenard","Ill","WR,FLX","Jr","378","FA","Kent Sat 12:00PM","13","2.17","0%","-","5","0%"
"Dwumfour, Michael","Mich","DL","Jr","379","FA","@ND Sat 7:30PM","13","6.5","0%","-","9","-"
"Gooden, Mark","NW","DL","So","380","FA","@Purd Thu 8:00PM","13","6.5","0%","-","4","-"
"Battle, Rashawn","Rut","LB","So","381","FA","TxSt Sat 12:00PM","12.5","6.25","0%","-","9","-"
"Mason, Ben","Mich","RB,FLX","So","382","FA","@ND Sat 7:30PM","12","2.4","0%","-","9","0%"
"Burrell, Eric","Wisc","DB","So","383","FA","W Ky Fri 9:00PM","12","3","0%","-","5","-"
"Eifler, Milo","Ill","LB","So","384","WW","Kent Sat 12:00PM","12","2.4","0%","-","5","-"
"Ferguson, Tyrin","Neb","LB","Jr","385","FA","Akr Sat 8:00PM","12","4","0%","-","9","-"
"Marshall, Lawrence","Mich","DL","Sr","386","FA","@ND Sat 7:30PM","12","2","0%","-","9","-"
"Williamson, Marcus","OHSt","DB","So","387","FA","OreSt Sat 12:00PM","12","3","0%","-","9","-"
"Griffin-Stewart, Nakia","Rut","TE,FLX","Jr","388","FA","TxSt Sat 12:00PM","11","1.22","0%","-","9","0%"
"Howard, Phillip","Minn","WR,FLX","So","389","FA","NMSt Thu 7:00PM","10","1.67","0%","-","5","0%"
"Carney Jr., Owen","Ill","DL","So","390","FA","Kent Sat 12:00PM","10","3.33","0%","-","5","-"
"Dixon, Breon","Neb","LB,DB","So","391","FA","Akr Sat 8:00PM","10","3.33","0%","-","9","-"
"Gil, Devin","Mich","LB","Jr","392","FA","@ND Sat 7:30PM","10","2","0%","-","9","-"
"James, Isaac","Ind","DB","Jr","393","FA","@FLInt Sat 7:00PM","10","2.5","0%","-","10","-"
"Jones, Cornel","Purd","LB","So","394","FA","NW Thu 8:00PM","10","2.5","0%","-","6","-"
"Mends, Aaron","Iowa","LB","Sr","395","FA","NIU Sat 3:30PM","10","3.33","0%","-","5","-"
"Niemann, Nick","Iowa","LB","So","396","FA","NIU Sat 3:30PM","10","2","0%","-","5","-"
"Penniston, Kyle","Wisc","TE,FLX","Jr","397","FA","W Ky Fri 9:00PM","9","1.8","3%","331.9","5","0%"
"Petrishen, John","PSU","DB","Jr","398","FA","App Sat 3:30PM","9","4.5","0%","-","6","-"
"Corbin, Reggie","Ill","RB,FLX","Jr","399","FA","Kent Sat 12:00PM","8.5","1.21","0%","-","5","0%"
"Majette, Mike","Ind","RB,FLX","Sr","400","FA","@FLInt Sat 7:00PM","8","2","0%","-","10","0%"
"Reams, Caleb","Ill","WR,TE,FLX","Jr","401","FA","Kent Sat 12:00PM","8","2.67","0%","-","5","0%"
"Reimers, Bryan","Neb","WR,FLX","Sr","402","FA","Akr Sat 8:00PM","8","4","0%","-","9","0%"
"Zico, Isaac","Purd","WR,FLX","Sr","403","FA","NW Thu 8:00PM","8","2","7%","-","6","0%"
"Alexander, Dillon","MSU","DL","Sr","404","FA","UtSt Fri 7:00PM","8","2.67","0%","-","3","-"
"Cowart, Byron","MD","DL","Jr","405","FA","Tex Sat 12:00PM","8","4","0%","-","5","-"
"Jansen, Garret","Iowa","DL","Jr","406","FA","NIU Sat 3:30PM","8","2","0%","-","5","-"
"Mondesir, Marc","Ill","DL,LB","So","407","FA","Kent Sat 12:00PM","8","2","0%","-","5","-"
"Person, Tre","MSU","DB","So","408","FA","UtSt Fri 7:00PM","8","2.67","0%","-","3","-"
"Roberts, Avery","Neb","LB","So","409","FA","Akr Sat 8:00PM","8","2","0%","-","9","-"
"Ross, Josh","Mich","LB","So","410","FA","@ND Sat 7:30PM","8","2","0%","-","9","-"
"Stovall, Jeramiah","Neb","DB","Jr","411","FA","Akr Sat 8:00PM","8","2","0%","-","9","-"
"Wint, Jahsen","OHSt","DB","So","412","FA","OreSt Sat 12:00PM","8","2","0%","-","9","-"
"Bowers, Nick","PSU","TE,FLX","Jr","413","FA","App Sat 3:30PM","7","7","9%","285.76","6","0%"
"Douglas, Demetrius","Minn","WR,FLX","So","414","FA","NMSt Thu 7:00PM","7","2.33","0%","-","5","0%"
"Melton, Bo","Rut","WR,FLX","So","415","FA","TxSt Sat 12:00PM","7","1.4","5%","-","9","0%"
"Eubanks, Nick","Mich","TE,FLX","Jr","416","FA","@ND Sat 7:30PM","6.5","6.5","0%","-","9","0%"
"Bobak, Christian","Ill","RB,FLX,DB","So","417","FA","Kent Sat 12:00PM","6","1.5","0%","-","5","0%"
"Catlett, Keyron","Purd","WR,FLX","So","418","FA","NW Thu 8:00PM","6","3","0%","-","6","0%"
"Chiaokhiao-Bowman, Ramaud","NW","WR,FLX","So","419","FA","@Purd Thu 8:00PM","6","1.5","0%","-","4","0%"
"Davenport, Jahrvis","MD","WR,FLX","Sr","420","FA","Tex Sat 12:00PM","6","0.75","0%","-","5","0%"
"Miller, Cam","Ill","QB,FLX","So","421","FA","Kent Sat 12:00PM","6","3","0%","-","5","0%"
"Anderson, Avery","Neb","DB","Jr","422","FA","Akr Sat 8:00PM","6","2","0%","-","9","-"
"Burks, Noah","Wisc","LB","So","423","FA","W Ky Fri 9:00PM","6","2","0%","-","5","-"
"Cason, Tim","Purd","DB","Sr","424","FA","NW Thu 8:00PM","6","3","0%","-","6","-"
"Garrett, Haskell","OHSt","DL","So","425","FA","OreSt Sat 12:00PM","6","3","0%","-","9","-"
"Hockaday, Jack","Iowa","LB","Sr","426","FA","NIU Sat 3:30PM","6","3","0%","-","5","-"
"Jones, Keiwan","Purd","DL","Sr","427","FA","NW Thu 8:00PM","6","3","0%","-","6","-"
"Kemp, Carlo","Mich","DL","Jr","428","FA","@ND Sat 7:30PM","6","1.5","0%","-","9","-"
"Knight, James","Ill","LB","So","429","FA","Kent Sat 12:00PM","6","2","0%","-","5","-"
"St-Juste, Benjamin","Mich","DB","So","430","FA","@ND Sat 7:30PM","6","2","0%","-","9","-"
