"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","FRTDY","Int","IntYd","Sk","SkY","Tk","Stf","StY","Sft","RtTY","BFGTDY","TD"
"Veingrad, Ryan","Mich","TE,FLX,DL","So","328","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wainwright, Muhammad","Rut","TE,FLX,DL","Sr","329","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Welde, Christopher","PSU","RB,WR,FLX,DB","Jr","330","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"West, Jacob","Mich","QB,FLX,DB","Sr","331","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Abdulaziz, Rani","Rut","DB","Fr","332","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Abraham, Kessawn","Rut","DB","Fr","333","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abrams, Jacob","Purd","DB","Fr","334","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Ahanotu, Mayan","Minn","DL","Fr","335","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Jalen","MD","DL","Fr","336","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Jaylan","Purd","LB","Fr","337","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Quayshon","Neb","LB","So","338","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Allen, Thomas","Ind","LB","Fr","339","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Alston, David","Neb","LB","Fr","340","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Danny","Minn","LB","Fr","341","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Anderson, Fyn","Neb","DL","Jr","342","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Anderson, Nick","Iowa","LB","Jr","343","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Nihym","MD","LB","Fr","344","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrea, Alec","Ill","DB","Fr","345","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrighetto, Lucas","Mich","DB","Fr","346","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony, Jordan","Mich","LB","So","347","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Anyanwu, Chee","NW","LB","Fr","348","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Archer, Jake","Neb","LB","Fr","349","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Asher, Jones","Purd","LB","Fr","350","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aune, Josh","Minn","DB","Fr","351","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Avery, Calvin","Ill","DL","Fr","352","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Avery, Tre","Rut","DB","So","353","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Baca, Steve","MD","LB","Jr","354","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Balistreri, Michael","Wisc","DL","Fr","355","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Ball, Elijah","Purd","DB","Fr","356","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banderas, Anthony","Neb","LB","Fr","357","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banks, Sevyn","OHSt","DB","Fr","358","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barber, Damion","PSU","DL","Fr","359","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Barron, Ty","Minn","LB","Fr","360","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barrow, Malik","OHSt","DL","So","361","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Barrow, Tim","Rut","DB","Fr","362","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Baun, Zack","Wisc","LB","Jr","363","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Baylor, Tyler","MD","DL","Fr","364","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bazzie, Fofie","MD","DB","Fr","365","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Beery, Britt","Ind","DL","Fr","366","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Beesley, Drew","MSU","DL","So","367","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Benson, Seth","Iowa","LB","Fr","368","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bernat, Nolan","Ill","DB","Jr","369","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Blake, Wyatt","NW","DL","Fr","370","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blaylock, Travian","Wisc","DB","Fr","371","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Boone, Raymond","MD","DB","Fr","372","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bordner, Brendan","Rut","DL","Fr","373","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Brents, Julius","Iowa","DB","Fr","374","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brooks, Ellis","PSU","LB","Fr","375","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Brown, DJ","PSU","DB","Fr","376","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Brown, Shakur","MSU","DB","Fr","377","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Brown, Sydney","Ill","DB","Fr","378","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Verdis","Ill","DL","Fr","379","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brownlee, David","MD","LB","Fr","380","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryant, Alfred","Ind","DL","Fr","381","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bullock, Brian","NW","DB","So","382","FA","@Purd Thu 8:00PM","0","0","4","-","-","1","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bullock, Izaia","Rut","LB","Jr","383","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bunner, Bradley","Neb","DB","Fr","384","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burgess, Juwan","Ind","DB","Fr","385","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Burnam, Mo","Ind","LB","Fr","386","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Burton, Donte","Wisc","DB","Fr","387","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Butler, Jabari","PSU","DB","Jr","388","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Cage, Jerron","OHSt","DL","Fr","389","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Campbell, Chance","MD","LB","Fr","390","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Campbell, Roderick","NW","DB","Jr","391","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Campos, Ben","Iowa","LB","Fr","392","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Carlson, John","Iowa","LB","Fr","393","WW","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carnifax, Tommy","NW","DL","So","394","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Casey, Aaron","Ind","LB","Fr","395","WW","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cassidy, Chris","Neb","LB","Fr","396","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cesarz, Ethan","Wisc","LB","Fr","397","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Chamberlain, Bryce","Mich","LB","Fr","398","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chizmar, Max","PSU","LB","Fr","399","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Clark, Braxton","Neb","DB","Fr","400","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cochran, Tyler","Mich","DB","Jr","401","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Coghlan, Sean","Ill","LB","Fr","402","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Colbert, Djimon","Iowa","LB,DB","Fr","403","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Cook, Wyatt","MD","LB","Sr","404","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cox, Aaron","OHSt","DL","So","405","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Cox, Ethan","Neb","DB","Fr","406","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Craddieth, Dallas","Iowa","DB","Fr","407","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cravaack, Jack","Purd","DL","Fr","408","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Creamer, Trey","Iowa","DB","Fr","409","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Criddle, Alex","Purd","DL","Jr","410","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Culpepper, Judge","PSU","DL","Fr","411","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel II, PC","Ill","DB","Fr","412","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniels, Allen","Purd","DL","Fr","413","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Daniels, Damion","Neb","DL","Fr","414","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Daniels, Joseph","Ind","DB","Fr","415","WW","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis, Jared","Mich","DB","So","416","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Day, David","Purd","DB","Jr","417","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Day, Parker","Rut","DB","Fr","418","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Deen, Branson","Purd","DL","Fr","419","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dicerbo, Antonio","MD","DL","So","420","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Dietzen, Boyd","Wisc","DL","Fr","421","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dinsdale, Colton","Iowa","DB","Jr","422","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dix, Donnell","PSU","DL","Sr","423","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domann, JoJo","Neb","DB","So","424","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Donald, Noah","OHSt","DL","Jr","425","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Doyle, Dillon","Iowa","LB","Fr","426","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drobocky, Dane","Mich","DL","Jr","427","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"DuMond, Joe","PSU","DL,LB","Jr","428","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Duggan, Jaohne","Rut","DL","Fr","429","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Dunaway, Jack","Mich","LB","Sr","430","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Durr, Coney","Minn","DB","Jr","431","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Duwa, Levi","Iowa","DL","Fr","432","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Egbuaba, Nnamdi","MD","LB","Sr","433","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Eley, Ayinde","MD","LB","Fr","434","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Estes, Rey","Minn","DB","Fr","435","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Evans, Joe","Iowa","LB","Fr","436","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Faison-Walden, Brelin","PSU","LB","Fr","437","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Fakasiieiki, Semisi","Purd","DL,LB","So","438","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Fakih, Adam","Mich","LB","So","439","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Fankhauser, Owen","OHSt","DB","Jr","440","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Faustin, Sammy","Mich","DB","Fr","441","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Feist, Colton","Neb","DL","Fr","442","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fitzgerald, Bryant","Ind","DB","Fr","443","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Flythe, Vincent","MD","DB","Fr","444","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fontaine, Austin","MD","DL","Fr","445","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franklin, Jaylan","Wisc","LB","Fr","446","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frederick, Corbin","Neb","DB","Fr","447","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Friday, Tyler","OHSt","DL","Fr","448","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gaddy, Brandon","MD","DL","Fr","449","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Gaddy, Breyon","MD","DL","Fr","450","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Gant, Dallas","OHSt","LB","Fr","451","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garvin, Jelani Ray","Rut","DB","Jr","452","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"George, Joey","Mich","DL","Fr","453","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gervin, Kalon","MSU","DB","Fr","454","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gibson, Jerry","Minn","DL","Sr","455","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Glasgow, Cherokee","MD","DL","Fr","456","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Goetz, C.J.","Wisc","LB","Fr","457","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Goldsberry, Owen","Mich","DB","Fr","458","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gordon, Trent","PSU","DB","Fr","459","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gotay, Fa'Najae","MD","LB","Fr","460","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grady, Griffin","Wisc","LB","So","461","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Gray, Vincent","Mich","DB","Fr","462","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Gemon","Mich","DB","Fr","463","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, German","Mich","DB","Fr","464","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green, Kendrick","Ill","DL","Fr","465","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Green-May, Izayah","Wisc","LB","Fr","466","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Griggs, Jason","Rut","DL","So","467","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Grodman, Louis","Mich","DB","Sr","468","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Guthrie, Trenton","Minn","LB","Fr","469","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hamdan, Zaid","OHSt","DL","Fr","470","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hampton, A.J.","NW","DB","Fr","471","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hansard, Fred","PSU","DL","Fr","472","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hansen, Jake","Ill","LB","So","473","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hardge III, Ron","Ill","DB","Fr","474","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hartlaub, Drew","PSU","DB","Fr","475","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Harvey, Noah","MSU","LB","Fr","476","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hawkins, Aeneas","PSU","DL","Fr","477","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Head Jr., James","Ind","DL","Fr","478","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Henderson, Xavier","MSU","DB","Fr","479","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Henningsen, Matt","Wisc","DL","Fr","480","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Heyroth, Jacob","Wisc","LB","Fr","481","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hickcox, Noah","Minn","DL","Fr","482","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hicks, Faion","Wisc","DB","Fr","483","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hill, Ronnie","Purd","DB","Jr","484","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hiller, Austin","NW","DB","Fr","485","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hittle, Logan","OHSt","LB","Jr","486","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hollins, Jacob","Ill","LB","Fr","487","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holmes, Ezekiel","Ill","DL","Fr","488","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honas, Will","Neb","LB","Jr","489","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hooker, Marcus","OHSt","DB","Fr","490","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Howden, Jordan","Minn","DB","Fr","491","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hudetz, Troy","NW","LB","So","492","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Humphries, Isaiah","PSU","DB","Fr","493","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hutchinson, Aidan","Mich","DL","Fr","494","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Irving-Bey, Deron","Mich","DL","So","495","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Izien, Christian","Rut","DB","Fr","496","WW","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson, Antwuan","OHSt","DL","So","497","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson, Bryce","NW","DB","Fr","498","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Jackson, Damian","Neb","DL","Fr","499","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Jackson, Will","Neb","DB","Jr","500","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacobus, Dalles","Iowa","DL","So","501","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Jarzynka, Matt","Neb","DL","Sr","502","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Jean-Baptiste, Javontae","OHSt","DL","Fr","503","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson, Pernell","Neb","LB","So","504","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Jennings, Deion","Rut","LB","Fr","505","WW","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
