"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","FRTDY","Int","IntYd","Sk","SkY","Tk","Stf","StY","Sft","RtTY","BFGTDY","TD"
"Marchese, Jimmy","Ill","LB","Jr","157","FA","Kent Sat 12:00PM","38","7.6","5","-","-","5","0","0","0","0.0","0","18","1","0","0","0","0","0"
"Samuels, Kayton","Ind","DL","Sr","158","FA","@FLInt Sat 7:00PM","38","4.22","10","-","-","9","0","0","0","1.0","8","12","1","8","0","0","0","0"
"Landers, Robert","OHSt","DL","Jr","159","FA","OreSt Sat 12:00PM","36.5","6.08","9","-","-","6","0","0","0","0.0","0","10","5","13","0","0","0","0"
"Shogbonyo, Ayo","Ill","DL,LB","So","160","FA","Kent Sat 12:00PM","36.5","5.21","5","-","-","7","0","0","0","0.0","0","17","1","1","0","0","0","0"
"Barnes, Derrick","Purd","LB","So","161","FA","NW Thu 8:00PM","35.5","4.44","6","-","-","8","0","0","0","0.0","0","17","0.5","1","0","0","0","0"
"Hardy, Kamal","Purd","DB","Sr","162","FA","NW Thu 8:00PM","35.4","8.85","6","-","-","4","0","1","34","0.0","0","13","0","0","0","0","0","0"
"Pryor, Isaiah","OHSt","DB","So","163","FA","OreSt Sat 12:00PM","35","5","9","-","-","7","0","0","0","1.0","7","11","1","7","0","0","0","0"
"Brand, Bryce","MD","DL","So","164","FA","Tex Sat 12:00PM","34","4.86","5","-","-","7","0","0","0","1.0","2","13","1","2","0","0","0","0"
"Castro-Fields, Tariq","PSU","DB","So","165","FA","App Sat 3:30PM","34","4.86","6","-","-","7","0","1","0","0.0","0","10","2","8","0","0","0","0"
"Okudah, Jeffrey","OHSt","DB","So","166","FA","OreSt Sat 12:00PM","34","3.78","9","-","-","9","0","0","0","0.0","0","17","0","0","0","0","0","0"
"Previlon, Willington","Rut","DL","Jr","167","FA","TxSt Sat 12:00PM","34","4.25","9","-","-","8","0","0","0","1.0","2","13","1","2","0","0","0","0"
"Smiley, Simeon","Purd","DB","So","168","FA","NW Thu 8:00PM","34","3.78","6","-","-","9","0","0","0","0.0","0","17","0","0","0","0","0","0"
"Jones, Naquan","MSU","DL","So","169","FA","UtSt Fri 7:00PM","33","3.3","3","-","-","10","0","0","0","0.0","0","13","2","6","0","0","0","0"
"Bootle, Dicaprio","Neb","DB","So","170","FA","Akr Sat 8:00PM","32.5","4.06","9","-","-","8","0","0","0","0.0","0","15","1","1","0","0","0","0"
"Farrar, Arrington","Wisc","LB","Sr","171","FA","W Ky Fri 9:00PM","32","5.33","5","-","-","6","0","0","0","0.0","0","16","0","0","0","0","0","0"
"Browning, Baron","OHSt","LB","So","172","FA","OreSt Sat 12:00PM","31.5","6.3","9","-","-","5","0","0","0","0.0","0","14","1.5","1","0","0","0","0"
"Johnson, Tyler","Wisc","LB","Jr","173","FA","W Ky Fri 9:00PM","31.5","5.25","5","-","-","6","0","0","0","1.0","5","8","2","10","0","0","0","0"
"Jones, Keandre","OHSt","LB","Jr","174","FA","OreSt Sat 12:00PM","31.5","3.94","9","-","-","8","0","0","0","0.0","0","15","0.5","1","0","0","0","0"
"King, Sedrick","Neb","LB","Sr","175","FA","Akr Sat 8:00PM","31.5","6.3","9","-","-","5","0","0","0","0.0","0","14","1.5","1","0","0","0","0"
"Maskalunas, Mike","Wisc","LB","So","176","FA","W Ky Fri 9:00PM","31","4.43","5","-","-","7","0","0","0","0.0","0","11","1","14","0","0","0","0"
"Smith, Tyson","MSU","DB","Sr","177","FA","UtSt Fri 7:00PM","30.3","6.06","3","-","-","5","0","1","38","0.0","0","5","1.5","3","0","0","0","1"
"Austin, Blessuan","Rut","DB","Sr","178","FA","TxSt Sat 12:00PM","30","7.5","9","-","-","4","0","1","0","0.0","0","12","0","0","0","0","0","0"
"Adams, Tony","Ill","DB","So","179","FA","Kent Sat 12:00PM","29","5.8","5","-","-","5","0","1","0","1.0","1","8","1","1","0","0","0","0"
"Bullough, Byron","MSU","LB","Sr","180","FA","UtSt Fri 7:00PM","29","3.22","3","-","-","9","0","0","0","0.0","0","13","1","2","0","0","0","0"
"Butler, Josh","MSU","DB","Jr","181","FA","UtSt Fri 7:00PM","29","4.14","3","-","-","7","0","0","0","0.5","2","12","0.5","2","0","0","0","0"
"Wyatt, Fred","NW","DL","Sr","182","FA","@Purd Thu 8:00PM","28.5","2.85","4","-","-","10","0","0","0","0.0","0","11","1.5","7","0","0","0","0"
"Hilliard, Justin","OHSt","LB","Jr","183","FA","OreSt Sat 12:00PM","28","2.55","9","-","-","11","0","0","0","0.0","0","14","0","0","0","0","0","0"
"Thomas, Deontre","Neb","DL","So","184","FA","Akr Sat 8:00PM","28","4.67","9","-","-","6","0","0","0","0.0","0","14","0","0","0","0","0","0"
"Bowen, Ja'merez","Ind","DL","Sr","185","FA","@FLInt Sat 7:00PM","27","4.5","10","-","-","6","0","0","0","0.5","4","10","0.5","4","0","0","0","0"
"Miller, Jarvis","PSU","LB","Jr","186","FA","App Sat 3:30PM","27","6.75","6","-","-","4","0","0","0","1.0","1","10","1","1","0","0","0","0"
"Bergin, Chris","NW","LB","So","187","FA","@Purd Thu 8:00PM","26.5","3.79","4","-","-","7","0","0","0","0.0","0","12","1","1","0","0","0","0"
"Shelton, Antonio","PSU","DL","So","188","FA","App Sat 3:30PM","26.5","8.83","6","-","-","3","0","0","0","1.0","4","6","2.5","7","0","0","0","0"
"DeGroot, Dawson","Ill","DB","So","189","FA","Kent Sat 12:00PM","26","6.5","5","-","-","4","0","0","0","0.0","0","13","0","0","0","0","0","0"
"Knight, Qwuantrezz","MD","DB","Jr","190","FA","Tex Sat 12:00PM","26","3.25","5","-","-","8","0","0","0","0.0","0","13","0","0","0","0","0","0"
"Layne, Raheem","Ind","DB","So","191","FA","@FLInt Sat 7:00PM","26","3.71","10","-","-","7","0","0","0","0.0","0","13","0","0","0","0","0","0"
"Rand, Garrett","Wisc","DL","Jr","192","FA","W Ky Fri 9:00PM","26","2.36","5","-","-","11","0","0","0","0.0","0","13","0","0","0","0","0","0"
"Riggins, A'Shon","Ind","DB","Jr","193","FA","@FLInt Sat 7:00PM","26","5.2","10","-","-","5","0","0","0","0.0","0","13","0","0","0","0","0","0"
"Jordan, Ellison","PSU","DL","So","194","FA","App Sat 3:30PM","25","4.17","6","-","-","6","0","0","0","0.5","3","9","1","3","0","0","0","0"
"Huff, Julian","Minn","LB","Sr","195","FA","NMSt Thu 7:00PM","24.5","4.08","5","-","-","6","0","0","0","0.0","0","11","1","1","0","0","0","0"
"Johnson, Jan","PSU","LB","Jr","196","FA","App Sat 3:30PM","24.5","4.9","6","-","-","5","0","0","0","0.0","0","11","1","1","0","0","0","0"
"Bell, Christian","Wisc","LB","So","197","FA","W Ky Fri 9:00PM","24","12","5","-","-","2","0","0","0","1.0","14","2","1","14","0","0","0","0"
"Riep, Amir","OHSt","DB","So","198","FA","OreSt Sat 12:00PM","24","3.43","9","-","-","7","0","1","0","0.0","0","9","0","0","0","0","0","0"
"Taylor, Garrett","PSU","DB","Jr","199","FA","App Sat 3:30PM","24","2.67","6","-","-","9","0","0","0","0.0","0","12","0","0","0","0","0","0"
"Thompson, Tyriq","MSU","LB","Jr","200","FA","UtSt Fri 7:00PM","24","4","3","-","-","6","0","0","0","0.0","0","11","0.5","2","0","0","0","0"
"Pace, JR","NW","DB","So","201","FA","@Purd Thu 8:00PM","22.3","3.72","4","-","-","6","0","2","23","0.0","0","4","0","0","0","0","0","0"
"Blackmon, Antonio","Purd","DB","Sr","202","FA","NW Thu 8:00PM","22","3.14","6","-","-","7","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Fox, Nathan","NW","LB","Jr","203","FA","@Purd Thu 8:00PM","22","5.5","4","-","-","4","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Glasgow, Jordan","Mich","LB,DB","Sr","204","FA","@ND Sat 7:30PM","22","3.14","9","-","-","7","0","0","0","0.0","0","11","0","0","0","0","0","0"
"McLean, Adam","MD","DL","Jr","205","FA","Tex Sat 12:00PM","22","3.14","5","-","-","7","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Miller, Collin","Neb","LB","So","206","FA","Akr Sat 8:00PM","22","4.4","9","-","-","5","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Oxley, Ben","NW","DL","Sr","207","FA","@Purd Thu 8:00PM","22","2.75","4","-","-","8","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Paye, Kwity","Mich","DL","So","208","FA","@ND Sat 7:30PM","22","11","9","-","-","2","0","0","0","1.0","6","4","1.5","8","0","0","0","0"
"Uche, Josh","Mich","LB","Jr","209","FA","@ND Sat 7:30PM","22","11","9","-","-","2","0","0","0","1.0","10","3","1","10","0","0","0","0"
"Umlor, Nate","Minn","DL","So","210","FA","NMSt Thu 7:00PM","22","3.14","5","-","-","7","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Welch, Kristian","Iowa","LB","Jr","211","FA","NIU Sat 3:30PM","21.3","7.1","5","-","-","3","0","1","33","0.0","0","6","0","0","0","0","0","0"
"Cooper, Jake","PSU","LB","Sr","212","FA","App Sat 3:30PM","20","3.33","6","-","-","6","0","0","0","0.0","0","10","0","0","0","0","0","0"
"Everett, Gavin","Ind","DL","Jr","213","FA","@FLInt Sat 7:00PM","20","4","10","-","-","5","0","0","0","0.5","5","6","0.5","5","0","0","0","0"
"Long, Dominique","MSU","DB","So","214","FA","UtSt Fri 7:00PM","20","2.5","3","-","-","8","0","0","0","0.0","0","10","0","0","0","0","0","0"
"Randle, Brandon","MSU","LB","So","215","FA","UtSt Fri 7:00PM","20","2.5","3","-","-","8","0","0","0","1.0","4","5","1","4","0","0","0","0"
"Werner, Pete","OHSt","LB","So","216","FA","OreSt Sat 12:00PM","19.5","3.9","9","-","-","5","0","0","0","0.0","0","9","0.5","1","0","0","0","0"
"Wilson, Brandon","Ind","DL","Jr","217","FA","@FLInt Sat 7:00PM","19.5","3.25","10","-","-","6","0","0","0","0.0","0","9","0.5","1","0","0","0","0"
"Brown, Torrence","PSU","DL","Sr","218","FA","App Sat 3:30PM","18.5","6.17","6","-","-","3","0","0","0","0.0","0","8","1","1","0","0","0","0"
"Williams, Justice","Ill","WR,FLX,LB","Jr","219","FA","Kent Sat 12:00PM","18","2.57","5","0%","0%","7","0","0","0","0.0","0","9","0","0","0","0","0","0"
"Bergin, Joe","NW","DB","Jr","220","FA","@Purd Thu 8:00PM","18","2.25","4","-","-","8","0","0","0","0.0","0","9","0","0","0","0","0","0"
"Bryant, Khalil","Ind","DB","Jr","221","FA","@FLInt Sat 7:00PM","18","4.5","10","-","-","4","0","0","0","0.0","0","9","0","0","0","0","0","0"
"Devers, Tai'yon","Minn","DL","Jr","222","FA","NMSt Thu 7:00PM","18","9","5","-","-","2","0","0","0","1.0","5","3","1.5","5","0","0","0","0"
"Harris, Justus","Minn","DB","So","223","FA","NMSt Thu 7:00PM","17.5","5.83","5","-","-","3","0","0","0","0.0","0","8","0.5","1","0","0","0","0"
"Mone, Bryan","Mich","DL","Sr","224","FA","@ND Sat 7:30PM","17","5.67","9","-","-","3","0","0","0","0.0","0","7","1","2","0","0","0","0"
"Jones, Amani","Iowa","LB","Jr","225","FA","NIU Sat 3:30PM","16","2","5","-","-","8","0","0","0","0.0","0","8","0","0","0","0","0","0"
"McPhearson, Zech","PSU","DB","So","226","FA","App Sat 3:30PM","16","3.2","6","-","-","5","0","0","0","0.0","0","8","0","0","0","0","0","0"
"Thomas, Ambry","Mich","DB","So","227","FA","@ND Sat 7:30PM","15","1.36","9","-","-","11","0","0","0","0.0","0","7","0.5","0","0","0","0","0"
"Bondoc, Evan","Wisc","DB","Sr","228","FA","W Ky Fri 9:00PM","14","2.33","5","-","-","6","0","0","0","0.0","0","7","0","0","0","0","0","0"
"Ellis, Ray","Purd","DL","Sr","229","FA","NW Thu 8:00PM","14","14","6","-","-","1","0","0","0","1.0","6","1","1","6","0","0","0","0"
"Fatukasi, Olakunle","Rut","LB","So","230","FA","TxSt Sat 12:00PM","14","2.8","9","-","-","5","0","0","0","0.0","0","7","0","0","0","0","0","0"
"Jones, Reakwon","Ind","LB","Jr","231","FA","@FLInt Sat 7:00PM","14","2.8","10","-","-","5","0","0","0","0.0","0","7","0","0","0","0","0","0"
"McGinnis, Michael","Ind","LB","Sr","232","FA","@FLInt Sat 7:00PM","14","2.8","10","-","-","5","0","0","0","0.0","0","6","0.5","2","0","0","0","0"
"Miller, Grayson","MSU","LB,DB","Sr","233","FA","UtSt Fri 7:00PM","14","3.5","3","-","-","4","0","0","0","0.0","0","7","0","0","0","0","0","0"
"Stevens, Lawrence","Rut","DB","So","234","FA","TxSt Sat 12:00PM","14","2.8","9","-","-","5","0","0","0","0.0","0","7","0","0","0","0","0","0"
"Underwood, Nick","MD","LB","Jr","235","FA","Tex Sat 12:00PM","14","3.5","5","-","-","4","0","0","0","0.0","0","7","0","0","0","0","0","0"
"Woods, J'Marick","Mich","DB","So","236","FA","@ND Sat 7:30PM","14","3.5","9","-","-","4","0","0","0","0.0","0","7","0","0","0","0","0","0"
"Dwumfour, Michael","Mich","DL","Jr","237","FA","@ND Sat 7:30PM","13","6.5","9","-","-","2","0","0","0","0.5","2","3","1","4","0","0","0","0"
"Gooden, Mark","NW","DL","So","238","FA","@Purd Thu 8:00PM","13","6.5","4","-","-","2","0","0","0","0.0","0","5","1","2","0","0","0","0"
"Battle, Rashawn","Rut","LB","So","239","FA","TxSt Sat 12:00PM","12.5","6.25","9","-","-","2","0","1","25","0.0","0","2","0","0","0","0","0","0"
"Burrell, Eric","Wisc","DB","So","240","FA","W Ky Fri 9:00PM","12","3","5","-","-","4","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Eifler, Milo","Ill","LB","So","241","WW","Kent Sat 12:00PM","12","2.4","5","-","-","5","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Ferguson, Tyrin","Neb","LB","Jr","242","FA","Akr Sat 8:00PM","12","4","9","-","-","3","0","1","0","0.0","0","3","0","0","0","0","0","0"
"Marshall, Lawrence","Mich","DL","Sr","243","FA","@ND Sat 7:30PM","12","2","9","-","-","6","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Williamson, Marcus","OHSt","DB","So","244","FA","OreSt Sat 12:00PM","12","3","9","-","-","4","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Carney Jr., Owen","Ill","DL","So","245","FA","Kent Sat 12:00PM","10","3.33","5","-","-","3","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Dixon, Breon","Neb","LB,DB","So","246","FA","Akr Sat 8:00PM","10","3.33","9","-","-","3","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Gil, Devin","Mich","LB","Jr","247","FA","@ND Sat 7:30PM","10","2","9","-","-","5","0","0","0","0.0","0","5","0","0","0","0","0","0"
"James, Isaac","Ind","DB","Jr","248","FA","@FLInt Sat 7:00PM","10","2.5","10","-","-","4","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Jones, Cornel","Purd","LB","So","249","FA","NW Thu 8:00PM","10","2.5","6","-","-","4","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Mends, Aaron","Iowa","LB","Sr","250","FA","NIU Sat 3:30PM","10","3.33","5","-","-","3","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Niemann, Nick","Iowa","LB","So","251","FA","NIU Sat 3:30PM","10","2","5","-","-","5","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Petrishen, John","PSU","DB","Jr","252","FA","App Sat 3:30PM","9","4.5","6","-","-","2","0","0","0","0.0","0","3","1","2","0","0","0","0"
"Alexander, Dillon","MSU","DL","Sr","253","FA","UtSt Fri 7:00PM","8","2.67","3","-","-","3","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Cowart, Byron","MD","DL","Jr","254","FA","Tex Sat 12:00PM","8","4","5","-","-","2","0","0","0","0.0","0","3","0.5","2","0","0","0","0"
"Jansen, Garret","Iowa","DL","Jr","255","FA","NIU Sat 3:30PM","8","2","5","-","-","4","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Mondesir, Marc","Ill","DL,LB","So","256","FA","Kent Sat 12:00PM","8","2","5","-","-","4","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Person, Tre","MSU","DB","So","257","FA","UtSt Fri 7:00PM","8","2.67","3","-","-","3","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Roberts, Avery","Neb","LB","So","258","FA","Akr Sat 8:00PM","8","2","9","-","-","4","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Ross, Josh","Mich","LB","So","259","FA","@ND Sat 7:30PM","8","2","9","-","-","4","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Stovall, Jeramiah","Neb","DB","Jr","260","FA","Akr Sat 8:00PM","8","2","9","-","-","4","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Wint, Jahsen","OHSt","DB","So","261","FA","OreSt Sat 12:00PM","8","2","9","-","-","4","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Bobak, Christian","Ill","RB,FLX,DB","So","262","FA","Kent Sat 12:00PM","6","1.5","5","0%","0%","4","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Anderson, Avery","Neb","DB","Jr","263","FA","Akr Sat 8:00PM","6","2","9","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Burks, Noah","Wisc","LB","So","264","FA","W Ky Fri 9:00PM","6","2","5","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Cason, Tim","Purd","DB","Sr","265","FA","NW Thu 8:00PM","6","3","6","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Garrett, Haskell","OHSt","DL","So","266","FA","OreSt Sat 12:00PM","6","3","9","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Hockaday, Jack","Iowa","LB","Sr","267","FA","NIU Sat 3:30PM","6","3","5","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Jones, Keiwan","Purd","DL","Sr","268","FA","NW Thu 8:00PM","6","3","6","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Kemp, Carlo","Mich","DL","Jr","269","FA","@ND Sat 7:30PM","6","1.5","9","-","-","4","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Knight, James","Ill","LB","So","270","FA","Kent Sat 12:00PM","6","2","5","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"St-Juste, Benjamin","Mich","DB","So","271","FA","@ND Sat 7:30PM","6","2","9","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Ziemba, Michael","Ind","DL","So","272","FA","@FLInt Sat 7:00PM","6","2","10","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Andrews, Austin","MSU","RB,FLX,DB","So","273","FA","UtSt Fri 7:00PM","4","2","3","0%","0%","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Alexander, Justice","MSU","DL","Jr","274","FA","UtSt Fri 7:00PM","4","4","3","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Aniebonam, Jesse","MD","DL","Sr","275","FA","Tex Sat 12:00PM","4","4","5","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Butler, Tony","Neb","DB","So","276","FA","Akr Sat 8:00PM","4","2","9","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Di Leo, Frank","PSU","LB","Jr","277","FA","App Sat 3:30PM","4","2","6","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Dvorak, Wes","Iowa","DB","Jr","278","FA","NIU Sat 3:30PM","4","2","5","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Golston, Chauncey","Iowa","DL","So","279","FA","NIU Sat 3:30PM","4","2","5","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Hawkins, Brad","Mich","DB","So","280","FA","@ND Sat 7:30PM","4","1.33","9","-","-","3","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Higgins, Kai","Purd","DL","Jr","281","FA","NW Thu 8:00PM","4","2","6","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Kelly-Powell, Jaylen","Mich","DB","So","282","FA","@ND Sat 7:30PM","4","2","9","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Marchese, Michael","Ill","DB","So","283","FA","Kent Sat 12:00PM","4","2","5","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Mueller, Erik","NW","LB","So","284","FA","@Purd Thu 8:00PM","4","2","4","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Newell, Peyton","Neb","DL","Sr","285","FA","Akr Sat 8:00PM","4","4","9","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Saine, Oseh","MD","DL","So","286","FA","Tex Sat 12:00PM","4","4","5","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Sullivan, Eli","Neb","DB","So","287","FA","Akr Sat 8:00PM","4","4","9","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Swenson, Calvin","Minn","DB","So","288","FA","NMSt Thu 7:00PM","4","4","5","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Weinmaster, Jacob","Neb","LB","Jr","289","FA","Akr Sat 8:00PM","4","4","9","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Wilder, Collin","Wisc","DB","Jr","290","WW","W Ky Fri 9:00PM","4","2","5","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Smith, Kendall","Ill","WR,FLX,DB","So","291","FA","Kent Sat 12:00PM","2","2","5","0%","0%","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"White, Brendon","OHSt","WR,FLX,DB","So","292","FA","OreSt Sat 12:00PM","2","2","9","0%","0%","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Bennett, Kenny","MD","DB","Fr","293","FA","Tex Sat 12:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Brown IV, Earnest","NW","DL","So","294","FA","@Purd Thu 8:00PM","2","1","4","-","-","2","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Cone, Madison","Wisc","DB","So","295","FA","W Ky Fri 9:00PM","2","1","5","-","-","2","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Currens, Seth","Wisc","DB","So","296","FA","W Ky Fri 9:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Dever, Kevin","OHSt","DB","So","297","FA","OreSt Sat 12:00PM","2","2","9","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Glackin, Jango","NW","LB","So","298","FA","@Purd Thu 8:00PM","2","2","4","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Howe, Kraig","Wisc","DL","Jr","299","FA","W Ky Fri 9:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Larry, Tobias","Purd","LB","So","300","FA","NW Thu 8:00PM","2","2","6","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Milani, John","Iowa","DB","Jr","301","FA","NIU Sat 3:30PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Neal, DaiShon","Neb","DL","Jr","302","FA","Akr Sat 8:00PM","2","2","9","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Preston, Keldric","Wisc","DL","So","303","FA","W Ky Fri 9:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Spivak, Joe","NW","DL","So","304","FA","@Purd Thu 8:00PM","2","2","4","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Thieneman, Brennan","Purd","DB","So","305","FA","NW Thu 8:00PM","2","2","6","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Vranic, Jason","PSU","LB","Sr","306","FA","App Sat 3:30PM","2","2","6","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Watts, Anthony","Purd","DL","So","307","FA","NW Thu 8:00PM","2","2","6","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Williams, Caesar","Wisc","DB","So","308","FA","W Ky Fri 9:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","309","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","310","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camper, Jack","MSU","TE,FLX,DL","Fr","311","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","312","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","313","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","314","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","315","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","316","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","317","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Holman, Zac","Ill","WR,FLX,DB","Sr","318","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","319","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewis, Rayshad","MD","WR,FLX,DB","So","320","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","321","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McCurry, Jake","Mich","WR,FLX,DB","So","322","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Otte, Simon","Neb","WR,FLX,LB,DB","Fr","323","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pottebaum, Monte","Iowa","RB,FLX,LB","Fr","324","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Santaga, Jon","Minn","QB,FLX,DB","Fr","325","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Seybert, Matt","MSU","TE,FLX,DL","Jr","326","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Taylor, Reese","Ind","WR,FLX,DB","Fr","327","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
