"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","Yds","TD","Int","2Pa","Yds","TD","2Rc","Yds","TD","2Ru","FL","RtY","RtT"
"Hohenstein, Branden","Neb","TE,FLX","So","322","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holland, Jonathan","PSU","TE,FLX","Jr","323","FA","App Sat 3:30PM","0","0","6","0%","0%","4","0","0","0","0","16","0","0","0","0","0","0","9","0"
"Holm, Justin","Neb","WR,FLX","Fr","324","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holman, Berkeley","NW","WR,FLX","Fr","325","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holman, Zac","Ill","WR,FLX,DB","Sr","326","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holmes, Jordan","Ill","WR,FLX","Fr","327","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honas, Todd","Neb","WR,FLX","So","328","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Horvath, Alexander","Purd","RB,FLX","Fr","329","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunt, Andre","Neb","WR,FLX","Fr","330","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ibrahim, Mohamed","Minn","RB,FLX","Fr","331","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivy, TJ","Ind","TE,FLX","Fr","332","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","333","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James, Ryan","Purd","WR,FLX","Fr","334","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Janes, Max","Minn","TE,FLX","Fr","335","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrell, MJ","MD","WR,FLX","Fr","336","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson, JJ","NW","WR,FLX","Fr","337","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson, La'Darius","MSU","RB,FLX","Fr","338","WW","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jelen, Preston","Minn","RB,FLX","Fr","339","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnson, Hunter","Wisc","RB,FLX","Fr","340","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Bradford","Mich","TE,FLX","Sr","341","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Brandon","Ill","RB,TE,FLX","So","342","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Chris","MD","WR,FLX","Sr","343","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Darryl","MD","WR,FLX","Fr","344","WW","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Jeshaun","MD","WR,FLX","Fr","345","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Miles","Neb","RB,WR,FLX","Fr","346","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jones, Shameen","Rut","WR,FLX","Fr","347","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan, Jalen","Rut","WR,TE,FLX","Fr","348","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jurgens, Cameron","Neb","TE,FLX","Fr","349","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kaiser, Brian","NW","TE,FLX","Fr","350","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kapisak, Connor","Iowa","QB,FLX","Fr","351","WW","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelly, Austin","Iowa","RB,FLX","Sr","352","FA","NIU Sat 3:30PM","0","0","5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","7","0"
"Kitrell, Bo","Neb","RB,TE,FLX","Sr","353","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krull, Bryson","Neb","TE,FLX","Fr","354","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krumholz, Adam","Wisc","WR,FLX","So","355","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Krumm, Nick","MSU","WR,FLX","Jr","356","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kujawa, Tommy","Iowa","TE,FLX","Fr","357","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kuntz, Zack","PSU","TE,FLX","Fr","358","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lacewell, Zihir","Rut","WR,FLX","Fr","359","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lansbury, Will","NW","WR,FLX","Fr","360","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Legrone, Katerian","Neb","WR,TE,FLX","Fr","361","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Levis, Will","PSU","QB,FLX","Fr","362","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewandowski, Davis","MSU","WR,FLX","Jr","363","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewis, Eddie","Rut","WR,FLX","Fr","364","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewis, Rayshad","MD","WR,FLX,DB","So","365","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liewer, Wyatt","Neb","WR,FLX","Fr","366","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Line, Ben","MSU","RB,FLX","Sr","367","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lloyd, Ahrod","Ind","RB,FLX","Fr","368","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lloyd, Gabe","Wisc","TE,FLX","So","369","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lockett, Calvin","Iowa","WR,FLX","Fr","370","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lombardi, Rocky","MSU","QB,FLX","Fr","371","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"London, Dominik","Minn","RB,FLX","Fr","372","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lucas, Collin","MSU","RB,FLX","Sr","373","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","374","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lutz, Isaac","PSU","WR,FLX","So","375","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MIlton, Joe","Mich","QB,FLX","Fr","376","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Macius, Mickey","MSU","QB,FLX","Sr","377","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Major, Julian","MSU","WR,FLX","Fr","378","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malone, Derrick","OHSt","TE,FLX","Sr","379","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mangieri, Charlie","NW","TE,FLX","Fr","380","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manns, Jornell","Minn","WR,FLX","Fr","381","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mansell, Peyton","Iowa","QB,FLX","Fr","382","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marchese, Henry","Iowa","WR,FLX","Fr","383","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marshall, Miles","Ind","WR,FLX","Fr","384","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martell, Tate","OHSt","QB,FLX","Fr","385","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martin, Jake","Mich","WR,FLX","Jr","386","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martin, Oliver","Mich","WR,FLX","So","387","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marty, Andrew","NW","QB,FLX","Fr","388","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Masker, Matt","Neb","QB,FLX","Fr","389","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maxwell, Colton","PSU","WR,FLX","So","390","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mays, Sam","Ill","WR,FLX","Sr","391","FA","Kent Sat 12:00PM","0","0","5","0%","0%","1","0","0","0","0","-4","0","0","0","0","0","0","0","0"
"Mazour, Wyatt","Neb","RB,FLX","Jr","392","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McCaffrey, Dylan","Mich","QB,FLX","So","393","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McCurry, Jake","Mich","WR,FLX,DB","So","394","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McFarland, Anthony","MD","RB,FLX","Fr","395","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McGriff, Justin","Neb","WR,FLX","Fr","396","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McMahon, Amari","OHSt","RB,FLX","Jr","397","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McQuitty, Jaevon","Neb","WR,FLX","Fr","398","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Moore, Rondale","Purd","WR,FLX","Fr","399","WW","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morgan, Tanner","Minn","QB,FLX","Fr","400","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morgan, Teldrick","MD","WR,FLX","Sr","401","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morse, Matt","Minn","WR,FLX","Jr","402","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Muhammad, Mustapha","Mich","TE,FLX","Fr","403","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Murphy, Cole","Rut","WR,FLX","Jr","404","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mustapha, Taj","Wisc","WR,FLX","Fr","405","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Myers, Brandon","Rut","RB,FLX","Fr","406","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson, Craig","Ind","RB,FLX","Fr","407","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson, Sean","MD","WR,FLX","Fr","408","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Niro III, Raymond","NW","WR,FLX","Fr","409","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nittolo, Rob","Rut","QB,FLX","Sr","410","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norwood, Jakari","Ill","RB,FLX","Fr","411","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"O'Connell, Aidan","Purd","QB,FLX","Fr","412","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oelsner, Alex","NW","TE,FLX","Fr","413","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ogwuegbu, Ikechukwu","MD","RB,FLX","Jr","414","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Okonkwo, Chigoziem","MD","TE,FLX","Fr","415","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Olave, Chris","OHSt","WR,FLX","Fr","416","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Otte, Simon","Neb","WR,FLX,LB,DB","Fr","417","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pabst, Johnny","Ind","QB,FLX","Fr","418","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pacheco, Isaih","Rut","RB,FLX","Fr","419","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pallissard, Turner","Iowa","RB,FLX","Fr","420","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Palmer, Griffin","Ill","TE,FLX","So","421","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Park, Andrew","MD","TE,FLX","Fr","422","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paulson, Jake","Minn","TE,FLX","Fr","423","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pechac, Kristian","Ind","RB,FLX","Fr","424","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Penix Jr., Michael","Ind","QB,FLX","Fr","425","FA","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perry, Emmet","Wisc","WR,FLX","Fr","426","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Petras, Spencer","Iowa","QB,FLX","Fr","427","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pickerign, Samuel","Minn","QB,FLX","Fr","428","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pihlstrom, Alex","Ill","TE,FLX","Fr","429","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pimentel, Jonathan","Rut","TE,FLX","Fr","430","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plocki, Tyler","Mich","RB,FLX","So","431","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plummer, Jack","Purd","QB,FLX","Fr","432","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pottebaum, Monte","Iowa","RB,FLX,LB","Fr","433","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prater, Garyn","OHSt","WR,FLX","So","434","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prather, James","NW","TE,FLX","Sr","435","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","1","0","0","0","0","9","0","0","0","0","0","0","0","0"
"Pugh, Aslan","Rut","RB,FLX","So","436","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","1","0","0","0","0","0","0","0","5","0","0","0","0","0"
"Pugh, Trey","NW","TE,FLX","So","437","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafdal, Kurt","Neb","TE,FLX","Fr","438","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ragaini, Nico","Iowa","WR,FLX","Fr","439","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reese, Steven","NW","WR,FLX","Jr","440","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rivers II, M.J.","Ill","QB,FLX","Fr","441","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robbins, Brandon","Neb","WR,FLX","Fr","442","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roberts, Austin","Ill","RB,TE,FLX","Sr","443","FA","Kent Sat 12:00PM","0","0","5","0%","0%","2","0","0","0","0","0","0","0","3","0","0","0","5","0"
"Robinson, Daevon","Rut","WR,FLX","Fr","444","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robinson, Matt","Ill","QB,FLX","Fr","445","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosenthal, Max","MSU","RB,FLX","Fr","446","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roski, Zack","MD","TE,FLX","So","447","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ross, Brady","Iowa","RB,FLX","Jr","448","FA","NIU Sat 3:30PM","0","0","5","0%","0%","4","0","0","0","0","5","0","0","0","0","0","0","0","0"
"Rossi, Mitch","OHSt","RB,FLX","So","449","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ruckert, Jeremy","OHSt","TE,FLX","Fr","450","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ruth, Connor","Neb","RB,FLX","Fr","451","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saari, Mark","Wisc","RB,FLX","Sr","452","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sampson, Cormac","Wisc","TE,FLX","Fr","453","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Samuels, O'Maury","Mich","RB,FLX","So","454","FA","@ND Sat 7:30PM","0","0","9","0%","0%","6","0","0","0","0","0","0","0","13","0","0","0","0","0"
"Sandy, Carlos","Ill","WR,FLX","Fr","455","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Santaga, Jon","Minn","QB,FLX,DB","Fr","456","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sargent, Mekhi","Iowa","RB,FLX","So","457","WW","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sargent, Noah","MSU","RB,FLX","So","458","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schipper, Brady","Wisc","WR,FLX","Fr","459","WW","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schmidt, Ryan","Iowa","QB,FLX","Jr","460","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schoonmaker, Luke","Mich","TE,FLX","Fr","461","WW","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schulte, Bryce","Iowa","TE,FLX","Fr","462","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schwob, Robert","MD","TE,FLX","So","463","FA","Tex Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott, Stevie","Ind","RB,FLX","Fr","464","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Selzer, Carter","Mich","TE,FLX","So","465","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sessa, Michael","Mich","QB,FLX","Jr","466","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seybert, Matt","MSU","TE,FLX,DL","Jr","467","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shayotovich, Luke","Ind","WR,FLX","Fr","468","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shoop, Tyler","PSU","WR,FLX","Jr","469","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shorter, Justin","PSU","WR,FLX","Fr","470","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shuster, Michael","PSU","QB,FLX","So","471","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sims, Kenyon","Ill","RB,FLX","Fr","472","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sipe, Nick","Purd","QB,FLX","Fr","473","FA","NW Thu 8:00PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sitkowski, Artur","Rut","QB,FLX","Fr","474","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slade, Ricky","PSU","RB,FLX","Fr","475","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smith, Aidan","NW","QB,FLX","So","476","FA","@Purd Thu 8:00PM","0","0","4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smith, Kendall","Ill","WR,FLX,DB","So","477","FA","Kent Sat 12:00PM","0","0","5","0%","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smith, L'Christian","OHSt","WR,FLX","Fr","478","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Snead, Brian","OHSt","RB,FLX","Fr","479","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sneed, Trey","Rut","RB,FLX","So","480","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Snorweah, Charles","Rut","RB,FLX","Jr","481","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sowards, Brandon","MSU","WR,FLX","Sr","482","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spann-Ford, Brevyn","Minn","TE,FLX","Fr","483","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stacy, Cam","Ill","WR,FLX","Fr","484","WW","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
