"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","FRTDY","Int","IntYd","Sk","SkY","Tk","Stf","StY","Sft","RtTY","BFGTDY","TD"
"Jones, Dre'Mont","OHSt","DL","Jr","27","FA","OreSt Sat 12:00PM","116.5","9.71","9","-","-","12","0","0","0","0.0","0","51","4","13","0","0","0","0"
"Gaziano, Joe","NW","DL","Jr","28","FA","@Purd Thu 8:00PM","116","10.55","4","-","-","11","0","0","0","4.5","27","24","6.5","47","0","0","0","0"
"Akinmoladun, Freedom","Neb","DL","Sr","29","FA","Akr Sat 8:00PM","114.5","9.54","9","-","-","12","0","0","0","3.0","24","32","5","33","0","0","0","0"
"Givens, Kevin","PSU","DL","Jr","30","FA","App Sat 3:30PM","114.5","8.81","6","-","-","13","0","0","0","4.5","28","26","7","33","0","0","0","0"
"Sykes, Nile","Ind","DL","Sr","31","FA","@FLInt Sat 7:00PM","112","10.18","10","-","-","11","0","0","0","5.0","37","18","7","47","0","0","0","0"
"Hampton, Saquan","Rut","DB","Sr","32","FA","TxSt Sat 12:00PM","111.5","15.93","9","-","-","7","0","1","30","0.0","0","46","3","9","0","0","0","0"
"Wharton, Isaiah","Rut","DB","Sr","33","FA","TxSt Sat 12:00PM","110.5","9.21","9","-","-","12","0","1","0","0.0","0","44","5","13","0","0","0","0"
"Reid, John","PSU","DB","Jr","34","FA","App Sat 3:30PM","100.4","7.17","6","-","-","14","0","1","14","0.5","3","35","5","19","0","0","0","0"
"Riggins, A'Shon","Ind","DB","Jr","35","FA","@FLInt Sat 7:00PM","99.1","8.26","10","-","-","12","0","1","31","1.0","7","37","2","9","0","0","0","0"
"Austin, Blessuan","Rut","DB","Sr","36","FA","TxSt Sat 12:00PM","99","9","9","-","-","11","0","1","0","1.0","1","43","1","1","0","0","0","0"
"Mosley, Navon","Purd","DB","Jr","37","FA","NW Thu 8:00PM","98","8.17","6","-","-","12","0","0","0","0.0","0","49","0","0","0","0","0","0"
"Maddox-Williams, Tyreek","Rut","LB","So","38","FA","TxSt Sat 12:00PM","97.5","10.83","9","-","-","9","0","0","0","0.5","0","46","1.5","1","0","0","0","0"
"McGee, Jared","NW","DB","Sr","39","FA","@Purd Thu 8:00PM","97.5","8.12","4","-","-","12","0","3","25","0.0","0","36","2","2","0","0","0","0"
"Brown, Torrence","PSU","DL","Sr","40","FA","App Sat 3:30PM","95.9","7.38","6","-","-","13","9","0","0","0.5","4","32","6","18","0","0","0","1"
"Farmer, Koa","PSU","LB","Sr","41","FA","App Sat 3:30PM","93.5","7.79","6","-","-","12","0","0","0","3.0","13","29","4.5","16","0","0","0","0"
"Williams, Trae","NW","DB","Jr","42","FA","@Purd Thu 8:00PM","92.5","9.25","4","-","-","10","0","1","0","0.0","0","42","1","1","0","0","0","0"
"Davis, Carlos","Neb","DL","Jr","43","FA","Akr Sat 8:00PM","90.5","7.54","9","-","-","12","0","0","0","2.0","24","24","5","25","0","0","0","0"
"Williams, Raequan","MSU","DL","Jr","44","FA","UtSt Fri 7:00PM","86","8.6","3","-","-","10","0","0","0","2.0","10","28","5","14","0","0","0","0"
"Miller, Shareef","PSU","DL","Jr","45","FA","App Sat 3:30PM","85.5","9.5","6","-","-","9","0","0","0","2.0","18","22","5.5","27","0","0","0","0"
"Coughlin, Carter","Minn","LB","Jr","46","FA","NMSt Thu 7:00PM","84","9.33","5","-","-","9","0","0","0","2.0","19","24","4","21","0","0","0","0"
"Hayes, Damon","Rut","DB","Jr","47","FA","TxSt Sat 12:00PM","73","9.12","9","-","-","8","0","1","55","1.0","1","23","2","2","0","0","0","1"
"Brown, Cam","PSU","LB","Jr","48","FA","App Sat 3:30PM","72.5","9.06","6","-","-","8","0","0","0","0.5","1","33","1.5","2","0","0","0","0"
"Barwick, Mike","Ind","DL","Sr","49","FA","@FLInt Sat 7:00PM","72","7.2","10","-","-","10","0","0","0","2.0","15","22","2.5","15","0","0","0","0"
"Gary, Rashan","Mich","DL","Jr","50","FA","@ND Sat 7:30PM","70.5","5.88","9","-","-","12","0","0","0","0.5","6","23","5","19","0","0","0","0"
"Buchholz, Ryan","PSU","DL","Jr","51","WW","App Sat 3:30PM","70","6.36","6","-","-","11","0","0","0","2.5","17","16","4","23","0","0","0","0"
"Huff, Julian","Minn","LB","Sr","52","FA","NMSt Thu 7:00PM","70","5.83","5","-","-","12","0","0","0","0.0","0","30","2.5","10","0","0","0","0"
"Milan, Jamal","Ill","DL","Jr","53","FA","Kent Sat 12:00PM","69","7.67","5","-","-","9","0","0","0","1.0","2","27","3.5","6","0","0","0","0"
"Landers, Robert","OHSt","DL","Jr","54","FA","OreSt Sat 12:00PM","68","7.56","9","-","-","9","0","0","0","1.0","7","16","7.5","27","0","0","0","0"
"Stoltenberg, Mick","Neb","DL","Sr","55","FA","Akr Sat 8:00PM","67.5","6.75","9","-","-","10","0","0","0","1.5","5","25","3","6","0","0","0","0"
"Shenault, Antonio","Minn","DB","Sr","56","FA","NMSt Thu 7:00PM","65.5","5.95","5","-","-","11","0","0","0","0.0","0","32","0.5","1","0","0","0","0"
"Oruwariye, Amani","PSU","DB","Sr","57","FA","App Sat 3:30PM","61","6.1","6","-","-","10","0","1","30","0.0","0","23","0","0","0","0","0","1"
"Willis, Khari","MSU","DB","Sr","58","FA","UtSt Fri 7:00PM","60","6.67","3","-","-","9","0","0","0","0.0","0","30","0","0","0","0","0","0"
"Windsor, Robert","PSU","DL","Jr","59","FA","App Sat 3:30PM","59","4.92","6","-","-","12","0","0","0","1.0","6","23","1.5","6","0","0","0","0"
"Layne, Justin","MSU","DB","Jr","60","FA","UtSt Fri 7:00PM","58.8","8.4","3","-","-","7","0","1","43","0.0","0","18","1.5","7","0","0","0","1"
"DeLattiboudere, Winston","Minn","DL","Jr","61","FA","NMSt Thu 7:00PM","57","5.7","5","-","-","10","0","0","0","1.5","11","15","3.5","17","0","0","0","0"
"Knight, Qwuantrezz","MD","DB","Jr","62","FA","Tex Sat 12:00PM","55.5","9.25","5","-","-","6","0","0","0","0.0","0","27","0.5","1","0","0","0","0"
"Jackson, Lamar","Neb","DB","Jr","63","FA","Akr Sat 8:00PM","54.5","10.9","9","-","-","5","0","0","0","1.0","11","17","2","14","0","0","0","0"
"Lewis, Marcus","MD","DB","Jr","64","FA","Tex Sat 12:00PM","52.5","7.5","5","-","-","7","0","1","0","0.0","0","21","1","5","0","0","0","0"
"Wilkins, Kevin","Rut","DL","Sr","65","FA","TxSt Sat 12:00PM","52.5","6.56","9","-","-","8","0","0","0","1.5","3","18","3","6","0","0","0","0"
"Davis, RaVon","MD","DB","Sr","66","FA","Tex Sat 12:00PM","50.5","8.42","5","-","-","6","0","0","0","0.0","0","24","1","1","0","0","0","0"
"Robinson, Jacob","Ind","DL","Sr","67","FA","@FLInt Sat 7:00PM","50","5.56","10","-","-","9","0","0","0","1.0","5","17","3","7","0","0","0","0"
"Thompson, Jordan","NW","DL","Sr","68","FA","@Purd Thu 8:00PM","49","6.12","4","-","-","8","0","0","0","0.0","0","20","2","10","0","0","0","0"
"Neal, Lorenzo","Purd","DL","Jr","69","FA","NW Thu 8:00PM","48.5","9.7","6","-","-","5","0","0","0","1.0","14","11","3","19","0","0","0","0"
"Arnette, Damon","OHSt","DB","Jr","70","FA","OreSt Sat 12:00PM","48","4.36","9","-","-","11","0","1","0","0.0","0","21","0","0","0","0","0","0"
"Devers, Tai'yon","Minn","DL","Jr","71","FA","NMSt Thu 7:00PM","48","9.6","5","-","-","5","0","0","0","3.0","20","5","3","20","0","0","0","0"
"Bateky, Jon","Rut","DL","Sr","72","FA","TxSt Sat 12:00PM","47.5","5.94","9","-","-","8","0","0","0","0.5","4","15","4","11","0","0","0","0"
"Baun, Zack","Wisc","LB","Jr","73","FA","W Ky Fri 9:00PM","46","6.57","5","-","-","7","0","0","0","0.0","0","15","3.5","18","0","0","0","0"
"Thieneman, Jacob","Purd","DB","Sr","74","FA","NW Thu 8:00PM","45","6.43","6","-","-","7","0","1","25","0.0","0","16","1","5","0","0","0","0"
"Willis Jr., Dameon","Ind","LB","Jr","75","FA","@FLInt Sat 7:00PM","45","5.62","10","-","-","8","0","0","0","0.0","0","21","1","2","0","0","0","0"
"Watkins, Cameron","Ill","DB","Jr","76","FA","Kent Sat 12:00PM","44.5","6.36","5","-","-","7","0","0","0","0.0","0","21","1","1","0","0","0","0"
"Reed, Antonio","Neb","DB","Sr","77","FA","Akr Sat 8:00PM","44","4.89","9","-","-","9","0","0","0","0.0","0","22","0","0","0","0","0","0"
"Neal, Tre","Neb","DB","Sr","78","WW","Akr Sat 8:00PM","42","4.2","9","-","-","10","0","0","0","0.0","0","21","0","0","0","0","0","0"
"Metellus, Josh","Mich","DB","Jr","79","FA","@ND Sat 7:30PM","40","8","9","-","-","5","0","0","0","1.0","4","15","1","4","0","0","0","0"
"Miller, Grayson","MSU","LB,DB","Sr","80","FA","UtSt Fri 7:00PM","40","5","3","-","-","8","0","0","0","0.0","0","20","0","0","0","0","0","0"
"Morrissey, Matt","MSU","DB","Sr","81","FA","UtSt Fri 7:00PM","40","5.71","3","-","-","7","0","0","0","0.0","0","20","0","0","0","0","0","0"
"Sagapolu, Olive","Wisc","DL","Sr","82","FA","W Ky Fri 9:00PM","40","6.67","5","-","-","6","0","0","0","1.0","6","14","1","6","0","0","0","0"
"Samuels, Kayton","Ind","DL","Sr","83","FA","@FLInt Sat 7:00PM","38.5","4.28","10","-","-","9","0","0","0","0.0","0","17","1","5","0","0","0","0"
"Wyatt, Fred","NW","DL","Sr","84","FA","@Purd Thu 8:00PM","37.5","4.17","4","-","-","9","0","0","0","0.0","0","17","1.5","1","0","0","0","0"
"Jackson, Kenyon","Ill","DL","Jr","85","FA","Kent Sat 12:00PM","36","5.14","5","-","-","7","0","0","0","0.0","0","18","0","0","0","0","0","0"
"Harrison, Malik","OHSt","LB","Jr","86","FA","OreSt Sat 12:00PM","35","7","9","-","-","5","0","0","0","1.0","3","13","1","3","0","0","0","0"
"Cason, Tim","Purd","DB","Sr","87","FA","NW Thu 8:00PM","34","5.67","6","-","-","6","0","0","0","0.0","0","17","0","0","0","0","0","0"
"Davis, Isaiah","MD","LB","Jr","88","FA","Tex Sat 12:00PM","34","4.25","5","-","-","8","0","0","0","0.0","0","17","0","0","0","0","0","0"
"Hamilton, Davon","OHSt","DL","Jr","89","FA","OreSt Sat 12:00PM","34","3.78","9","-","-","9","0","0","0","0.5","5","10","2.5","9","0","0","0","0"
"Martin, Kamal","Minn","LB","Jr","90","FA","NMSt Thu 7:00PM","34","4.25","5","-","-","8","0","1","0","0.5","5","10","0.5","5","0","0","0","0"
"Panasiuk, Mike","MSU","DL","Jr","91","FA","UtSt Fri 7:00PM","34","6.8","3","-","-","5","0","0","0","0.5","3","14","0.5","3","0","0","0","0"
"Kulka, Brett","MD","DL","Sr","92","FA","Tex Sat 12:00PM","33","3.67","5","-","-","9","0","0","0","0.5","2","12","2","4","0","0","0","0"
"Kinnel, Tyree","Mich","DB","Sr","93","FA","@ND Sat 7:30PM","32.5","3.61","9","-","-","9","0","0","0","0.0","0","14","1","5","0","0","0","0"
"Smith, Tyson","MSU","DB","Sr","94","FA","UtSt Fri 7:00PM","32.5","4.64","3","-","-","7","0","0","0","0.0","0","13","1.5","7","0","0","0","0"
"Cooper, Jake","PSU","LB","Sr","95","FA","App Sat 3:30PM","30","7.5","6","-","-","4","0","0","0","0.0","0","15","0","0","0","0","0","0"
"Harding, Dele","Ill","LB","Jr","96","FA","Kent Sat 12:00PM","30","7.5","5","-","-","4","0","0","0","0.0","0","13","1.5","2","0","0","0","0"
"Bachie, Joe","MSU","LB","Jr","97","FA","UtSt Fri 7:00PM","29","14.5","3","-","-","2","0","0","0","0.0","0","11","2","6","0","0","0","0"
"Butler, Josh","MSU","DB","Jr","98","FA","UtSt Fri 7:00PM","28","5.6","3","-","-","5","0","0","0","0.5","4","7","1.5","14","0","0","0","0"
"Blackmon, Antonio","Purd","DB","Sr","99","FA","NW Thu 8:00PM","27.4","4.57","6","-","-","6","0","1","34","0.0","0","9","0","0","0","0","0","0"
"Fox, Nathan","NW","LB","Jr","100","FA","@Purd Thu 8:00PM","26","2.89","4","-","-","9","0","0","0","0.0","0","12","1","0","0","0","0","0"
"Watson, Brandon","Mich","DB","Sr","101","FA","@ND Sat 7:30PM","26","3.25","9","-","-","8","0","0","0","0.0","0","13","0","0","0","0","0","0"
"Lewis, Rayshad","MD","WR,FLX,DB","So","102","FA","Tex Sat 12:00PM","24","2","5","0%","0%","12","0","0","0","0.0","0","3","0","0","0","0","0","3"
"Barber, Thomas","Minn","LB","Jr","103","FA","NMSt Thu 7:00PM","24","3.43","5","-","-","7","0","0","0","0.0","0","12","0","0","0","0","0","0"
"Glasgow, Jordan","Mich","LB,DB","Sr","104","FA","@ND Sat 7:30PM","24","3","9","-","-","8","0","0","0","0.0","0","12","0","0","0","0","0","0"
"Miller, Alex","NW","DL","Jr","105","FA","@Purd Thu 8:00PM","24","3","4","-","-","8","0","0","0","0.0","0","12","0","0","0","0","0","0"
"Monroe, Ayron","PSU","DB","Jr","106","FA","App Sat 3:30PM","24","3","6","-","-","8","0","0","0","0.0","0","12","0","0","0","0","0","0"
"Cooper, Jonathon","OHSt","DL","Jr","107","FA","OreSt Sat 12:00PM","23","5.75","9","-","-","4","0","0","0","1.0","5","6","1","5","0","0","0","0"
"Mone, Bryan","Mich","DL","Sr","108","FA","@ND Sat 7:30PM","22.5","3.21","9","-","-","7","0","0","0","0.0","0","10","1","1","0","0","0","0"
"Goens, Trent","NW","DL","Jr","109","FA","@Purd Thu 8:00PM","22.3","7.43","4","-","-","3","0","1","23","0.0","0","5","1","4","0","0","0","0"
"Bush, Devin","Mich","LB","Jr","110","FA","@ND Sat 7:30PM","22","3.14","9","-","-","7","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Fuller, Jordan","OHSt","DB","Jr","111","FA","OreSt Sat 12:00PM","22","3.67","9","-","-","6","0","0","0","0.0","0","11","0","0","0","0","0","0"
"Mends, Aaron","Iowa","LB","Sr","112","FA","NIU Sat 3:30PM","22","7.33","5","-","-","3","0","0","0","1.0","8","4","1","8","0","0","0","0"
"Mayo, Alonzo","NW","DB","Jr","113","FA","@Purd Thu 8:00PM","21.5","5.38","4","-","-","4","0","0","0","0.0","0","10","0.5","1","0","0","0","0"
"Furbush, Noah","Mich","LB","Sr","114","FA","@ND Sat 7:30PM","21","3","9","-","-","7","0","0","0","0.0","0","9","1","2","0","0","0","0"
"Hockaday, Jack","Iowa","LB","Sr","115","FA","NIU Sat 3:30PM","20","5","5","-","-","4","0","0","0","0.0","0","10","0","0","0","0","0","0"
"Moore, Gary","Minn","DL","Sr","116","FA","NMSt Thu 7:00PM","19","9.5","5","-","-","2","0","0","0","1.0","9","2","1","9","0","0","0","0"
"Hudson, Khaleke","Mich","LB,DB","Jr","117","FA","@ND Sat 7:30PM","18.5","3.08","9","-","-","6","0","0","0","0.0","0","8","1","1","0","0","0","0"
"Ellis, Tino","MD","DB","Jr","118","FA","Tex Sat 12:00PM","18","2","5","-","-","9","0","0","0","0.0","0","9","0","0","0","0","0","0"
"Tanyi, Mbi","MD","DL","Sr","119","FA","Tex Sat 12:00PM","18","3.6","5","-","-","5","0","0","0","0.0","0","9","0","0","0","0","0","0"
"Wilder, Collin","Wisc","DB","Jr","120","WW","W Ky Fri 9:00PM","18","2.25","5","-","-","8","0","0","0","0.0","0","9","0","0","0","0","0","0"
"Davis, Khalil","Neb","DL","Jr","121","FA","Akr Sat 8:00PM","16","4","9","-","-","4","0","0","0","0.0","0","5","2","4","0","0","0","0"
"Domann, JoJo","Neb","DB","So","122","FA","Akr Sat 8:00PM","16","2.29","9","-","-","7","0","0","0","0.0","0","8","0","0","0","0","0","0"
"Hansen, Jake","Ill","LB","So","123","FA","Kent Sat 12:00PM","16","2.67","5","-","-","6","0","0","0","0.0","0","8","0","0","0","0","0","0"
"Scott, Nick","PSU","DB","Sr","124","FA","App Sat 3:30PM","16","2","6","-","-","8","0","0","0","0.0","0","8","0","0","0","0","0","0"
"Williams, Justice","Ill","WR,FLX,LB","Jr","125","FA","Kent Sat 12:00PM","15","15","5","0%","0%","1","0","0","0","0.0","0","6","1","2","0","0","0","0"
"Cowart, Byron","MD","DL","Jr","126","FA","Tex Sat 12:00PM","15","3.75","5","-","-","4","0","0","0","0.0","0","6","1","2","0","0","0","0"
"Saine, Oseh","MD","DL","So","127","FA","Tex Sat 12:00PM","15","7.5","5","-","-","2","0","0","0","0.5","2","5","0.5","2","0","0","0","0"
"Farrar, Arrington","Wisc","LB","Sr","128","FA","W Ky Fri 9:00PM","14","2.33","5","-","-","6","0","0","0","0.0","0","7","0","0","0","0","0","0"
"Cornell, Jashon","OHSt","DL","Jr","129","FA","OreSt Sat 12:00PM","13","4.33","9","-","-","3","0","0","0","0.0","0","4","1.5","4","0","0","0","0"
"Huff, Jacob","Minn","DB","Sr","130","FA","NMSt Thu 7:00PM","13","3.25","5","-","-","4","0","0","0","0.0","0","6","0.5","0","0","0","0","0"
"Alexander, Dillon","MSU","DL","Sr","131","FA","UtSt Fri 7:00PM","12.5","6.25","3","-","-","2","0","0","0","0.0","0","5","1","1","0","0","0","0"
"Barry, Mohamed","Neb","LB","Jr","132","FA","Akr Sat 8:00PM","12","1.71","9","-","-","7","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Butler, Jabari","PSU","DB","Jr","133","FA","App Sat 3:30PM","12","6","6","-","-","2","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Durr, Coney","Minn","DB","Jr","134","FA","NMSt Thu 7:00PM","12","4","5","-","-","3","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Lattimore, Cedrick","Iowa","DL","Jr","135","FA","NIU Sat 3:30PM","12","12","5","-","-","1","0","0","0","1.0","4","1","1","4","0","0","0","0"
"Thompson, Tyriq","MSU","LB","Jr","136","FA","UtSt Fri 7:00PM","12","4","3","-","-","3","0","0","0","0.0","0","6","0","0","0","0","0","0"
"Brooks, Jr., Antoine","MD","DB","Jr","137","FA","Tex Sat 12:00PM","10","2.5","5","-","-","4","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Bullough, Byron","MSU","LB","Sr","138","FA","UtSt Fri 7:00PM","10","2.5","3","-","-","4","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Hughes, Casey","Mich","DB","Sr","139","WW","@ND Sat 7:30PM","10","2.5","9","-","-","4","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Marshall, Lawrence","Mich","DL","Sr","140","FA","@ND Sat 7:30PM","10","3.33","9","-","-","3","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Williamson, Chris","Minn","DB","Jr","141","FA","NMSt Thu 7:00PM","10","3.33","5","-","-","3","0","0","0","0.0","0","5","0","0","0","0","0","0"
"Brincks, Sam","Iowa","DL","Sr","142","FA","NIU Sat 3:30PM","9","2.25","5","-","-","4","0","0","0","0.0","0","4","0.5","0","0","0","0","0"
"Egbuaba, Nnamdi","MD","LB","Sr","143","FA","Tex Sat 12:00PM","8","2","5","-","-","4","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Gervase, Jake","Iowa","DB","Sr","144","FA","NIU Sat 3:30PM","8","4","5","-","-","2","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Grady, Griffin","Wisc","LB","So","145","FA","W Ky Fri 9:00PM","8","2.67","5","-","-","3","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Hilliard, Justin","OHSt","LB","Jr","146","FA","OreSt Sat 12:00PM","8","8","9","-","-","1","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Hooker, Amani","Iowa","DB","Jr","147","FA","NIU Sat 3:30PM","8","2","5","-","-","4","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Jones, Keandre","OHSt","LB","Jr","148","FA","OreSt Sat 12:00PM","8","4","9","-","-","2","0","0","0","0.0","0","4","0","0","0","0","0","0"
"King, Sedrick","Neb","LB","Sr","149","FA","Akr Sat 8:00PM","8","2.67","9","-","-","3","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Miller, Jarvis","PSU","LB","Jr","150","FA","App Sat 3:30PM","8","2","6","-","-","4","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Rand, Garrett","Wisc","DL","Jr","151","FA","W Ky Fri 9:00PM","8","2.67","5","-","-","3","0","0","0","0.0","0","4","0","0","0","0","0","0"
"Dwumfour, Michael","Mich","DL","Jr","152","FA","@ND Sat 7:30PM","6.5","6.5","9","-","-","1","0","0","0","0.0","0","2","1","1","0","0","0","0"
"Bergin, Joe","NW","DB","Jr","153","FA","@Purd Thu 8:00PM","6","3","4","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Bryant, Khalil","Ind","DB","Jr","154","FA","@FLInt Sat 7:00PM","6","3","10","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Dowell, David","MSU","DB","Jr","155","FA","UtSt Fri 7:00PM","6","2","3","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Jansen, Garret","Iowa","DL","Jr","156","FA","NIU Sat 3:30PM","6","6","5","-","-","1","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Johnson, Patrick","Wisc","DB","Jr","157","FA","W Ky Fri 9:00PM","6","3","5","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Ojemudia, Michael","Iowa","DB","Jr","158","FA","NIU Sat 3:30PM","6","3","5","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Oliver, Tymir","Ill","DL","Jr","159","FA","Kent Sat 12:00PM","6","2","5","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Stevens, Lawrence","Rut","DB","So","160","FA","TxSt Sat 12:00PM","6","3","9","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Uche, Josh","Mich","LB","Jr","161","FA","@ND Sat 7:30PM","6","2","9","-","-","3","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Welch, Kristian","Iowa","LB","Jr","162","FA","NIU Sat 3:30PM","6","3","5","-","-","2","0","0","0","0.0","0","3","0","0","0","0","0","0"
"Lee Jr., Eric","Neb","DB","Jr","163","FA","Akr Sat 8:00PM","5.5","2.75","9","-","-","2","0","0","0","0.0","0","2","0.5","1","0","0","0","0"
"Alexander, Justice","MSU","DL","Jr","164","FA","UtSt Fri 7:00PM","4","4","3","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Booker, Dante","OHSt","LB","Sr","165","FA","OreSt Sat 12:00PM","4","4","9","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Bowen, Ja'merez","Ind","DL","Sr","166","FA","@FLInt Sat 7:00PM","4","2","10","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Campbell, Roderick","NW","DB","Jr","167","FA","@Purd Thu 8:00PM","4","2","4","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Cook, Wyatt","MD","LB","Sr","168","WW","Tex Sat 12:00PM","4","4","5","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
