"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned","+/-","GP","FRTDY","Int","IntYd","Sk","SkY","Tk","Stf","StY","Sft","RtTY","BFGTDY","TD"
"Davis, Alex","Neb","LB","Jr","169","FA","Akr Sat 8:00PM","4","2","9","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Gibson, Jerry","Minn","DL","Sr","170","FA","NMSt Thu 7:00PM","4","2","5","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Hill, Lavert","Mich","DB","Jr","171","FA","@ND Sat 7:30PM","4","1","9","-","-","4","0","0","0","0.0","0","2","0","0","0","0","0","0"
"James, Isaac","Ind","DB","Jr","172","FA","@FLInt Sat 7:00PM","4","1.33","10","-","-","3","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Johnson, Jan","PSU","LB","Jr","173","FA","App Sat 3:30PM","4","4","6","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Jones, Reakwon","Ind","LB","Jr","174","FA","@FLInt Sat 7:00PM","4","2","10","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Jones, Reuben","Mich","DL","Sr","175","FA","@ND Sat 7:30PM","4","2","9","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Neal, DaiShon","Neb","DL","Jr","176","FA","Akr Sat 8:00PM","4","2","9","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Owens, Gerald","MSU","DL","Sr","177","FA","UtSt Fri 7:00PM","4","4","3","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Richardson, Antwaine","MD","DB","Jr","178","FA","Tex Sat 12:00PM","4","4","5","-","-","1","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Taylor, Garrett","PSU","DB","Jr","179","FA","App Sat 3:30PM","4","1.33","6","-","-","3","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Wilson, Brandon","Ind","DL","Jr","180","FA","@FLInt Sat 7:00PM","4","2","10","-","-","2","0","0","0","0.0","0","2","0","0","0","0","0","0"
"Reiff, Brady","Iowa","DL","Jr","181","FA","NIU Sat 3:30PM","3.5","3.5","5","-","-","1","0","0","0","0.0","0","1","0.5","1","0","0","0","0"
"Anderson, Avery","Neb","DB","Jr","182","FA","Akr Sat 8:00PM","2","2","9","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Bondoc, Evan","Wisc","DB","Sr","183","FA","W Ky Fri 9:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Borland, Tuf","OHSt","LB","So","184","FA","OreSt Sat 12:00PM","2","2","9","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Criddle, Alex","Purd","DL","Jr","185","FA","NW Thu 8:00PM","2","2","6","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Gifford, Luke","Neb","LB","Sr","186","FA","Akr Sat 8:00PM","2","2","9","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Golston, Chauncey","Iowa","DL","So","187","FA","NIU Sat 3:30PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Hardy, Kamal","Purd","DB","Sr","188","FA","NW Thu 8:00PM","2","2","6","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Howard, Keiron","MD","DL","Jr","189","FA","Tex Sat 12:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Jones, Amani","Iowa","LB","Jr","190","FA","NIU Sat 3:30PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"McPhearson, Zech","PSU","DB","So","191","FA","App Sat 3:30PM","2","2","6","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Smith, O.J.","Minn","DL","Sr","192","FA","NMSt Thu 7:00PM","2","2","5","-","-","1","0","0","0","0.0","0","1","0","0","0","0","0","0"
"Andrews, Austin","MSU","RB,FLX,DB","So","193","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Barnwell, Elijah","Rut","RB,FLX,LB","Fr","194","FA","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bobak, Christian","Ill","RB,FLX,DB","So","195","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bryant, Moses","Neb","RB,WR,FLX,DB","Fr","196","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camper, Jack","MSU","TE,FLX,DL","Fr","197","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Collinsworth, Jake","Wisc","RB,FLX,LB","Fr","198","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darien, Dae'Lun","PSU","WR,FLX,LB","So","199","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Flowers, Emmanuel","MSU","WR,FLX,DB","Fr","200","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hallock, Tanner","MSU","RB,FLX,LB","Fr","201","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrell, Deron","Wisc","WR,FLX,DB","Fr","202","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hill-Hunt, Mufi","MSU","TE,FLX,DL","So","203","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Holman, Zac","Ill","WR,FLX,DB","Sr","204","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson, Paul","Wisc","WR,FLX,LB","Sr","205","FA","W Ky Fri 9:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ludwig, Joe","Iowa","RB,FLX,LB","Fr","206","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"McCurry, Jake","Mich","WR,FLX,DB","So","207","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Otte, Simon","Neb","WR,FLX,LB,DB","Fr","208","FA","Akr Sat 8:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pottebaum, Monte","Iowa","RB,FLX,LB","Fr","209","FA","NIU Sat 3:30PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Santaga, Jon","Minn","QB,FLX,DB","Fr","210","FA","NMSt Thu 7:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seybert, Matt","MSU","TE,FLX,DL","Jr","211","FA","UtSt Fri 7:00PM","0","0","3","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smith, Kendall","Ill","WR,FLX,DB","So","212","FA","Kent Sat 12:00PM","0","0","5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor, Reese","Ind","WR,FLX,DB","Fr","213","WW","@FLInt Sat 7:00PM","0","0","10","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Veingrad, Ryan","Mich","TE,FLX,DL","So","214","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wainwright, Muhammad","Rut","TE,FLX,DL","Sr","215","WW","TxSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Welde, Christopher","PSU","RB,WR,FLX,DB","Jr","216","FA","App Sat 3:30PM","0","0","6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"West, Jacob","Mich","QB,FLX,DB","Sr","217","FA","@ND Sat 7:30PM","0","0","9","0%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"White, Brendon","OHSt","WR,FLX,DB","So","218","FA","OreSt Sat 12:00PM","0","0","9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abdulaziz, Rani","Rut","DB","Fr","219","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abraham, Kessawn","Rut","DB","Fr","220","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abrams, Jacob","Purd","DB","Fr","221","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adams, Tony","Ill","DB","So","222","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ahanotu, Mayan","Minn","DL","Fr","223","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Jalen","MD","DL","Fr","224","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Jaylan","Purd","LB","Fr","225","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander, Quayshon","Neb","LB","So","226","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Allen, Thomas","Ind","LB","Fr","227","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alston, David","Neb","LB","Fr","228","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Danny","Minn","LB","Fr","229","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Fyn","Neb","DL","Jr","230","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Anderson, Nick","Iowa","LB","Jr","231","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson, Nihym","MD","LB","Fr","232","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrea, Alec","Ill","DB","Fr","233","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrighetto, Lucas","Mich","DB","Fr","234","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony, Jordan","Mich","LB","So","235","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anyanwu, Chee","NW","LB","Fr","236","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Archer, Jake","Neb","LB","Fr","237","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Asher, Jones","Purd","LB","Fr","238","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aune, Josh","Minn","DB","Fr","239","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Avery, Calvin","Ill","DL","Fr","240","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Avery, Tre","Rut","DB","So","241","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Baca, Steve","MD","LB","Jr","242","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Balistreri, Michael","Wisc","DL","Fr","243","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ball, Elijah","Purd","DB","Fr","244","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banderas, Anthony","Neb","LB","Fr","245","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banks, Sevyn","OHSt","DB","Fr","246","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barber, Damion","PSU","DL","Fr","247","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barnes, Derrick","Purd","LB","So","248","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barron, Ty","Minn","LB","Fr","249","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barrow, Malik","OHSt","DL","So","250","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Barrow, Tim","Rut","DB","Fr","251","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Battle, Rashawn","Rut","LB","So","252","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Baylor, Tyler","MD","DL","Fr","253","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bazzie, Fofie","MD","DB","Fr","254","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beery, Britt","Ind","DL","Fr","255","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beesley, Drew","MSU","DL","So","256","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bell, Christian","Wisc","LB","So","257","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bennett, Kenny","MD","DB","Fr","258","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benson, Seth","Iowa","LB","Fr","259","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bergin, Chris","NW","LB","So","260","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bernat, Nolan","Ill","DB","Jr","261","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake, Wyatt","NW","DL","Fr","262","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blaylock, Travian","Wisc","DB","Fr","263","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Boone, Raymond","MD","DB","Fr","264","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bootle, Dicaprio","Neb","DB","So","265","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bordner, Brendan","Rut","DL","Fr","266","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brand, Bryce","MD","DL","So","267","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brents, Julius","Iowa","DB","Fr","268","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brooks, Ellis","PSU","LB","Fr","269","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown IV, Earnest","NW","DL","So","270","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown Jr., Andre","Ind","DB","Jr","271","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Brown, DJ","PSU","DB","Fr","272","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Shakur","MSU","DB","Fr","273","FA","UtSt Fri 7:00PM","0","0","3","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Sydney","Ill","DB","Fr","274","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brown, Verdis","Ill","DL","Fr","275","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Browning, Baron","OHSt","LB","So","276","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brownlee, David","MD","LB","Fr","277","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryant, Alfred","Ind","DL","Fr","278","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bullock, Brian","NW","DB","So","279","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Bullock, Izaia","Rut","LB","Jr","280","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bunner, Bradley","Neb","DB","Fr","281","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burgess, Juwan","Ind","DB","Fr","282","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burks, Noah","Wisc","LB","So","283","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Burnam, Mo","Ind","LB","Fr","284","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burrell, Eric","Wisc","DB","So","285","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Burton, Donte","Wisc","DB","Fr","286","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Butler, Tony","Neb","DB","So","287","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Cage, Jerron","OHSt","DL","Fr","288","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Campbell, Chance","MD","LB","Fr","289","WW","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Campos, Ben","Iowa","LB","Fr","290","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlson, John","Iowa","LB","Fr","291","WW","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carney Jr., Owen","Ill","DL","So","292","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carnifax, Tommy","NW","DL","So","293","FA","@Purd Thu 8:00PM","0","0","4","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Carriere-Williams, Dontye","Wisc","DB","So","294","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Casey, Aaron","Ind","LB","Fr","295","WW","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cassidy, Chris","Neb","LB","Fr","296","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Castro-Fields, Tariq","PSU","DB","So","297","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cesarz, Ethan","Wisc","LB","Fr","298","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chamberlain, Bryce","Mich","LB","Fr","299","WW","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chizmar, Max","PSU","LB","Fr","300","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clark, Braxton","Neb","DB","Fr","301","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cochran, Tyler","Mich","DB","Jr","302","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Coghlan, Sean","Ill","LB","Fr","303","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colbert, Djimon","Iowa","LB,DB","Fr","304","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cone, Madison","Wisc","DB","So","305","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cox, Aaron","OHSt","DL","So","306","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cox, Ethan","Neb","DB","Fr","307","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Craddieth, Dallas","Iowa","DB","Fr","308","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cravaack, Jack","Purd","DL","Fr","309","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Creamer, Trey","Iowa","DB","Fr","310","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Culpepper, Judge","PSU","DL","Fr","311","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Currens, Seth","Wisc","DB","So","312","FA","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Daniel II, PC","Ill","DB","Fr","313","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniels, Allen","Purd","DL","Fr","314","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniels, Damion","Neb","DL","Fr","315","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniels, Joseph","Ind","DB","Fr","316","WW","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis, Jared","Mich","DB","So","317","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Day, David","Purd","DB","Jr","318","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Day, Parker","Rut","DB","Fr","319","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeGroot, Dawson","Ill","DB","So","320","FA","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deen, Branson","Purd","DL","Fr","321","WW","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dever, Kevin","OHSt","DB","So","322","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Di Leo, Frank","PSU","LB","Jr","323","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Dicerbo, Antonio","MD","DL","So","324","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dietzen, Boyd","Wisc","DL","Fr","325","WW","W Ky Fri 9:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dinsdale, Colton","Iowa","DB","Jr","326","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dismuke, Marquel","Neb","DB","So","327","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Dix, Donnell","PSU","DL","Sr","328","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dixon, Breon","Neb","LB,DB","So","329","FA","Akr Sat 8:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donald, Noah","OHSt","DL","Jr","330","FA","OreSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Doyle, Dillon","Iowa","LB","Fr","331","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drobocky, Dane","Mich","DL","Jr","332","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"DuMond, Joe","PSU","DL,LB","Jr","333","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Duggan, Jaohne","Rut","DL","Fr","334","FA","TxSt Sat 12:00PM","0","0","9","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dunaway, Jack","Mich","LB","Sr","335","FA","@ND Sat 7:30PM","0","0","9","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Duwa, Levi","Iowa","DL","Fr","336","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dvorak, Wes","Iowa","DB","Jr","337","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eifler, Milo","Ill","LB","So","338","WW","Kent Sat 12:00PM","0","0","5","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Eley, Ayinde","MD","LB","Fr","339","FA","Tex Sat 12:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ellis, Ray","Purd","DL","Sr","340","FA","NW Thu 8:00PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Epenesa, A.J.","Iowa","DL","So","341","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Estes, Rey","Minn","DB","Fr","342","FA","NMSt Thu 7:00PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evans, Joe","Iowa","LB","Fr","343","FA","NIU Sat 3:30PM","0","0","5","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Everett, Gavin","Ind","DL","Jr","344","FA","@FLInt Sat 7:00PM","0","0","10","-","-","0","0","0","0","0.0","0","0","0","0","0","0","0","0"
"Faison-Walden, Brelin","PSU","LB","Fr","345","FA","App Sat 3:30PM","0","0","6","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0"
